IPC2002, Depots, depotprob5451, 0, 0, 0
IPC2002, Depots, depotprobu6587, 0, 0, 0
IPC2002, Depots, depotprob4534, 0, 0, 0
IPC2002, Depots, depotprob1935, 0, 0, 0
IPC2002, Depots, depotprob6178, 0, 0, 0
IPC2002, Depots, depotprobu1817, 0, 0, 0
IPC2002, Depots, depotprobu4534, 0, 0, 0
IPC2002, Depots, depotprobu5451, 0, 0, 0
IPC2002, Depots, depotprobu8715, 0, 0, 0
IPC2002, Depots, depotprobu7615, 0, 0, 0
IPC2002, Depots, depotprob1817, 0, 0, 0
IPC2002, Depots, depotprob7512, 0, 0, 0
IPC2002, Depots, depotprobu5656, 0, 0, 0
IPC2002, Depots, depotprobu9876, 0, 0, 0
IPC2002, Depots, depotprob7615, 0, 0, 0
IPC2002, Depots, depotprobu7654, 0, 0, 0
IPC2002, Depots, depotprob1916, 0, 0, 0
IPC2002, Depots, depotprob1234, 0, 0, 0
IPC2002, Depots, depotprobu5646, 0, 0, 0
IPC2002, Depots, depotprob7654, 0, 0, 0
IPC2002, Depots, depotprobu4398, 0, 0, 0
IPC2002, Depots, depotprobu1212, 0, 0, 0
IPC2002, Depots, depotprobu6178, 0, 0, 0
IPC2002, Depots, depotprob4398, 0, 0, 0
IPC2002, Depots, depotprob1212, 0, 0, 0
IPC2002, Depots, depotprob6587, 0, 0, 0
IPC2002, Depots, depotprobu6512, 0, 0, 0
IPC2002, Depots, depotprobu7512, 0, 0, 0
IPC2002, Depots, depotprob8715, 0, 0, 0
IPC2002, Depots, depotprob5656, 0, 0, 0
IPC2002, Depots, depotprob4321, 0, 0, 0
IPC2002, Depots, depotprob9876, 0, 0, 0
IPC2002, Depots, depotprob6512, 0, 0, 0
IPC2002, Depots, depotprobu1818, 0, 0, 0
IPC2002, Depots, depotprobu1916, 0, 0, 0
IPC2002, Depots, depotprobu1234, 0, 0, 0
IPC2002, Depots, depotprobu1935, 0, 0, 0
IPC2002, Depots, depotprob8765, 0, 0, 0
IPC2002, Depots, depotprob1818, 0, 0, 0
IPC2002, Depots, depotprobu4321, 0, 0, 0
IPC2002, Depots, depotprob7654, 0, 0, 0
IPC2002, Depots, depotprob5646, 0, 0, 0
IPC2002, Depots, depotprobu7654, 0, 0, 0
IPC2002, Depots, depotprobu8765, 0, 0, 0
IPC2002, dlog, dlog-4-4-8, 8, 0, 12
IPC2002, dlog, dlog-2-3-6, 5, 20, 7
IPC2002, dlog, dlog-3-3-6, 5, 18, 6
IPC2002, dlog, dlog-2-3-6, 7, 22, 9
IPC2002, dlog, dlog-20-20-20, 0, 0, 0
IPC2002, dlog, dlog-5-5-10, 8, 0, 11
IPC2002, dlog, dlog-3-2-5, 6, 19, 8
IPC2002, dlog, dlog-5-5-25, 10, 0, 11
IPC2002, dlog, dlog-5-5-15, 8, 0, 10
IPC2002, dlog, dlog-20-50-100, 0, 0, 0
IPC2002, dlog, dlog-20-50-150, 0, 0, 0
IPC2002, dlog, dlog-20-30-60, 0, 0, 0
IPC2002, dlog, dlog-3-3-7, 6, 25, 7
IPC2002, dlog, dlog-30-30-50, 0, 0, 0
IPC2002, dlog, dlog-30-30-70, 0, 0, 0
IPC2002, dlog, dlog-20-30-60, 0, 0, 0
IPC2002, dlog, dlog-3-2-4, 5, 18, 7
IPC2002, dlog, dlog-8-6-25, 7, 0, 8
IPC2002, dlog, dlog-20-30-60, 0, 0, 0
IPC2002, dlog, dlog-30-20-50, 0, 0, 0
IPC2002, dlog, dlog-30-10-60, 0, 0, 0
IPC2002, dlog, dlog-50-50-250, 0, 0, 0
IPC2002, dlog, dlog-3-3-6, 7, 0, 14
IPC2002, dlog, dlog-2-2-4, 6, 12, 7
IPC2002, dlog, dlog-30-20-40, 0, 0, 0
IPC2002, dlog, dlog-2-3-6, 9, 0, 14
IPC2002, dlog, dlog-50-50-200, 0, 0, 0
IPC2002, dlog, dlog-20-30-60, 0, 0, 0
IPC2002, dlog, dlog-3-3-5, 4, 11, 5
IPC2002, dlog, dlog-40-10-80, 0, 0, 0
IPC2002, dlog, dlog-2-3-6, 7, 24, 10
IPC2002, dlog, dlog-2-3-6, 9, 0, 15
IPC2002, dlog, dlog-20-30-60, 0, 0, 0
IPC2002, dlog, dlog-20-20-30, 0, 0, 0
IPC2002, dlog, dlog-2-2-2, 6, 8, 6
IPC2002, dlog, dlog-2-2-3, 6, 19, 9
IPC2002, dlog, dlog-30-30-60, 0, 0, 0
IPC2002, dlog, dlog-80-60-300, 0, 0, 0
IPC2002, dlog, dlog-5-5-20, 9, 0, 10
IPC2002, dlog, dlog-20-20-40, 0, 0, 0
IPC2002, freecell, freecell8-4, 14, 0, 14
IPC2002, freecell, freecell10-4, 0, 0, 0
IPC2002, freecell, freecell11-4, 0, 0, 0
IPC2002, freecell, freecell5-4, 10, 0, 14
IPC2002, freecell, freecell13-4, 0, 0, 0
IPC2002, freecell, freecell6-4, 11, 0, 13
IPC2002, freecell, freecell2-4, 7, 14, 11
IPC2002, freecell, freecell13-4, 0, 0, 0
