competition, planner, domain, pn, steps, time
IPC2002, FF.quality, Satellite, pfile9, 33, 2080
IPC2002, FF.quality, Satellite, pfile10, 31, 2120
IPC2002, FF.quality, Satellite, pfile11, 32, 7710
IPC2002, FF.quality, Satellite, pfile12, 43, 26870
IPC2002, FF.quality, Satellite, pfile13, 61, 119500
IPC2002, FF.quality, Satellite, pfile14, 43, 55740
IPC2002, FF.quality, Satellite, pfile15, 53, 368340
IPC2002, FF.quality, Satellite, pfile16, 48, 101550
IPC2002, FF.quality, Satellite, pfile17, 43, 378680
IPC2002, FF.quality, Satellite, pfile18, 35, 43390
IPC2002, FF.speed, Satellite, pfile1, 9, 0
IPC2002, FF.speed, Satellite, pfile2, 13, 0
IPC2002, FF.speed, Satellite, pfile3, 11, 10
IPC2002, FF.speed, Satellite, pfile4, 18, 10
IPC2002, FF.speed, Satellite, pfile5, 16, 10
IPC2002, FF.speed, Satellite, pfile6, 20, 10
IPC2002, FF.speed, Satellite, pfile7, 22, 20
IPC2002, FF.speed, Satellite, pfile8, 28, 20
IPC2002, FF.speed, Satellite, pfile9, 35, 40
IPC2002, FF.speed, Satellite, pfile10, 35, 40
IPC2002, FF.speed, Satellite, pfile11, 34, 80
IPC2002, FF.speed, Satellite, pfile12, 43, 160
IPC2002, FF.speed, Satellite, pfile13, 61, 710
IPC2002, FF.speed, Satellite, pfile14, 42, 210
IPC2002, FF.speed, Satellite, pfile15, 52, 710
IPC2002, FF.speed, Satellite, pfile16, 53, 1000
IPC2002, FF.speed, Satellite, pfile17, 48, 1000
IPC2002, FF.speed, Satellite, pfile18, 35, 140
IPC2002, FF.speed, Satellite, pfile19, 73, 760
IPC2002, FF.speed, Satellite, pfile20, 107, 13760
IPC2002, LPG, Satellite, pfile1, 9, 10
IPC2002, LPG, Satellite, pfile2, 14, 210
IPC2002, LPG, Satellite, pfile3, 11, 0
IPC2002, LPG, Satellite, pfile4, 20, 20
IPC2002, LPG, Satellite, pfile5, 16, 10
IPC2002, LPG, Satellite, pfile6, 20, 30
IPC2002, LPG, Satellite, pfile7, 22, 30
IPC2002, LPG, Satellite, pfile8, 26, 50
IPC2002, LPG, Satellite, pfile9, 31, 60
IPC2002, LPG, Satellite, pfile10, 31, 160
IPC2002, LPG, Satellite, pfile11, 33, 330
IPC2002, LPG, Satellite, pfile12, 47, 230
IPC2002, LPG, Satellite, pfile13, 63, 570
IPC2002, LPG, Satellite, pfile14, 43, 1500
IPC2002, LPG, Satellite, pfile15, 49, 1400
IPC2002, LPG, Satellite, pfile16, 52, 910
IPC2002, LPG, Satellite, pfile17, 46, 820
IPC2002, LPG, Satellite, pfile18, 33, 380
IPC2002, LPG, Satellite, pfile19, 77, 450
IPC2002, LPG, Satellite, pfile20, 115, 1010
IPC2002, LPG.quality, Satellite, pfile1, 9, 10
IPC2002, LPG.quality, Satellite, pfile2, 13, 10
IPC2002, LPG.quality, Satellite, pfile3, 11, 0
IPC2002, LPG.quality, Satellite, pfile4, 18, 1270
IPC2002, LPG.quality, Satellite, pfile5, 16, 10
IPC2002, LPG.quality, Satellite, pfile6, 20, 30
IPC2002, LPG.quality, Satellite, pfile7, 21, 33950
IPC2002, LPG.quality, Satellite, pfile8, 26, 50
IPC2002, LPG.quality, Satellite, pfile9, 30, 31510
IPC2002, LPG.quality, Satellite, pfile10, 30, 5750
IPC2002, LPG.quality, Satellite, pfile11, 32, 1240
IPC2002, LPG.quality, Satellite, pfile12, 43, 290
IPC2002, LPG.quality, Satellite, pfile13, 61, 710
IPC2002, LPG.quality, Satellite, pfile14, 42, 3110
IPC2002, LPG.quality, Satellite, pfile15, 48, 135170
IPC2002, LPG.quality, Satellite, pfile16, 51, 560
IPC2002, LPG.quality, Satellite, pfile17, 43, 13620
IPC2002, LPG.quality, Satellite, pfile18, 32, 250
IPC2002, LPG.quality, Satellite, pfile19, 75, 600
IPC2002, LPG.quality, Satellite, pfile20, 110, 1150
IPC2002, LPG.speed, Satellite, pfile1, 9, 10
IPC2002, LPG.speed, Satellite, pfile2, 13, 10
IPC2002, LPG.speed, Satellite, pfile3, 11, 0
IPC2002, LPG.speed, Satellite, pfile4, 21, 10
IPC2002, LPG.speed, Satellite, pfile5, 17, 30
IPC2002, LPG.speed, Satellite, pfile6, 20, 30
IPC2002, LPG.speed, Satellite, pfile7, 22, 50
IPC2002, LPG.speed, Satellite, pfile8, 26, 50
IPC2002, LPG.speed, Satellite, pfile9, 31, 60
IPC2002, LPG.speed, Satellite, pfile10, 34, 80
IPC2002, LPG.speed, Satellite, pfile11, 36, 120
IPC2002, LPG.speed, Satellite, pfile12, 47, 220
IPC2002, LPG.speed, Satellite, pfile13, 64, 440
IPC2002, LPG.speed, Satellite, pfile14, 45, 280
IPC2002, LPG.speed, Satellite, pfile15, 49, 410
IPC2002, LPG.speed, Satellite, pfile16, 51, 560
IPC2002, LPG.speed, Satellite, pfile17, 49, 670
IPC2002, LPG.speed, Satellite, pfile18, 35, 210
IPC2002, LPG.speed, Satellite, pfile19, 80, 360
IPC2002, LPG.speed, Satellite, pfile20, 116, 460
IPC2002, MIPS, Satellite, pfile1, 9, 250
IPC2002, MIPS, Satellite, pfile2, 13, 260
IPC2002, MIPS, Satellite, pfile3, 11, 270
IPC2002, MIPS, Satellite, pfile4, 18, 270
IPC2002, MIPS, Satellite, pfile5, 16, 299
IPC2002, MIPS, Satellite, pfile6, 21, 450
IPC2002, MIPS, Satellite, pfile7, 23, 429
IPC2002, MIPS, Satellite, pfile8, 27, 3520
IPC2002, MIPS, Satellite, pfile9, 35, 24039
IPC2002, MIPS, Satellite, pfile10, 35, 93409
IPC2002, MIPS, Satellite, pfile11, 35, 11960
IPC2002, MIPS, Satellite, pfile13, 60, 93450
IPC2002, MIPS, Satellite, pfile14, 44, 75549
IPC2002, MIPS, Satellite, pfile15, 50, 139479
IPC2002, MIPS.plain, Satellite, pfile1, 9, 40
IPC2002, MIPS.plain, Satellite, pfile2, 13, 29
IPC2002, MIPS.plain, Satellite, pfile3, 11, 40
IPC2002, MIPS.plain, Satellite, pfile4, 18, 29
IPC2002, MIPS.plain, Satellite, pfile5, 16, 59
IPC2002, MIPS.plain, Satellite, pfile6, 21, 209
IPC2002, MIPS.plain, Satellite, pfile7, 23, 170
IPC2002, MIPS.plain, Satellite, pfile8, 27, 4160
IPC2002, MIPS.plain, Satellite, pfile9, 35, 23410
IPC2002, MIPS.plain, Satellite, pfile10, 35, 95560
IPC2002, MIPS.plain, Satellite, pfile11, 35, 11679
IPC2002, MIPS.plain, Satellite, pfile13, 60, 93189
IPC2002, MIPS.plain, Satellite, pfile14, 44, 77810
IPC2002, MIPS.plain, Satellite, pfile15, 50, 139969
IPC2002, MIPS.plain, Satellite, pfile19, 69, 516320
IPC2002, SHOP2, Satellite, pfile1, 9, 10
IPC2002, SHOP2, Satellite, pfile2, 13, 10
IPC2002, SHOP2, Satellite, pfile3, 14, 0
IPC2002, SHOP2, Satellite, pfile4, 21, 0
IPC2002, SHOP2, Satellite, pfile5, 20, 0
IPC2002, SHOP2, Satellite, pfile6, 23, 0
IPC2002, SHOP2, Satellite, pfile7, 25, 10
IPC2002, SHOP2, Satellite, pfile8, 31, 10
IPC2002, SHOP2, Satellite, pfile9, 35, 20
IPC2002, SHOP2, Satellite, pfile10, 37, 20
IPC2002, SHOP2, Satellite, pfile11, 40, 10
IPC2002, SHOP2, Satellite, pfile12, 46, 20
IPC2002, SHOP2, Satellite, pfile13, 65, 30
IPC2002, SHOP2, Satellite, pfile14, 45, 20
IPC2002, SHOP2, Satellite, pfile15, 56, 30
IPC2002, SHOP2, Satellite, pfile16, 57, 60
IPC2002, SHOP2, Satellite, pfile17, 52, 40
IPC2002, SHOP2, Satellite, pfile18, 38, 20
IPC2002, SHOP2, Satellite, pfile19, 73, 60
IPC2002, SHOP2, Satellite, pfile20, 106, 110
IPC2002, SemSyn, Satellite, pfile1, 9, 5
IPC2002, SemSyn, Satellite, pfile2, 13, 255
IPC2002, Simplanner, Satellite, pfile1, 9, 0
IPC2002, Simplanner, Satellite, pfile2, 14, 9
IPC2002, Simplanner, Satellite, pfile4, 21, 59
IPC2002, Simplanner, Satellite, pfile6, 24, 29
IPC2002, Simplanner, Satellite, pfile7, 24, 39
IPC2002, Simplanner, Satellite, pfile9, 41, 100
IPC2002, Simplanner, Satellite, pfile10, 40, 129
IPC2002, Simplanner, Satellite, pfile11, 36, 199
IPC2002, Simplanner, Satellite, pfile12, 52, 930
IPC2002, Simplanner, Satellite, pfile13, 75, 2639
IPC2002, Simplanner, Satellite, pfile14, 46, 1150
IPC2002, Simplanner, Satellite, pfile15, 58, 2139
IPC2002, Simplanner, Satellite, pfile16, 53, 2770
IPC2002, Simplanner, Satellite, pfile17, 57, 3829
IPC2002, Simplanner, Satellite, pfile18, 40, 709
IPC2002, Simplanner, Satellite, pfile19, 90, 5379
IPC2002, Simplanner, Satellite, pfile20, 111, 17999
IPC2002, Stella, Satellite, pfile1, 9, 429
IPC2002, Stella, Satellite, pfile2, 13, 649
IPC2002, Stella, Satellite, pfile4, 18, 1960
IPC2002, Stella, Satellite, pfile5, 19, 2180
IPC2002, Stella, Satellite, pfile6, 26, 1179
IPC2002, Stella, Satellite, pfile7, 26, 3029
IPC2002, Stella, Satellite, pfile9, 31, 2859
IPC2002, Stella, Satellite, pfile10, 48, 9169
IPC2002, Stella, Satellite, pfile12, 71, 53939
IPC2002, Stella, Satellite, pfile13, 84, 93269
IPC2002, Stella, Satellite, pfile14, 51, 38040
IPC2002, Stella, Satellite, pfile15, 56, 47409
IPC2002, Stella, Satellite, pfile16, 74, 175299
IPC2002, Stella, Satellite, pfile17, 70, 136760
IPC2002, TALPlanner, Satellite, pfile1, 9, 40
IPC2002, TALPlanner, Satellite, pfile2, 13, 50
IPC2002, TALPlanner, Satellite, pfile3, 15, 50
IPC2002, TALPlanner, Satellite, pfile4, 18, 50
IPC2002, TALPlanner, Satellite, pfile5, 23, 50
IPC2002, TALPlanner, Satellite, pfile6, 24, 80
IPC2002, TALPlanner, Satellite, pfile7, 30, 90
IPC2002, TALPlanner, Satellite, pfile8, 33, 70
IPC2002, TALPlanner, Satellite, pfile9, 35, 80
IPC2002, TALPlanner, Satellite, pfile10, 41, 150
IPC2002, TALPlanner, Satellite, pfile11, 35, 100
IPC2002, TALPlanner, Satellite, pfile12, 58, 210
IPC2002, TALPlanner, Satellite, pfile13, 64, 260
IPC2002, TALPlanner, Satellite, pfile14, 50, 140
IPC2002, TALPlanner, Satellite, pfile15, 62, 200
IPC2002, TALPlanner, Satellite, pfile16, 62, 120
IPC2002, TALPlanner, Satellite, pfile17, 52, 120
IPC2002, TALPlanner, Satellite, pfile18, 36, 90
IPC2002, TALPlanner, Satellite, pfile19, 77, 100
IPC2002, TALPlanner, Satellite, pfile20, 100, 140
IPC2002, TLPlan, Satellite, pfile1, 9, 0
IPC2002, TLPlan, Satellite, pfile2, 13, 0
IPC2002, TLPlan, Satellite, pfile3, 12, 0
IPC2002, TLPlan, Satellite, pfile4, 21, 10
IPC2002, TLPlan, Satellite, pfile5, 16, 0
IPC2002, TLPlan, Satellite, pfile6, 20, 10
IPC2002, TLPlan, Satellite, pfile7, 28, 10
IPC2002, TLPlan, Satellite, pfile8, 29, 10
IPC2002, TLPlan, Satellite, pfile9, 32, 10
IPC2002, TLPlan, Satellite, pfile10, 34, 10
IPC2002, TLPlan, Satellite, pfile11, 36, 10
IPC2002, TLPlan, Satellite, pfile12, 43, 10
IPC2002, TLPlan, Satellite, pfile13, 60, 20
IPC2002, TLPlan, Satellite, pfile14, 47, 10
IPC2002, TLPlan, Satellite, pfile15, 51, 20
IPC2002, TLPlan, Satellite, pfile16, 51, 20
IPC2002, TLPlan, Satellite, pfile17, 49, 30
IPC2002, TLPlan, Satellite, pfile18, 35, 0
IPC2002, TLPlan, Satellite, pfile19, 70, 30
IPC2002, TLPlan, Satellite, pfile20, 97, 50
IPC2002, VHPOP, Satellite, pfile1, 9, 0
IPC2002, VHPOP, Satellite, pfile2, 13, 10
IPC2002, VHPOP, Satellite, pfile3, 11, 10
IPC2002, VHPOP, Satellite, pfile4, 22, 110
IPC2002, VHPOP, Satellite, pfile5, 16, 90
IPC2002, VHPOP, Satellite, pfile6, 21, 360
IPC2002, VHPOP, Satellite, pfile7, 25, 160
IPC2002, VHPOP, Satellite, pfile8, 29, 560
IPC2002, VHPOP, Satellite, pfile10, 37, 1340
IPC2002, VHPOP, Satellite, pfile11, 33, 1370
IPC2002, VHPOP, Satellite, pfile12, 47, 3890
IPC2002, VHPOP, Satellite, pfile13, 64, 10570
IPC2002, VHPOP, Satellite, pfile14, 41, 3760
IPC2002, VHPOP, Satellite, pfile15, 50, 149750
IPC2002, VHPOP, Satellite, pfile16, 52, 7270
IPC2002, VHPOP, Satellite, pfile17, 43, 5200
IPC2002, VHPOP, Satellite, pfile18, 32, 1680
IPC2002, VHPOP, Satellite, upfile1, 77, 1300
IPC2002, VHPOP, Satellite, upfile2, 92, 2410
IPC2002, VHPOP, Satellite, upfile3, 107, 5700
IPC2002, VHPOP, Satellite, upfile4, 141, 17370
IPC2002, VHPOP, Satellite, upfile5, 133, 20970
IPC2002, VHPOP, Satellite, upfile6, 144, 21990
IPC2002, VHPOP, Satellite, upfile7, 138, 20750
IPC2002, VHPOP, Satellite, upfile8, 200, 50520
IPC2002, VHPOP, Satellite, upfile9, 195, 171330
IPC2002, VHPOP, Satellite, upfile10, 235, 229560
IPC2002, VHPOP, Satellite, upfile11, 274, 388730
IPC2002, VHPOP, Satellite, upfile12, 371, 983520
IPC2002, VHPOP, Satellite, upfile13, 473, 2241350
IPC2002, VHPOP, Satellite, upfile14, 291, 197460
IPC2002, VHPOP, Satellite, upfile15, 382, 446640
IPC2002, VHPOP, Satellite, upfile16, 365, 281510
IPC2002, VHPOP, Satellite, upfile1, 77, 120
IPC2002, VHPOP, Satellite, upfile2, 97, 110
IPC2002, VHPOP, Satellite, upfile3, 107, 220
IPC2002, VHPOP, Satellite, upfile4, 145, 420
IPC2002, VHPOP, Satellite, upfile5, 130, 490
IPC2002, VHPOP, Satellite, upfile6, 144, 390
IPC2002, VHPOP, Satellite, upfile7, 140, 320
IPC2002, VHPOP, Satellite, upfile8, 199, 910
IPC2002, VHPOP, Satellite, upfile9, 195, 610
IPC2002, VHPOP, Satellite, upfile10, 237, 1080
IPC2002, VHPOP, Satellite, upfile11, 278, 2080
IPC2002, VHPOP, Satellite, upfile12, 372, 2470
IPC2002, VHPOP, Satellite, upfile13, 472, 5260
IPC2002, VHPOP, Satellite, upfile14, 293, 360
IPC2002, VHPOP, Satellite, upfile15, 383, 1300
IPC2002, VHPOP, Satellite, upfile16, 368, 1840
IPC2002, VHPOP, Satellite, upfile1, 87, 170
IPC2002, VHPOP, Satellite, upfile2, 95, 120
IPC2002, VHPOP, Satellite, upfile3, 110, 110
IPC2002, VHPOP, Satellite, upfile4, 160, 140
IPC2002, VHPOP, Satellite, upfile5, 151, 110
IPC2002, VHPOP, Satellite, upfile6, 152, 130
IPC2002, VHPOP, Satellite, upfile7, 142, 180
IPC2002, VHPOP, Satellite, upfile8, 203, 230
IPC2002, VHPOP, Satellite, upfile9, 195, 350
IPC2002, VHPOP, Satellite, upfile10, 246, 370
IPC2002, VHPOP, Satellite, upfile11, 306, 380
IPC2002, VHPOP, Satellite, upfile12, 389, 960
IPC2002, VHPOP, Satellite, upfile13, 495, 1090
IPC2002, VHPOP, Satellite, upfile14, 288, 680
IPC2002, VHPOP, Satellite, upfile15, 402, 710
IPC2002, VHPOP, Satellite, upfile16, 378, 640
IPC2002, VHPOP, Satellite, upfile1, 74, 30
IPC2002, VHPOP, Satellite, upfile2, 97, 50
IPC2002, VHPOP, Satellite, upfile3, 103, 80
IPC2002, VHPOP, Satellite, upfile4, 139, 130
IPC2002, VHPOP, Satellite, upfile5, 127, 110
IPC2002, VHPOP, Satellite, upfile6, 138, 150
IPC2002, VHPOP, Satellite, upfile7, 137, 160
IPC2002, VHPOP, Satellite, upfile8, 193, 260
IPC2002, VHPOP, Satellite, upfile9, 192, 620
IPC2002, VHPOP, Satellite, upfile10, 231, 750
IPC2002, VHPOP, Satellite, upfile11, 272, 1010
IPC2002, VHPOP, Satellite, upfile12, 369, 1960
IPC2002, VHPOP, Satellite, upfile13, 466, 3530
IPC2002, VHPOP, Satellite, upfile14, 290, 720
IPC2002, VHPOP, Satellite, upfile15, 383, 1560
IPC2002, VHPOP, Satellite, upfile16, 362, 1470
IPC2002, FF.quality, ZenoTravel, pfile1, 1, 0
IPC2002, FF.quality, ZenoTravel, pfile2, 6, 10
IPC2002, FF.quality, ZenoTravel, pfile3, 6, 20
IPC2002, FF.quality, ZenoTravel, pfile4, 8, 10
IPC2002, FF.quality, ZenoTravel, pfile5, 11, 20
IPC2002, FF.quality, ZenoTravel, pfile6, 13, 40
IPC2002, FF.quality, ZenoTravel, pfile7, 18, 30
IPC2002, FF.quality, ZenoTravel, pfile8, 17, 90
IPC2002, FF.quality, ZenoTravel, pfile9, 26, 130
IPC2002, FF.quality, ZenoTravel, pfile10, 27, 120
IPC2002, FF.quality, ZenoTravel, pfile11, 16, 320
IPC2002, FF.quality, ZenoTravel, pfile12, 23, 370
IPC2002, FF.quality, ZenoTravel, pfile13, 30, 470
IPC2002, FF.quality, ZenoTravel, pfile14, 32, 25130
IPC2002, FF.quality, ZenoTravel, pfile15, 44, 180200
IPC2002, FF.quality, ZenoTravel, pfile16, 47, 71440
IPC2002, FF.quality, ZenoTravel, pfile17, 80, 209000
IPC2002, FF.quality, ZenoTravel, pfile18, 73, 103130
IPC2002, FF.quality, ZenoTravel, pfile19, 100, 352560
IPC2002, FF.quality, ZenoTravel, pfile20, 105, 1073350
IPC2002, FF.speed, ZenoTravel, pfile1, 1, 0
IPC2002, FF.speed, ZenoTravel, pfile2, 6, 0
IPC2002, FF.speed, ZenoTravel, pfile3, 6, 0
IPC2002, FF.speed, ZenoTravel, pfile4, 11, 20
IPC2002, FF.speed, ZenoTravel, pfile5, 11, 10
IPC2002, FF.speed, ZenoTravel, pfile6, 12, 0
IPC2002, FF.speed, ZenoTravel, pfile7, 16, 10
IPC2002, FF.speed, ZenoTravel, pfile8, 12, 10
IPC2002, FF.speed, ZenoTravel, pfile9, 24, 20
IPC2002, FF.speed, ZenoTravel, pfile10, 24, 10
IPC2002, FF.speed, ZenoTravel, pfile11, 14, 30
IPC2002, FF.speed, ZenoTravel, pfile12, 23, 20
IPC2002, FF.speed, ZenoTravel, pfile13, 28, 30
IPC2002, FF.speed, ZenoTravel, pfile14, 34, 390
IPC2002, FF.speed, ZenoTravel, pfile15, 41, 790
IPC2002, FF.speed, ZenoTravel, pfile16, 45, 820
IPC2002, FF.speed, ZenoTravel, pfile17, 69, 2820
IPC2002, FF.speed, ZenoTravel, pfile18, 62, 2760
IPC2002, FF.speed, ZenoTravel, pfile19, 83, 8470
IPC2002, FF.speed, ZenoTravel, pfile20, 90, 8080
IPC2002, LPG, ZenoTravel, pfile1, 1, 10
IPC2002, LPG, ZenoTravel, pfile2, 6, 270
IPC2002, LPG, ZenoTravel, pfile3, 6, 20
IPC2002, LPG, ZenoTravel, pfile4, 11, 50
IPC2002, LPG, ZenoTravel, pfile5, 11, 30
IPC2002, LPG, ZenoTravel, pfile6, 12, 80
IPC2002, LPG, ZenoTravel, pfile7, 16, 1890
IPC2002, LPG, ZenoTravel, pfile8, 12, 90
IPC2002, LPG, ZenoTravel, pfile9, 29, 8840
IPC2002, LPG, ZenoTravel, pfile10, 32, 650
IPC2002, LPG, ZenoTravel, pfile11, 19, 200
IPC2002, LPG, ZenoTravel, pfile12, 35, 1720
IPC2002, LPG, ZenoTravel, pfile13, 38, 2600
IPC2002, LPG, ZenoTravel, pfile14, 45, 4530
IPC2002, LPG, ZenoTravel, pfile15, 67, 16740
IPC2002, LPG, ZenoTravel, pfile16, 63, 16100
IPC2002, LPG, ZenoTravel, pfile17, 98, 71590
IPC2002, LPG, ZenoTravel, pfile18, 91, 93890
IPC2002, LPG, ZenoTravel, pfile19, 113, 178440
IPC2002, LPG, ZenoTravel, pfile20, 126, 427950
IPC2002, LPG.quality, ZenoTravel, pfile1, 1, 10
IPC2002, LPG.quality, ZenoTravel, pfile2, 6, 100
IPC2002, LPG.quality, ZenoTravel, pfile3, 6, 20
IPC2002, LPG.quality, ZenoTravel, pfile4, 8, 590
IPC2002, LPG.quality, ZenoTravel, pfile5, 11, 30
IPC2002, LPG.quality, ZenoTravel, pfile6, 12, 80
IPC2002, LPG.quality, ZenoTravel, pfile7, 15, 360160
IPC2002, LPG.quality, ZenoTravel, pfile8, 12, 60
IPC2002, LPG.quality, ZenoTravel, pfile9, 23, 67480
IPC2002, LPG.quality, ZenoTravel, pfile10, 30, 530140
IPC2002, LPG.quality, ZenoTravel, pfile11, 15, 120
IPC2002, LPG.quality, ZenoTravel, pfile12, 33, 78400
IPC2002, LPG.quality, ZenoTravel, pfile13, 38, 459290
IPC2002, LPG.quality, ZenoTravel, pfile14, 34, 273210
IPC2002, LPG.quality, ZenoTravel, pfile15, 54, 439000
IPC2002, LPG.quality, ZenoTravel, pfile16, 63, 16100
IPC2002, LPG.quality, ZenoTravel, pfile17, 96, 367160
IPC2002, LPG.quality, ZenoTravel, pfile18, 91, 93890
IPC2002, LPG.quality, ZenoTravel, pfile19, 113, 178440
IPC2002, LPG.quality, ZenoTravel, pfile20, 126, 427950
IPC2002, LPG.speed, ZenoTravel, pfile1, 1, 10
IPC2002, LPG.speed, ZenoTravel, pfile2, 7, 20
IPC2002, LPG.speed, ZenoTravel, pfile3, 6, 20
IPC2002, LPG.speed, ZenoTravel, pfile4, 11, 20
IPC2002, LPG.speed, ZenoTravel, pfile5, 14, 20
IPC2002, LPG.speed, ZenoTravel, pfile6, 13, 30
IPC2002, LPG.speed, ZenoTravel, pfile7, 18, 50
IPC2002, LPG.speed, ZenoTravel, pfile8, 13, 70
IPC2002, LPG.speed, ZenoTravel, pfile9, 25, 200
IPC2002, LPG.speed, ZenoTravel, pfile10, 38, 230
IPC2002, LPG.speed, ZenoTravel, pfile11, 15, 120
IPC2002, LPG.speed, ZenoTravel, pfile12, 37, 450
IPC2002, LPG.speed, ZenoTravel, pfile13, 57, 1770
IPC2002, LPG.speed, ZenoTravel, pfile14, 45, 4530
IPC2002, LPG.speed, ZenoTravel, pfile15, 63, 14810
IPC2002, LPG.speed, ZenoTravel, pfile16, 63, 16100
IPC2002, LPG.speed, ZenoTravel, pfile17, 98, 71590
IPC2002, LPG.speed, ZenoTravel, pfile18, 91, 93890
IPC2002, LPG.speed, ZenoTravel, pfile19, 113, 178440
IPC2002, LPG.speed, ZenoTravel, pfile20, 126, 427950
IPC2002, MIPS, ZenoTravel, pfile1, 1, 70
IPC2002, MIPS, ZenoTravel, pfile2, 6, 59
IPC2002, MIPS, ZenoTravel, pfile3, 9, 89
IPC2002, MIPS, ZenoTravel, pfile4, 10, 80
IPC2002, MIPS, ZenoTravel, pfile5, 16, 130
IPC2002, MIPS, ZenoTravel, pfile6, 15, 369
IPC2002, MIPS, ZenoTravel, pfile7, 16, 110
IPC2002, MIPS, ZenoTravel, pfile8, 12, 280
IPC2002, MIPS, ZenoTravel, pfile9, 25, 760
IPC2002, MIPS, ZenoTravel, pfile10, 32, 340
IPC2002, MIPS, ZenoTravel, pfile11, 18, 1159
IPC2002, MIPS, ZenoTravel, pfile12, 26, 2459
IPC2002, MIPS, ZenoTravel, pfile13, 33, 3350
IPC2002, MIPS, ZenoTravel, pfile14, 41, 89730
IPC2002, MIPS, ZenoTravel, pfile15, 54, 218159
IPC2002, MIPS, ZenoTravel, pfile18, 79, 379110
IPC2002, MIPS.plain, ZenoTravel, pfile1, 1, 20
IPC2002, MIPS.plain, ZenoTravel, pfile2, 6, 20
IPC2002, MIPS.plain, ZenoTravel, pfile3, 9, 29
IPC2002, MIPS.plain, ZenoTravel, pfile4, 10, 59
IPC2002, MIPS.plain, ZenoTravel, pfile5, 16, 130
IPC2002, MIPS.plain, ZenoTravel, pfile6, 15, 230
IPC2002, MIPS.plain, ZenoTravel, pfile7, 16, 40
IPC2002, MIPS.plain, ZenoTravel, pfile8, 12, 440
IPC2002, MIPS.plain, ZenoTravel, pfile9, 25, 1520
IPC2002, MIPS.plain, ZenoTravel, pfile10, 31, 650
IPC2002, MIPS.plain, ZenoTravel, pfile11, 18, 1879
IPC2002, MIPS.plain, ZenoTravel, pfile12, 28, 3109
IPC2002, MIPS.plain, ZenoTravel, pfile13, 36, 3049
IPC2002, MIPS.plain, ZenoTravel, pfile14, 40, 83000
IPC2002, MIPS.plain, ZenoTravel, pfile15, 53, 341879
IPC2002, MIPS.plain, ZenoTravel, pfile17, 80, 281500
IPC2002, MIPS.plain, ZenoTravel, pfile18, 79, 1622000
IPC2002, SHOP2, ZenoTravel, pfile1, 1, 0
IPC2002, SHOP2, ZenoTravel, pfile2, 6, 0
IPC2002, SHOP2, ZenoTravel, pfile3, 8, 10
IPC2002, SHOP2, ZenoTravel, pfile4, 13, 10
IPC2002, SHOP2, ZenoTravel, pfile5, 17, 10
IPC2002, SHOP2, ZenoTravel, pfile6, 12, 10
IPC2002, SHOP2, ZenoTravel, pfile7, 18, 10
IPC2002, SHOP2, ZenoTravel, pfile8, 16, 10
IPC2002, SHOP2, ZenoTravel, pfile9, 30, 10
IPC2002, SHOP2, ZenoTravel, pfile10, 28, 10
IPC2002, SHOP2, ZenoTravel, pfile11, 16, 0
IPC2002, SHOP2, ZenoTravel, pfile12, 23, 10
IPC2002, SHOP2, ZenoTravel, pfile13, 30, 10
IPC2002, SHOP2, ZenoTravel, pfile14, 39, 20
IPC2002, SHOP2, ZenoTravel, pfile15, 48, 40
IPC2002, SHOP2, ZenoTravel, pfile16, 51, 30
IPC2002, SHOP2, ZenoTravel, pfile17, 83, 90
IPC2002, SHOP2, ZenoTravel, pfile18, 84, 100
IPC2002, SHOP2, ZenoTravel, pfile19, 102, 200
IPC2002, SHOP2, ZenoTravel, pfile20, 109, 170
IPC2002, SemSyn, ZenoTravel, pfile1, 1, 7
IPC2002, Simplanner, ZenoTravel, pfile1, 1, 0
IPC2002, Simplanner, ZenoTravel, pfile2, 6, 170
IPC2002, Simplanner, ZenoTravel, pfile3, 11, 19
IPC2002, Simplanner, ZenoTravel, pfile4, 12, 9
IPC2002, Simplanner, ZenoTravel, pfile5, 12, 9
IPC2002, Simplanner, ZenoTravel, pfile6, 24, 29
IPC2002, Simplanner, ZenoTravel, pfile7, 28, 230
IPC2002, Simplanner, ZenoTravel, pfile8, 16, 139
IPC2002, Simplanner, ZenoTravel, pfile9, 32, 90
IPC2002, Simplanner, ZenoTravel, pfile10, 28, 90
IPC2002, Simplanner, ZenoTravel, pfile11, 16, 49
IPC2002, Simplanner, ZenoTravel, pfile12, 26, 69
IPC2002, Simplanner, ZenoTravel, pfile13, 29, 129
IPC2002, Simplanner, ZenoTravel, pfile14, 38, 3809
IPC2002, Simplanner, ZenoTravel, pfile15, 83, 92299
IPC2002, Simplanner, ZenoTravel, pfile16, 84, 114379
IPC2002, Simplanner, ZenoTravel, pfile17, 89, 351989
IPC2002, Simplanner, ZenoTravel, pfile18, 117, 1007099
IPC2002, Simplanner, ZenoTravel, pfile19, 105, 1154469
IPC2002, Simplanner, ZenoTravel, pfile20, 129, 2796099
IPC2002, Stella, ZenoTravel, pfile1, 1, 70
IPC2002, Stella, ZenoTravel, pfile2, 9, 449
IPC2002, Stella, ZenoTravel, pfile3, 6, 689
IPC2002, Stella, ZenoTravel, pfile4, 13, 1319
IPC2002, Stella, ZenoTravel, pfile5, 15, 1659
IPC2002, Stella, ZenoTravel, pfile6, 15, 1279
