competition, planner, domain, pn, steps, time
IPC2002, TLPlan, DriverLog, pfile16, 102, 30
IPC2002, TLPlan, DriverLog, pfile17, 87, 30
IPC2002, TLPlan, DriverLog, pfile18, 105, 20
IPC2002, TLPlan, DriverLog, pfile19, 140, 40
IPC2002, TLPlan, DriverLog, pfile20, 133, 30
IPC2002, VHPOP, DriverLog, pfile1, 7, 0
IPC2002, VHPOP, DriverLog, pfile2, 21, 3410
IPC2002, VHPOP, DriverLog, pfile3, 13, 20
IPC2002, VHPOP, DriverLog, pfile4, 16, 12780
IPC2002, VHPOP, DriverLog, pfile5, 18, 270
IPC2002, VHPOP, DriverLog, pfile6, 11, 50
IPC2002, VHPOP, DriverLog, pfile7, 15, 120
IPC2002, VHPOP, DriverLog, pfile8, 25, 2340
IPC2002, VHPOP, DriverLog, pfile9, 22, 120
IPC2002, VHPOP, DriverLog, pfile10, 21, 550
IPC2002, VHPOP, DriverLog, pfile11, 23, 5110
IPC2002, VHPOP, DriverLog, pfile13, 29, 2460
IPC2002, VHPOP, DriverLog, pfile14, 41, 118220
IPC2002, VHPOP, DriverLog, pfile15, 44, 8450
IPC2002, VHPOP, DriverLog, upfile1, 273, 630
IPC2002, VHPOP, DriverLog, upfile2, 313, 900
IPC2002, VHPOP, DriverLog, upfile3, 444, 1960
IPC2002, VHPOP, DriverLog, upfile4, 439, 1020
IPC2002, VHPOP, DriverLog, upfile5, 451, 2020
IPC2002, VHPOP, DriverLog, upfile6, 468, 2540
IPC2002, VHPOP, DriverLog, upfile7, 540, 2270
IPC2002, VHPOP, DriverLog, upfile8, 580, 3290
IPC2002, VHPOP, DriverLog, upfile9, 622, 2190
IPC2002, VHPOP, DriverLog, upfile10, 725, 3130
IPC2002, VHPOP, DriverLog, upfile11, 736, 3320
IPC2002, VHPOP, DriverLog, upfile12, 821, 5570
IPC2002, VHPOP, DriverLog, upfile13, 757, 7240
IPC2002, VHPOP, DriverLog, upfile14, 601, 3170
IPC2002, VHPOP, DriverLog, upfile15, 772, 8710
IPC2002, VHPOP, DriverLog, upfile16, 1171, 19060
IPC2002, VHPOP, DriverLog, upfile17, 1592, 63750
IPC2002, VHPOP, DriverLog, upfile18, 2104, 81200
IPC2002, VHPOP, DriverLog, upfile19, 2442, 113050
IPC2002, VHPOP, DriverLog, upfile20, 2859, 2861680
IPC2002, VHPOP, DriverLog, upfile1, 217, 170
IPC2002, VHPOP, DriverLog, upfile2, 244, 130
IPC2002, VHPOP, DriverLog, upfile3, 317, 160
IPC2002, VHPOP, DriverLog, upfile4, 350, 150
IPC2002, VHPOP, DriverLog, upfile5, 404, 240
IPC2002, VHPOP, DriverLog, upfile6, 404, 230
IPC2002, VHPOP, DriverLog, upfile7, 475, 240
IPC2002, VHPOP, DriverLog, upfile8, 471, 280
IPC2002, VHPOP, DriverLog, upfile9, 450, 340
IPC2002, VHPOP, DriverLog, upfile10, 499, 560
IPC2002, VHPOP, DriverLog, upfile11, 543, 700
IPC2002, VHPOP, DriverLog, upfile12, 570, 1320
IPC2002, VHPOP, DriverLog, upfile13, 549, 1830
IPC2002, VHPOP, DriverLog, upfile14, 510, 1400
IPC2002, VHPOP, DriverLog, upfile15, 609, 2420
IPC2002, VHPOP, DriverLog, upfile16, 857, 3520
IPC2002, VHPOP, DriverLog, upfile17, 1086, 4030
IPC2002, VHPOP, DriverLog, upfile18, 1527, 8730
IPC2002, VHPOP, DriverLog, upfile19, 1787, 9500
IPC2002, VHPOP, DriverLog, upfile20, 2256, 11050
IPC2002, VHPOP, DriverLog, upfile1, 205, 60
IPC2002, VHPOP, DriverLog, upfile2, 255, 80
IPC2002, VHPOP, DriverLog, upfile3, 322, 110
IPC2002, VHPOP, DriverLog, upfile4, 314, 150
IPC2002, VHPOP, DriverLog, upfile5, 372, 180
IPC2002, VHPOP, DriverLog, upfile6, 393, 180
IPC2002, VHPOP, DriverLog, upfile7, 462, 180
IPC2002, VHPOP, DriverLog, upfile8, 460, 230
IPC2002, VHPOP, DriverLog, upfile9, 508, 560
IPC2002, VHPOP, DriverLog, upfile10, 543, 740
IPC2002, VHPOP, DriverLog, upfile11, 519, 190
IPC2002, VHPOP, DriverLog, upfile12, 579, 700
IPC2002, VHPOP, DriverLog, upfile13, 576, 1550
IPC2002, VHPOP, DriverLog, upfile14, 487, 580
IPC2002, VHPOP, DriverLog, upfile15, 623, 1250
IPC2002, VHPOP, DriverLog, upfile16, 963, 8480
IPC2002, VHPOP, DriverLog, upfile17, 1271, 14900
IPC2002, VHPOP, DriverLog, upfile18, 1493, 2840
IPC2002, VHPOP, DriverLog, upfile19, 1760, 3010
IPC2002, VHPOP, DriverLog, upfile20, 2113, 15520
IPC2002, FF.quality, FreeCell, pfile1, 10, 20
IPC2002, FF.quality, FreeCell, pfile2, 16, 60
IPC2002, FF.quality, FreeCell, pfile3, 19, 120
IPC2002, FF.quality, FreeCell, pfile4, 29, 250
IPC2002, FF.quality, FreeCell, pfile5, 36, 1110
IPC2002, FF.quality, FreeCell, pfile6, 44, 2670
IPC2002, FF.quality, FreeCell, pfile7, 46, 1980
IPC2002, FF.quality, FreeCell, pfile8, 48, 8960
IPC2002, FF.quality, FreeCell, pfile9, 55, 3290
IPC2002, FF.quality, FreeCell, pfile10, 69, 39870
IPC2002, FF.quality, FreeCell, pfile11, 69, 19090
IPC2002, FF.quality, FreeCell, pfile12, 54, 12960
IPC2002, FF.quality, FreeCell, pfile13, 79, 35340
IPC2002, FF.quality, FreeCell, pfile14, 75, 38170
IPC2002, FF.quality, FreeCell, pfile15, 73, 130670
IPC2002, FF.quality, FreeCell, pfile16, 72, 58210
IPC2002, FF.quality, FreeCell, pfile17, 72, 22110
IPC2002, FF.quality, FreeCell, pfile18, 98, 169810
IPC2002, FF.quality, FreeCell, pfile19, 139, 13912640
IPC2002, FF.speed, FreeCell, pfile1, 9, 20
IPC2002, FF.speed, FreeCell, pfile2, 17, 20
IPC2002, FF.speed, FreeCell, pfile3, 23, 40
IPC2002, FF.speed, FreeCell, pfile4, 33, 70
IPC2002, FF.speed, FreeCell, pfile5, 35, 130
IPC2002, FF.speed, FreeCell, pfile6, 39, 310
IPC2002, FF.speed, FreeCell, pfile7, 57, 560
IPC2002, FF.speed, FreeCell, pfile8, 59, 600
IPC2002, FF.speed, FreeCell, pfile9, 49, 1480
IPC2002, FF.speed, FreeCell, pfile10, 61, 1470
IPC2002, FF.speed, FreeCell, pfile11, 82, 3920
IPC2002, FF.speed, FreeCell, pfile12, 52, 580
IPC2002, FF.speed, FreeCell, pfile13, 77, 65010
IPC2002, FF.speed, FreeCell, pfile14, 69, 4100
IPC2002, FF.speed, FreeCell, pfile15, 76, 44350
IPC2002, FF.speed, FreeCell, pfile16, 71, 2980
IPC2002, FF.speed, FreeCell, pfile17, 81, 5660
IPC2002, FF.speed, FreeCell, pfile18, 105, 236450
IPC2002, FF.speed, FreeCell, pfile19, 129, 927620
IPC2002, FF.speed, FreeCell, pfile20, 156, 1711970
IPC2002, LPG, FreeCell, pfile1, 14, 10
IPC2002, LPG, FreeCell, pfile2, 23, 30
IPC2002, LPG, FreeCell, pfile3, 21, 50
IPC2002, LPG, FreeCell, pfile4, 43, 110
IPC2002, LPG, FreeCell, pfile5, 50, 440
IPC2002, LPG, FreeCell, pfile6, 50, 1050
IPC2002, LPG, FreeCell, pfile7, 63, 4660
IPC2002, LPG, FreeCell, pfile8, 62, 1330
IPC2002, LPG, FreeCell, pfile9, 58, 1810
IPC2002, LPG, FreeCell, pfile10, 61, 2680
IPC2002, LPG, FreeCell, pfile11, 81, 4250
IPC2002, LPG, FreeCell, pfile12, 70, 4470
IPC2002, LPG, FreeCell, pfile13, 81, 17120
IPC2002, LPG, FreeCell, pfile14, 81, 14620
IPC2002, LPG, FreeCell, pfile15, 91, 22320
IPC2002, LPG, FreeCell, pfile16, 90, 26060
IPC2002, LPG, FreeCell, pfile17, 137, 43320
IPC2002, LPG, FreeCell, pfile20, 149, 93140
IPC2002, LPG.quality, FreeCell, pfile1, 14, 10
IPC2002, LPG.quality, FreeCell, pfile2, 23, 30
IPC2002, LPG.quality, FreeCell, pfile3, 21, 50
IPC2002, LPG.quality, FreeCell, pfile4, 43, 110
IPC2002, LPG.quality, FreeCell, pfile5, 50, 440
IPC2002, LPG.quality, FreeCell, pfile6, 50, 1050
IPC2002, LPG.quality, FreeCell, pfile7, 63, 4660
IPC2002, LPG.quality, FreeCell, pfile8, 62, 1330
IPC2002, LPG.quality, FreeCell, pfile9, 58, 1810
IPC2002, LPG.quality, FreeCell, pfile10, 61, 2680
IPC2002, LPG.quality, FreeCell, pfile11, 81, 4250
IPC2002, LPG.quality, FreeCell, pfile12, 70, 4470
IPC2002, LPG.quality, FreeCell, pfile13, 81, 17120
IPC2002, LPG.quality, FreeCell, pfile14, 81, 14620
IPC2002, LPG.quality, FreeCell, pfile15, 91, 22320
IPC2002, LPG.quality, FreeCell, pfile16, 90, 26060
IPC2002, LPG.quality, FreeCell, pfile17, 137, 43320
IPC2002, LPG.quality, FreeCell, pfile20, 149, 93140
IPC2002, LPG.speed, FreeCell, pfile1, 14, 10
IPC2002, LPG.speed, FreeCell, pfile2, 23, 30
IPC2002, LPG.speed, FreeCell, pfile3, 21, 50
IPC2002, LPG.speed, FreeCell, pfile4, 43, 110
IPC2002, LPG.speed, FreeCell, pfile5, 50, 440
IPC2002, LPG.speed, FreeCell, pfile6, 50, 1050
IPC2002, LPG.speed, FreeCell, pfile7, 63, 4660
IPC2002, LPG.speed, FreeCell, pfile8, 62, 1330
IPC2002, LPG.speed, FreeCell, pfile9, 58, 1810
IPC2002, LPG.speed, FreeCell, pfile10, 61, 2680
IPC2002, LPG.speed, FreeCell, pfile11, 81, 4250
IPC2002, LPG.speed, FreeCell, pfile12, 70, 4470
IPC2002, LPG.speed, FreeCell, pfile13, 81, 17120
IPC2002, LPG.speed, FreeCell, pfile14, 81, 14620
IPC2002, LPG.speed, FreeCell, pfile15, 91, 22320
IPC2002, LPG.speed, FreeCell, pfile16, 90, 26060
IPC2002, LPG.speed, FreeCell, pfile17, 137, 43320
IPC2002, LPG.speed, FreeCell, pfile20, 149, 93140
IPC2002, MIPS, FreeCell, pfile1, 12, 59
IPC2002, MIPS, FreeCell, pfile2, 20, 100
IPC2002, MIPS, FreeCell, pfile3, 23, 140
IPC2002, MIPS, FreeCell, pfile4, 37, 440
IPC2002, MIPS, FreeCell, pfile5, 49, 1409
IPC2002, MIPS, FreeCell, pfile6, 54, 4150
IPC2002, MIPS, FreeCell, pfile7, 60, 6860
IPC2002, MIPS, FreeCell, pfile8, 77, 55890
IPC2002, MIPS, FreeCell, pfile9, 67, 16820
IPC2002, MIPS, FreeCell, pfile10, 80, 56390
IPC2002, MIPS, FreeCell, pfile11, 96, 150050
IPC2002, MIPS, FreeCell, pfile12, 68, 15480
IPC2002, MIPS, FreeCell, pfile13, 105, 139449
IPC2002, MIPS, FreeCell, pfile14, 91, 70819
IPC2002, MIPS, FreeCell, pfile15, 107, 303860
IPC2002, MIPS, FreeCell, pfile16, 104, 1772000
IPC2002, MIPS, FreeCell, pfile17, 113, 50979
IPC2002, MIPS, FreeCell, pfile18, 123, 430230
IPC2002, MIPS, FreeCell, pfile20, 125, 7204
IPC2002, Simplanner, FreeCell, pfile1, 10, 9
IPC2002, Simplanner, FreeCell, pfile2, 18, 110
IPC2002, Simplanner, FreeCell, pfile3, 21, 239
IPC2002, Simplanner, FreeCell, pfile4, 36, 880
IPC2002, Simplanner, FreeCell, pfile5, 41, 4130
IPC2002, Simplanner, FreeCell, pfile6, 43, 12789
IPC2002, Simplanner, FreeCell, pfile8, 109, 72130
IPC2002, Simplanner, FreeCell, pfile9, 58, 26539
IPC2002, Simplanner, FreeCell, pfile10, 68, 58560
IPC2002, Simplanner, FreeCell, pfile13, 81, 137059
IPC2002, Simplanner, FreeCell, pfile14, 86, 144309
IPC2002, Simplanner, FreeCell, pfile16, 75, 229560
IPC2002, Stella, FreeCell, pfile1, 10, 890
IPC2002, Stella, FreeCell, pfile2, 17, 1250
IPC2002, Stella, FreeCell, pfile3, 19, 669
IPC2002, Stella, FreeCell, pfile4, 40, 8300
IPC2002, VHPOP, FreeCell, pfile1, 11, 15680
IPC2002, FF.quality, Rovers, pfile1, 10, 10
IPC2002, FF.quality, Rovers, pfile2, 8, 10
IPC2002, FF.quality, Rovers, pfile3, 13, 10
IPC2002, FF.quality, Rovers, pfile4, 8, 10
IPC2002, FF.quality, Rovers, pfile5, 22, 30
IPC2002, FF.quality, Rovers, pfile6, 37, 30
IPC2002, FF.quality, Rovers, pfile7, 18, 20
IPC2002, FF.quality, Rovers, pfile8, 26, 60
IPC2002, FF.quality, Rovers, pfile9, 34, 260
IPC2002, FF.quality, Rovers, pfile10, 35, 110
IPC2002, FF.quality, Rovers, pfile11, 34, 390
IPC2002, FF.quality, Rovers, pfile12, 19, 50
IPC2002, FF.quality, Rovers, pfile13, 46, 560
IPC2002, FF.quality, Rovers, pfile14, 28, 120
IPC2002, FF.quality, Rovers, pfile15, 43, 1490
IPC2002, FF.quality, Rovers, pfile16, 43, 290
IPC2002, FF.quality, Rovers, pfile17, 49, 3950
IPC2002, FF.quality, Rovers, pfile18, 46, 24270
IPC2002, FF.quality, Rovers, pfile19, 79, 497850
IPC2002, FF.speed, Rovers, pfile1, 10, 10
IPC2002, FF.speed, Rovers, pfile2, 8, 10
IPC2002, FF.speed, Rovers, pfile3, 13, 10
IPC2002, FF.speed, Rovers, pfile4, 8, 10
IPC2002, FF.speed, Rovers, pfile5, 22, 0
IPC2002, FF.speed, Rovers, pfile6, 38, 0
IPC2002, FF.speed, Rovers, pfile7, 18, 0
IPC2002, FF.speed, Rovers, pfile8, 28, 10
IPC2002, FF.speed, Rovers, pfile9, 33, 20
IPC2002, FF.speed, Rovers, pfile10, 37, 40
IPC2002, FF.speed, Rovers, pfile11, 37, 20
IPC2002, FF.speed, Rovers, pfile12, 19, 10
IPC2002, FF.speed, Rovers, pfile13, 46, 60
IPC2002, FF.speed, Rovers, pfile14, 28, 20
IPC2002, FF.speed, Rovers, pfile15, 42, 90
IPC2002, FF.speed, Rovers, pfile16, 46, 90
IPC2002, FF.speed, Rovers, pfile17, 49, 140
IPC2002, FF.speed, Rovers, pfile18, 42, 160
IPC2002, FF.speed, Rovers, pfile19, 74, 1290
IPC2002, FF.speed, Rovers, pfile20, 96, 4220
IPC2002, LPG, Rovers, pfile1, 11, 20
IPC2002, LPG, Rovers, pfile2, 9, 10
IPC2002, LPG, Rovers, pfile4, 11, 0
IPC2002, LPG, Rovers, pfile5, 24, 40
IPC2002, LPG, Rovers, pfile8, 30, 780
IPC2002, LPG, Rovers, pfile12, 22, 110
IPC2002, LPG, Rovers, pfile14, 34, 120
IPC2002, LPG, Rovers, pfile15, 44, 70
IPC2002, LPG, Rovers, pfile16, 45, 100
IPC2002, LPG, Rovers, pfile17, 55, 760
IPC2002, LPG, Rovers, pfile18, 46, 2330
IPC2002, LPG, Rovers, pfile20, 98, 800
IPC2002, LPG.quality, Rovers, pfile1, 11, 10
IPC2002, LPG.quality, Rovers, pfile2, 9, 0
IPC2002, LPG.quality, Rovers, pfile4, 11, 0
IPC2002, LPG.quality, Rovers, pfile5, 24, 40
IPC2002, LPG.quality, Rovers, pfile8, 29, 6790
IPC2002, LPG.quality, Rovers, pfile12, 21, 3700
IPC2002, LPG.quality, Rovers, pfile14, 33, 3110
IPC2002, LPG.quality, Rovers, pfile15, 43, 60
IPC2002, LPG.quality, Rovers, pfile16, 44, 6320
IPC2002, LPG.quality, Rovers, pfile17, 50, 43490
IPC2002, LPG.quality, Rovers, pfile18, 45, 71420
IPC2002, LPG.quality, Rovers, pfile20, 92, 105030
IPC2002, LPG.speed, Rovers, pfile1, 11, 10
IPC2002, LPG.speed, Rovers, pfile2, 9, 0
IPC2002, LPG.speed, Rovers, pfile4, 11, 0
IPC2002, LPG.speed, Rovers, pfile5, 26, 20
IPC2002, LPG.speed, Rovers, pfile8, 34, 30
IPC2002, LPG.speed, Rovers, pfile12, 26, 30
IPC2002, LPG.speed, Rovers, pfile14, 38, 30
IPC2002, LPG.speed, Rovers, pfile15, 44, 70
IPC2002, LPG.speed, Rovers, pfile16, 47, 60
IPC2002, LPG.speed, Rovers, pfile17, 57, 120
IPC2002, LPG.speed, Rovers, pfile18, 49, 180
IPC2002, LPG.speed, Rovers, pfile20, 98, 800
IPC2002, MIPS, Rovers, pfile1, 18, 59
IPC2002, MIPS, Rovers, pfile2, 9, 29
IPC2002, MIPS, Rovers, pfile3, 12, 29
IPC2002, MIPS, Rovers, pfile4, 8, 29
IPC2002, MIPS, Rovers, pfile5, 24, 40
IPC2002, MIPS, Rovers, pfile6, 39, 89
IPC2002, MIPS, Rovers, pfile7, 18, 40
IPC2002, MIPS, Rovers, pfile8, 33, 349
IPC2002, MIPS, Rovers, pfile9, 36, 17230
IPC2002, MIPS, Rovers, pfile10, 41, 149
IPC2002, MIPS, Rovers, pfile13, 53, 52450
IPC2002, MIPS, Rovers, pfile15, 51, 17969
IPC2002, MIPS.plain, Rovers, pfile1, 18, 70
IPC2002, MIPS.plain, Rovers, pfile2, 8, 29
IPC2002, MIPS.plain, Rovers, pfile3, 12, 40
IPC2002, MIPS.plain, Rovers, pfile4, 8, 20
IPC2002, MIPS.plain, Rovers, pfile5, 23, 50
IPC2002, MIPS.plain, Rovers, pfile6, 40, 149
IPC2002, MIPS.plain, Rovers, pfile7, 18, 40
IPC2002, MIPS.plain, Rovers, pfile8, 33, 939
IPC2002, MIPS.plain, Rovers, pfile9, 36, 45619
IPC2002, MIPS.plain, Rovers, pfile10, 41, 429
IPC2002, MIPS.plain, Rovers, pfile13, 55, 154719
IPC2002, SHOP2, Rovers, pfile1, 10, 30
IPC2002, SHOP2, Rovers, pfile2, 8, 20
IPC2002, SHOP2, Rovers, pfile3, 12, 30
IPC2002, SHOP2, Rovers, pfile4, 10, 20
IPC2002, SHOP2, Rovers, pfile5, 23, 110
IPC2002, SHOP2, Rovers, pfile6, 37, 200
IPC2002, SHOP2, Rovers, pfile7, 18, 110
IPC2002, SHOP2, Rovers, pfile8, 30, 240
IPC2002, SHOP2, Rovers, pfile9, 36, 270
IPC2002, SHOP2, Rovers, pfile10, 36, 410
IPC2002, SHOP2, Rovers, pfile11, 37, 270
IPC2002, SHOP2, Rovers, pfile12, 26, 250
IPC2002, SHOP2, Rovers, pfile13, 50, 670
IPC2002, SHOP2, Rovers, pfile14, 36, 490
IPC2002, SHOP2, Rovers, pfile15, 45, 470
IPC2002, SHOP2, Rovers, pfile16, 48, 600
IPC2002, SHOP2, Rovers, pfile17, 56, 1470
IPC2002, SHOP2, Rovers, pfile18, 53, 2340
IPC2002, SHOP2, Rovers, pfile19, 83, 5210
IPC2002, SHOP2, Rovers, pfile20, 104, 7080
IPC2002, Simplanner, Rovers, pfile4, 11, 9
IPC2002, Simplanner, Rovers, pfile5, 24, 19
IPC2002, Simplanner, Rovers, pfile12, 23, 39
IPC2002, Simplanner, Rovers, pfile14, 37, 129
IPC2002, Simplanner, Rovers, pfile15, 53, 160
IPC2002, Simplanner, Rovers, pfile16, 56, 160
IPC2002, Simplanner, Rovers, pfile17, 70, 430
IPC2002, Simplanner, Rovers, pfile18, 60, 460
IPC2002, Simplanner, Rovers, pfile20, 101, 11109
IPC2002, TALPlanner, Rovers, pfile1, 10, 50
IPC2002, TALPlanner, Rovers, pfile2, 8, 50
IPC2002, TALPlanner, Rovers, pfile3, 14, 30
IPC2002, TALPlanner, Rovers, pfile4, 9, 60
IPC2002, TALPlanner, Rovers, pfile5, 22, 60
IPC2002, TALPlanner, Rovers, pfile6, 57, 70
IPC2002, TALPlanner, Rovers, pfile7, 22, 50
IPC2002, TALPlanner, Rovers, pfile8, 34, 40
IPC2002, TALPlanner, Rovers, pfile9, 43, 70
IPC2002, TALPlanner, Rovers, pfile10, 49, 40
IPC2002, TALPlanner, Rovers, pfile11, 61, 70
IPC2002, TALPlanner, Rovers, pfile12, 27, 40
IPC2002, TALPlanner, Rovers, pfile13, 55, 40
IPC2002, TALPlanner, Rovers, pfile14, 42, 30
IPC2002, TALPlanner, Rovers, pfile15, 55, 30
IPC2002, TALPlanner, Rovers, pfile16, 61, 40
IPC2002, TALPlanner, Rovers, pfile17, 108, 90
IPC2002, TALPlanner, Rovers, pfile18, 82, 70
IPC2002, TALPlanner, Rovers, pfile19, 115, 120
IPC2002, TALPlanner, Rovers, pfile20, 124, 110
IPC2002, TLPlan, Rovers, pfile1, 11, 10
IPC2002, TLPlan, Rovers, pfile2, 9, 10
IPC2002, TLPlan, Rovers, pfile3, 15, 10
IPC2002, TLPlan, Rovers, pfile4, 10, 10
IPC2002, TLPlan, Rovers, pfile5, 24, 10
IPC2002, TLPlan, Rovers, pfile6, 39, 30
IPC2002, TLPlan, Rovers, pfile7, 21, 20
IPC2002, TLPlan, Rovers, pfile8, 29, 20
IPC2002, TLPlan, Rovers, pfile9, 35, 40
IPC2002, TLPlan, Rovers, pfile10, 39, 40
IPC2002, TLPlan, Rovers, pfile11, 36, 40
IPC2002, TLPlan, Rovers, pfile12, 22, 30
IPC2002, TLPlan, Rovers, pfile13, 49, 60
IPC2002, TLPlan, Rovers, pfile14, 32, 40
IPC2002, TLPlan, Rovers, pfile15, 44, 50
IPC2002, TLPlan, Rovers, pfile16, 45, 60
IPC2002, TLPlan, Rovers, pfile17, 55, 130
IPC2002, TLPlan, Rovers, pfile18, 45, 140
IPC2002, TLPlan, Rovers, pfile19, 74, 250
IPC2002, TLPlan, Rovers, pfile20, 89, 420
IPC2002, VHPOP, Rovers, pfile1, 12, 30
IPC2002, VHPOP, Rovers, pfile2, 8, 10
IPC2002, VHPOP, Rovers, pfile3, 13, 40
IPC2002, VHPOP, Rovers, pfile4, 10, 30
IPC2002, VHPOP, Rovers, pfile5, 25, 80
IPC2002, VHPOP, Rovers, pfile6, 41, 2500
IPC2002, VHPOP, Rovers, pfile7, 18, 770
IPC2002, VHPOP, Rovers, pfile8, 29, 320
IPC2002, VHPOP, Rovers, pfile9, 36, 1360
IPC2002, VHPOP, Rovers, pfile10, 35, 9870
IPC2002, VHPOP, Rovers, pfile11, 35, 3430
IPC2002, VHPOP, Rovers, pfile12, 23, 590
IPC2002, VHPOP, Rovers, pfile13, 48, 56260
IPC2002, VHPOP, Rovers, pfile14, 33, 3150
IPC2002, VHPOP, Rovers, pfile15, 43, 614020
IPC2002, VHPOP, Rovers, pfile16, 43, 83820
IPC2002, VHPOP, Rovers, pfile17, 51, 17430
IPC2002, VHPOP, Rovers, pfile18, 42, 55940
IPC2002, VHPOP, Rovers, pfile19, 70, 158970
IPC2002, VHPOP, Rovers, pfile20, 90, 934750
IPC2002, VHPOP, Rovers, upfile1, 24, 40
IPC2002, VHPOP, Rovers, upfile2, 43, 150
IPC2002, VHPOP, Rovers, upfile3, 59, 810
IPC2002, VHPOP, Rovers, upfile4, 47, 400
IPC2002, VHPOP, Rovers, upfile5, 32, 70
IPC2002, VHPOP, Rovers, upfile6, 24, 90
IPC2002, VHPOP, Rovers, upfile7, 45, 300
IPC2002, VHPOP, Rovers, upfile8, 64, 1220
IPC2002, VHPOP, Rovers, upfile9, 56, 1420
IPC2002, VHPOP, Rovers, upfile10, 109, 4180
IPC2002, VHPOP, Rovers, upfile11, 63, 2260
IPC2002, VHPOP, Rovers, upfile12, 70, 3020
IPC2002, VHPOP, Rovers, upfile13, 81, 5290
IPC2002, VHPOP, Rovers, upfile14, 127, 21190
IPC2002, VHPOP, Rovers, upfile15, 32, 500
IPC2002, VHPOP, Rovers, upfile16, 61, 1010
IPC2002, VHPOP, Rovers, upfile17, 98, 3570
IPC2002, VHPOP, Rovers, upfile18, 74, 9020
IPC2002, VHPOP, Rovers, upfile19, 56, 2960
IPC2002, VHPOP, Rovers, upfile20, 116, 12700
IPC2002, VHPOP, Rovers, upfile1, 27, 900
IPC2002, VHPOP, Rovers, upfile2, 47, 1770
IPC2002, VHPOP, Rovers, upfile3, 61, 1860
IPC2002, VHPOP, Rovers, upfile4, 53, 1770
IPC2002, VHPOP, Rovers, upfile5, 38, 1780
IPC2002, VHPOP, Rovers, upfile6, 34, 2380
IPC2002, VHPOP, Rovers, upfile7, 46, 3210
IPC2002, VHPOP, Rovers, upfile8, 73, 8970
IPC2002, VHPOP, Rovers, upfile9, 69, 6760
IPC2002, VHPOP, Rovers, upfile10, 125, 15050
IPC2002, VHPOP, Rovers, upfile11, 75, 7170
IPC2002, VHPOP, Rovers, upfile12, 87, 10890
IPC2002, VHPOP, Rovers, upfile13, 99, 18760
IPC2002, VHPOP, Rovers, upfile14, 131, 13500
IPC2002, VHPOP, Rovers, upfile15, 50, 7270
IPC2002, VHPOP, Rovers, upfile16, 83, 8290
IPC2002, VHPOP, Rovers, upfile17, 114, 11430
IPC2002, VHPOP, Rovers, upfile18, 100, 21060
IPC2002, VHPOP, Rovers, upfile19, 72, 31920
IPC2002, VHPOP, Rovers, upfile20, 140, 38740
IPC2002, VHPOP, Rovers, upfile1, 36, 60
IPC2002, VHPOP, Rovers, upfile2, 84, 90
IPC2002, VHPOP, Rovers, upfile3, 64, 70
IPC2002, VHPOP, Rovers, upfile4, 68, 80
IPC2002, VHPOP, Rovers, upfile5, 63, 60
IPC2002, VHPOP, Rovers, upfile6, 49, 70
IPC2002, VHPOP, Rovers, upfile7, 65, 70
IPC2002, VHPOP, Rovers, upfile8, 93, 70
IPC2002, VHPOP, Rovers, upfile9, 86, 90
IPC2002, VHPOP, Rovers, upfile10, 146, 170
IPC2002, VHPOP, Rovers, upfile11, 94, 90
IPC2002, VHPOP, Rovers, upfile12, 99, 90
IPC2002, VHPOP, Rovers, upfile13, 128, 130
IPC2002, VHPOP, Rovers, upfile14, 199, 160
IPC2002, VHPOP, Rovers, upfile15, 67, 60
IPC2002, VHPOP, Rovers, upfile16, 83, 80
IPC2002, VHPOP, Rovers, upfile17, 145, 130
IPC2002, VHPOP, Rovers, upfile18, 122, 150
IPC2002, VHPOP, Rovers, upfile19, 100, 140
IPC2002, VHPOP, Rovers, upfile20, 189, 180
IPC2002, VHPOP, Rovers, upfile1, 28, 60
IPC2002, VHPOP, Rovers, upfile2, 43, 120
IPC2002, VHPOP, Rovers, upfile3, 56, 150
IPC2002, VHPOP, Rovers, upfile4, 47, 100
IPC2002, VHPOP, Rovers, upfile5, 33, 110
IPC2002, VHPOP, Rovers, upfile6, 27, 130
IPC2002, VHPOP, Rovers, upfile7, 46, 190
IPC2002, VHPOP, Rovers, upfile8, 63, 420
IPC2002, VHPOP, Rovers, upfile9, 56, 410
IPC2002, VHPOP, Rovers, upfile10, 109, 750
IPC2002, VHPOP, Rovers, upfile11, 67, 380
IPC2002, VHPOP, Rovers, upfile12, 76, 490
IPC2002, VHPOP, Rovers, upfile13, 82, 790
IPC2002, VHPOP, Rovers, upfile14, 112, 810
IPC2002, VHPOP, Rovers, upfile15, 36, 430
IPC2002, VHPOP, Rovers, upfile16, 65, 550
IPC2002, VHPOP, Rovers, upfile17, 99, 810
IPC2002, VHPOP, Rovers, upfile18, 81, 1060
IPC2002, VHPOP, Rovers, upfile19, 64, 1140
IPC2002, VHPOP, Rovers, upfile20, 111, 1760
IPC2002, FF.quality, Satellite, pfile1, 9, 0
IPC2002, FF.quality, Satellite, pfile2, 13, 10
IPC2002, FF.quality, Satellite, pfile3, 12, 20
IPC2002, FF.quality, Satellite, pfile4, 18, 20
IPC2002, FF.quality, Satellite, pfile5, 16, 60
IPC2002, FF.quality, Satellite, pfile6, 20, 90
IPC2002, FF.quality, Satellite, pfile7, 22, 230
IPC2002, FF.quality, Satellite, pfile8, 27, 1290
