com,domain,planner,cdkey,akey,gn,pkey,fkey,solved,steps,time
IPC2002,DriverLog,FF.quality,IPC2002-DriverLog,IPC2002-DriverLog-FF.quality,DLOG-2-2-23,IPC2002-DriverLog-DLOG-2-2-23,IPC2002-DriverLog-FF.quality-DLOG-2-2-23,1,36,1080
IPC2002,DriverLog,FF.quality,IPC2002-DriverLog,IPC2002-DriverLog-FF.quality,DLOG-2-2-24,IPC2002-DriverLog-DLOG-2-2-24,IPC2002-DriverLog-FF.quality-DLOG-2-2-24,1,37,620
IPC2002,DriverLog,FF.quality,IPC2002-DriverLog,IPC2002-DriverLog-FF.quality,DLOG-2-2-25,IPC2002-DriverLog-DLOG-2-2-25,IPC2002-DriverLog-FF.quality-DLOG-2-2-25,1,48,40640
IPC2002,DriverLog,FF.speed,IPC2002-DriverLog,IPC2002-DriverLog-FF.speed,DLOG-2-2-2,IPC2002-DriverLog-DLOG-2-2-2,IPC2002-DriverLog-FF.speed-DLOG-2-2-2,1,8,10
IPC2002,DriverLog,FF.speed,IPC2002-DriverLog,IPC2002-DriverLog-FF.speed,DLOG-2-2-3,IPC2002-DriverLog-DLOG-2-2-3,IPC2002-DriverLog-FF.speed-DLOG-2-2-3,1,22,10
IPC2002,DriverLog,FF.speed,IPC2002-DriverLog,IPC2002-DriverLog-FF.speed,DLOG-2-2-4,IPC2002-DriverLog-DLOG-2-2-4,IPC2002-DriverLog-FF.speed-DLOG-2-2-4,1,12,10
IPC2002,DriverLog,FF.speed,IPC2002-DriverLog,IPC2002-DriverLog-FF.speed,DLOG-3-2-4,IPC2002-DriverLog-DLOG-3-2-4,IPC2002-DriverLog-FF.speed-DLOG-3-2-4,1,16,10
IPC2002,DriverLog,FF.speed,IPC2002-DriverLog,IPC2002-DriverLog-FF.speed,DLOG-3-2-5,IPC2002-DriverLog-DLOG-3-2-5,IPC2002-DriverLog-FF.speed-DLOG-3-2-5,1,22,10
IPC2002,DriverLog,FF.speed,IPC2002-DriverLog,IPC2002-DriverLog-FF.speed,DLOG-3-3-5,IPC2002-DriverLog-DLOG-3-3-5,IPC2002-DriverLog-FF.speed-DLOG-3-3-5,1,13,20
IPC2002,DriverLog,FF.speed,IPC2002-DriverLog,IPC2002-DriverLog-FF.speed,DLOG-3-3-6,IPC2002-DriverLog-DLOG-3-3-6,IPC2002-DriverLog-FF.speed-DLOG-3-3-6,1,17,10
IPC2002,DriverLog,FF.speed,IPC2002-DriverLog,IPC2002-DriverLog-FF.speed,DLOG-3-3-7,IPC2002-DriverLog-DLOG-3-3-7,IPC2002-DriverLog-FF.speed-DLOG-3-3-7,1,23,20
IPC2002,DriverLog,FF.speed,IPC2002-DriverLog,IPC2002-DriverLog-FF.speed,DLOG-2-3-6,IPC2002-DriverLog-DLOG-2-3-6,IPC2002-DriverLog-FF.speed-DLOG-2-3-6,1,31,30
IPC2002,DriverLog,FF.speed,IPC2002-DriverLog,IPC2002-DriverLog-FF.speed,DLOG-2-2-20,IPC2002-DriverLog-DLOG-2-2-20,IPC2002-DriverLog-FF.speed-DLOG-2-2-20,1,20,10
IPC2002,DriverLog,FF.speed,IPC2002-DriverLog,IPC2002-DriverLog-FF.speed,DLOG-2-2-21,IPC2002-DriverLog-DLOG-2-2-21,IPC2002-DriverLog-FF.speed-DLOG-2-2-21,1,25,10
IPC2002,DriverLog,FF.speed,IPC2002-DriverLog,IPC2002-DriverLog-FF.speed,DLOG-2-2-22,IPC2002-DriverLog-DLOG-2-2-22,IPC2002-DriverLog-FF.speed-DLOG-2-2-22,1,52,550
IPC2002,DriverLog,FF.speed,IPC2002-DriverLog,IPC2002-DriverLog-FF.speed,DLOG-2-2-23,IPC2002-DriverLog-DLOG-2-2-23,IPC2002-DriverLog-FF.speed-DLOG-2-2-23,1,36,220
IPC2002,DriverLog,FF.speed,IPC2002-DriverLog,IPC2002-DriverLog-FF.speed,DLOG-2-2-24,IPC2002-DriverLog-DLOG-2-2-24,IPC2002-DriverLog-FF.speed-DLOG-2-2-24,1,38,320
IPC2002,DriverLog,FF.speed,IPC2002-DriverLog,IPC2002-DriverLog-FF.speed,DLOG-2-2-25,IPC2002-DriverLog-DLOG-2-2-25,IPC2002-DriverLog-FF.speed-DLOG-2-2-25,1,48,110
IPC2002,DriverLog,LPG,IPC2002-DriverLog,IPC2002-DriverLog-LPG,DLOG-2-2-2,IPC2002-DriverLog-DLOG-2-2-2,IPC2002-DriverLog-LPG-DLOG-2-2-2,1,7,20
IPC2002,DriverLog,LPG,IPC2002-DriverLog,IPC2002-DriverLog-LPG,DLOG-2-2-3,IPC2002-DriverLog-DLOG-2-2-3,IPC2002-DriverLog-LPG-DLOG-2-2-3,1,21,90
IPC2002,DriverLog,LPG,IPC2002-DriverLog,IPC2002-DriverLog-LPG,DLOG-2-2-4,IPC2002-DriverLog-DLOG-2-2-4,IPC2002-DriverLog-LPG-DLOG-2-2-4,1,12,10
IPC2002,DriverLog,LPG,IPC2002-DriverLog,IPC2002-DriverLog-LPG,DLOG-3-2-4,IPC2002-DriverLog-DLOG-3-2-4,IPC2002-DriverLog-LPG-DLOG-3-2-4,1,16,1590
IPC2002,DriverLog,LPG,IPC2002-DriverLog,IPC2002-DriverLog-LPG,DLOG-3-2-5,IPC2002-DriverLog-DLOG-3-2-5,IPC2002-DriverLog-LPG-DLOG-3-2-5,1,19,30
IPC2002,DriverLog,LPG,IPC2002-DriverLog,IPC2002-DriverLog-LPG,DLOG-3-3-5,IPC2002-DriverLog-DLOG-3-3-5,IPC2002-DriverLog-LPG-DLOG-3-3-5,1,17,40
IPC2002,DriverLog,LPG,IPC2002-DriverLog,IPC2002-DriverLog-LPG,DLOG-3-3-6,IPC2002-DriverLog-DLOG-3-3-6,IPC2002-DriverLog-LPG-DLOG-3-3-6,1,13,20
IPC2002,DriverLog,LPG,IPC2002-DriverLog,IPC2002-DriverLog-LPG,DLOG-3-3-7,IPC2002-DriverLog-DLOG-3-3-7,IPC2002-DriverLog-LPG-DLOG-3-3-7,1,23,40
IPC2002,DriverLog,LPG,IPC2002-DriverLog,IPC2002-DriverLog-LPG,DLOG-2-3-6,IPC2002-DriverLog-DLOG-2-3-6,IPC2002-DriverLog-LPG-DLOG-2-3-6,1,23,840
IPC2002,DriverLog,LPG,IPC2002-DriverLog,IPC2002-DriverLog-LPG,DLOG-2-2-20,IPC2002-DriverLog-DLOG-2-2-20,IPC2002-DriverLog-LPG-DLOG-2-2-20,1,17,40
IPC2002,DriverLog,LPG,IPC2002-DriverLog,IPC2002-DriverLog-LPG,DLOG-2-2-21,IPC2002-DriverLog-DLOG-2-2-21,IPC2002-DriverLog-LPG-DLOG-2-2-21,1,23,100
IPC2002,DriverLog,LPG,IPC2002-DriverLog,IPC2002-DriverLog-LPG,DLOG-2-2-22,IPC2002-DriverLog-DLOG-2-2-22,IPC2002-DriverLog-LPG-DLOG-2-2-22,1,58,3890
IPC2002,DriverLog,LPG,IPC2002-DriverLog,IPC2002-DriverLog-LPG,DLOG-2-2-23,IPC2002-DriverLog-DLOG-2-2-23,IPC2002-DriverLog-LPG-DLOG-2-2-23,1,28,9150
IPC2002,DriverLog,LPG,IPC2002-DriverLog,IPC2002-DriverLog-LPG,DLOG-2-2-24,IPC2002-DriverLog-DLOG-2-2-24,IPC2002-DriverLog-LPG-DLOG-2-2-24,1,29,12410
IPC2002,DriverLog,LPG,IPC2002-DriverLog,IPC2002-DriverLog-LPG,DLOG-2-2-25,IPC2002-DriverLog-DLOG-2-2-25,IPC2002-DriverLog-LPG-DLOG-2-2-25,1,43,2490
IPC2002,DriverLog,LPG,IPC2002-DriverLog,IPC2002-DriverLog-LPG,DLOG-2-2-27,IPC2002-DriverLog-DLOG-2-2-27,IPC2002-DriverLog-LPG-DLOG-2-2-27,1,110,2320
IPC2002,DriverLog,LPG,IPC2002-DriverLog,IPC2002-DriverLog-LPG,DLOG-2-2-28,IPC2002-DriverLog-DLOG-2-2-28,IPC2002-DriverLog-LPG-DLOG-2-2-28,1,149,3680
IPC2002,DriverLog,LPG,IPC2002-DriverLog,IPC2002-DriverLog-LPG,DLOG-2-2-30,IPC2002-DriverLog-DLOG-2-2-30,IPC2002-DriverLog-LPG-DLOG-2-2-30,1,229,86600
IPC2002,DriverLog,LPG.quality,IPC2002-DriverLog,IPC2002-DriverLog-LPG.quality,DLOG-2-2-2,IPC2002-DriverLog-DLOG-2-2-2,IPC2002-DriverLog-LPG.quality-DLOG-2-2-2,1,7,20
IPC2002,DriverLog,LPG.quality,IPC2002-DriverLog,IPC2002-DriverLog-LPG.quality,DLOG-2-2-3,IPC2002-DriverLog-DLOG-2-2-3,IPC2002-DriverLog-LPG.quality-DLOG-2-2-3,1,20,36140
IPC2002,DriverLog,LPG.quality,IPC2002-DriverLog,IPC2002-DriverLog-LPG.quality,DLOG-2-2-4,IPC2002-DriverLog-DLOG-2-2-4,IPC2002-DriverLog-LPG.quality-DLOG-2-2-4,1,12,10
IPC2002,DriverLog,LPG.quality,IPC2002-DriverLog,IPC2002-DriverLog-LPG.quality,DLOG-3-2-4,IPC2002-DriverLog-DLOG-3-2-4,IPC2002-DriverLog-LPG.quality-DLOG-3-2-4,1,16,1590
IPC2002,DriverLog,LPG.quality,IPC2002-DriverLog,IPC2002-DriverLog-LPG.quality,DLOG-3-2-5,IPC2002-DriverLog-DLOG-3-2-5,IPC2002-DriverLog-LPG.quality-DLOG-3-2-5,1,18,30110
IPC2002,DriverLog,LPG.quality,IPC2002-DriverLog,IPC2002-DriverLog-LPG.quality,DLOG-3-3-5,IPC2002-DriverLog-DLOG-3-3-5,IPC2002-DriverLog-LPG.quality-DLOG-3-3-5,1,17,40
IPC2002,DriverLog,LPG.quality,IPC2002-DriverLog,IPC2002-DriverLog-LPG.quality,DLOG-3-3-6,IPC2002-DriverLog-DLOG-3-3-6,IPC2002-DriverLog-LPG.quality-DLOG-3-3-6,1,13,20
IPC2002,DriverLog,LPG.quality,IPC2002-DriverLog,IPC2002-DriverLog-LPG.quality,DLOG-3-3-7,IPC2002-DriverLog-DLOG-3-3-7,IPC2002-DriverLog-LPG.quality-DLOG-3-3-7,1,22,1050
IPC2002,DriverLog,LPG.quality,IPC2002-DriverLog,IPC2002-DriverLog-LPG.quality,DLOG-2-3-6,IPC2002-DriverLog-DLOG-2-3-6,IPC2002-DriverLog-LPG.quality-DLOG-2-3-6,1,23,840
IPC2002,DriverLog,LPG.quality,IPC2002-DriverLog,IPC2002-DriverLog-LPG.quality,DLOG-2-2-20,IPC2002-DriverLog-DLOG-2-2-20,IPC2002-DriverLog-LPG.quality-DLOG-2-2-20,1,17,40
IPC2002,DriverLog,LPG.quality,IPC2002-DriverLog,IPC2002-DriverLog-LPG.quality,DLOG-2-2-21,IPC2002-DriverLog-DLOG-2-2-21,IPC2002-DriverLog-LPG.quality-DLOG-2-2-21,1,21,8320
IPC2002,DriverLog,LPG.quality,IPC2002-DriverLog,IPC2002-DriverLog-LPG.quality,DLOG-2-2-22,IPC2002-DriverLog-DLOG-2-2-22,IPC2002-DriverLog-LPG.quality-DLOG-2-2-22,1,52,176080
IPC2002,DriverLog,LPG.quality,IPC2002-DriverLog,IPC2002-DriverLog-LPG.quality,DLOG-2-2-23,IPC2002-DriverLog-DLOG-2-2-23,IPC2002-DriverLog-LPG.quality-DLOG-2-2-23,1,28,9150
IPC2002,DriverLog,LPG.quality,IPC2002-DriverLog,IPC2002-DriverLog-LPG.quality,DLOG-2-2-24,IPC2002-DriverLog-DLOG-2-2-24,IPC2002-DriverLog-LPG.quality-DLOG-2-2-24,1,29,12410
IPC2002,DriverLog,LPG.quality,IPC2002-DriverLog,IPC2002-DriverLog-LPG.quality,DLOG-2-2-25,IPC2002-DriverLog-DLOG-2-2-25,IPC2002-DriverLog-LPG.quality-DLOG-2-2-25,1,43,2490
IPC2002,DriverLog,LPG.quality,IPC2002-DriverLog,IPC2002-DriverLog-LPG.quality,DLOG-2-2-27,IPC2002-DriverLog-DLOG-2-2-27,IPC2002-DriverLog-LPG.quality-DLOG-2-2-27,1,102,3240
IPC2002,DriverLog,LPG.quality,IPC2002-DriverLog,IPC2002-DriverLog-LPG.quality,DLOG-2-2-28,IPC2002-DriverLog-DLOG-2-2-28,IPC2002-DriverLog-LPG.quality-DLOG-2-2-28,1,149,3680
IPC2002,DriverLog,LPG.quality,IPC2002-DriverLog,IPC2002-DriverLog-LPG.quality,DLOG-2-2-30,IPC2002-DriverLog-DLOG-2-2-30,IPC2002-DriverLog-LPG.quality-DLOG-2-2-30,1,229,86600
IPC2002,DriverLog,LPG.speed,IPC2002-DriverLog,IPC2002-DriverLog-LPG.speed,DLOG-2-2-2,IPC2002-DriverLog-DLOG-2-2-2,IPC2002-DriverLog-LPG.speed-DLOG-2-2-2,1,8,10
IPC2002,DriverLog,LPG.speed,IPC2002-DriverLog,IPC2002-DriverLog-LPG.speed,DLOG-2-2-3,IPC2002-DriverLog-DLOG-2-2-3,IPC2002-DriverLog-LPG.speed-DLOG-2-2-3,1,24,20
IPC2002,DriverLog,LPG.speed,IPC2002-DriverLog,IPC2002-DriverLog-LPG.speed,DLOG-2-2-4,IPC2002-DriverLog-DLOG-2-2-4,IPC2002-DriverLog-LPG.speed-DLOG-2-2-4,1,12,10
IPC2002,DriverLog,LPG.speed,IPC2002-DriverLog,IPC2002-DriverLog-LPG.speed,DLOG-3-2-4,IPC2002-DriverLog-DLOG-3-2-4,IPC2002-DriverLog-LPG.speed-DLOG-3-2-4,1,32,20
IPC2002,DriverLog,LPG.speed,IPC2002-DriverLog,IPC2002-DriverLog-LPG.speed,DLOG-3-2-5,IPC2002-DriverLog-DLOG-3-2-5,IPC2002-DriverLog-LPG.speed-DLOG-3-2-5,1,22,20
IPC2002,DriverLog,LPG.speed,IPC2002-DriverLog,IPC2002-DriverLog-LPG.speed,DLOG-3-3-5,IPC2002-DriverLog-DLOG-3-3-5,IPC2002-DriverLog-LPG.speed-DLOG-3-3-5,1,63,20
IPC2002,DriverLog,LPG.speed,IPC2002-DriverLog,IPC2002-DriverLog-LPG.speed,DLOG-3-3-6,IPC2002-DriverLog-DLOG-3-3-6,IPC2002-DriverLog-LPG.speed-DLOG-3-3-6,1,13,20
IPC2002,DriverLog,LPG.speed,IPC2002-DriverLog,IPC2002-DriverLog-LPG.speed,DLOG-3-3-7,IPC2002-DriverLog-DLOG-3-3-7,IPC2002-DriverLog-LPG.speed-DLOG-3-3-7,1,25,20
IPC2002,DriverLog,LPG.speed,IPC2002-DriverLog,IPC2002-DriverLog-LPG.speed,DLOG-2-3-6,IPC2002-DriverLog-DLOG-2-3-6,IPC2002-DriverLog-LPG.speed-DLOG-2-3-6,1,25,30
IPC2002,DriverLog,LPG.speed,IPC2002-DriverLog,IPC2002-DriverLog-LPG.speed,DLOG-2-2-20,IPC2002-DriverLog-DLOG-2-2-20,IPC2002-DriverLog-LPG.speed-DLOG-2-2-20,1,20,30
IPC2002,DriverLog,LPG.speed,IPC2002-DriverLog,IPC2002-DriverLog-LPG.speed,DLOG-2-2-21,IPC2002-DriverLog-DLOG-2-2-21,IPC2002-DriverLog-LPG.speed-DLOG-2-2-21,1,25,20
IPC2002,DriverLog,LPG.speed,IPC2002-DriverLog,IPC2002-DriverLog-LPG.speed,DLOG-2-2-22,IPC2002-DriverLog-DLOG-2-2-22,IPC2002-DriverLog-LPG.speed-DLOG-2-2-22,1,58,3890
IPC2002,DriverLog,LPG.speed,IPC2002-DriverLog,IPC2002-DriverLog-LPG.speed,DLOG-2-2-23,IPC2002-DriverLog-DLOG-2-2-23,IPC2002-DriverLog-LPG.speed-DLOG-2-2-23,1,34,90
IPC2002,DriverLog,LPG.speed,IPC2002-DriverLog,IPC2002-DriverLog-LPG.speed,DLOG-2-2-24,IPC2002-DriverLog-DLOG-2-2-24,IPC2002-DriverLog-LPG.speed-DLOG-2-2-24,1,34,90
IPC2002,DriverLog,LPG.speed,IPC2002-DriverLog,IPC2002-DriverLog-LPG.speed,DLOG-2-2-25,IPC2002-DriverLog-DLOG-2-2-25,IPC2002-DriverLog-LPG.speed-DLOG-2-2-25,1,47,310
IPC2002,DriverLog,LPG.speed,IPC2002-DriverLog,IPC2002-DriverLog-LPG.speed,DLOG-2-2-27,IPC2002-DriverLog-DLOG-2-2-27,IPC2002-DriverLog-LPG.speed-DLOG-2-2-27,1,110,2320
IPC2002,DriverLog,LPG.speed,IPC2002-DriverLog,IPC2002-DriverLog-LPG.speed,DLOG-2-2-28,IPC2002-DriverLog-DLOG-2-2-28,IPC2002-DriverLog-LPG.speed-DLOG-2-2-28,1,149,3680
IPC2002,DriverLog,LPG.speed,IPC2002-DriverLog,IPC2002-DriverLog-LPG.speed,DLOG-2-2-30,IPC2002-DriverLog-DLOG-2-2-30,IPC2002-DriverLog-LPG.speed-DLOG-2-2-30,1,272,58770
IPC2002,DriverLog,MIPS,IPC2002-DriverLog,IPC2002-DriverLog-MIPS,DLOG-2-2-2,IPC2002-DriverLog-DLOG-2-2-2,IPC2002-DriverLog-MIPS-DLOG-2-2-2,1,7,59
IPC2002,DriverLog,MIPS,IPC2002-DriverLog,IPC2002-DriverLog-MIPS,DLOG-2-2-3,IPC2002-DriverLog-DLOG-2-2-3,IPC2002-DriverLog-MIPS-DLOG-2-2-3,1,22,80
IPC2002,DriverLog,MIPS,IPC2002-DriverLog,IPC2002-DriverLog-MIPS,DLOG-2-2-4,IPC2002-DriverLog-DLOG-2-2-4,IPC2002-DriverLog-MIPS-DLOG-2-2-4,1,18,70
IPC2002,DriverLog,MIPS,IPC2002-DriverLog,IPC2002-DriverLog-MIPS,DLOG-3-2-4,IPC2002-DriverLog-DLOG-3-2-4,IPC2002-DriverLog-MIPS-DLOG-3-2-4,1,19,70
IPC2002,DriverLog,MIPS,IPC2002-DriverLog,IPC2002-DriverLog-MIPS,DLOG-3-2-5,IPC2002-DriverLog-DLOG-3-2-5,IPC2002-DriverLog-MIPS-DLOG-3-2-5,1,27,89
IPC2002,DriverLog,MIPS,IPC2002-DriverLog,IPC2002-DriverLog-MIPS,DLOG-3-3-5,IPC2002-DriverLog-DLOG-3-3-5,IPC2002-DriverLog-MIPS-DLOG-3-3-5,1,13,70
IPC2002,DriverLog,MIPS,IPC2002-DriverLog,IPC2002-DriverLog-MIPS,DLOG-3-3-6,IPC2002-DriverLog-DLOG-3-3-6,IPC2002-DriverLog-MIPS-DLOG-3-3-6,1,15,80
IPC2002,DriverLog,MIPS,IPC2002-DriverLog,IPC2002-DriverLog-MIPS,DLOG-3-3-7,IPC2002-DriverLog-DLOG-3-3-7,IPC2002-DriverLog-MIPS-DLOG-3-3-7,1,27,619
IPC2002,DriverLog,MIPS,IPC2002-DriverLog,IPC2002-DriverLog-MIPS,DLOG-2-3-6,IPC2002-DriverLog-DLOG-2-3-6,IPC2002-DriverLog-MIPS-DLOG-2-3-6,1,22,100
IPC2002,DriverLog,MIPS,IPC2002-DriverLog,IPC2002-DriverLog-MIPS,DLOG-2-2-20,IPC2002-DriverLog-DLOG-2-2-20,IPC2002-DriverLog-MIPS-DLOG-2-2-20,1,21,119
IPC2002,DriverLog,MIPS,IPC2002-DriverLog,IPC2002-DriverLog-MIPS,DLOG-2-2-21,IPC2002-DriverLog-DLOG-2-2-21,IPC2002-DriverLog-MIPS-DLOG-2-2-21,1,22,130
IPC2002,DriverLog,MIPS,IPC2002-DriverLog,IPC2002-DriverLog-MIPS,DLOG-2-2-22,IPC2002-DriverLog-DLOG-2-2-22,IPC2002-DriverLog-MIPS-DLOG-2-2-22,1,42,1689
IPC2002,DriverLog,MIPS,IPC2002-DriverLog,IPC2002-DriverLog-MIPS,DLOG-2-2-23,IPC2002-DriverLog-DLOG-2-2-23,IPC2002-DriverLog-MIPS-DLOG-2-2-23,1,36,680
IPC2002,DriverLog,MIPS,IPC2002-DriverLog,IPC2002-DriverLog-MIPS,DLOG-2-2-24,IPC2002-DriverLog-DLOG-2-2-24,IPC2002-DriverLog-MIPS-DLOG-2-2-24,1,40,880
IPC2002,DriverLog,MIPS,IPC2002-DriverLog,IPC2002-DriverLog-MIPS,DLOG-2-2-25,IPC2002-DriverLog-DLOG-2-2-25,IPC2002-DriverLog-MIPS-DLOG-2-2-25,1,42,2040
IPC2002,DriverLog,MIPS.plain,IPC2002-DriverLog,IPC2002-DriverLog-MIPS.plain,DLOG-2-2-2,IPC2002-DriverLog-DLOG-2-2-2,IPC2002-DriverLog-MIPS.plain-DLOG-2-2-2,1,7,29
IPC2002,DriverLog,MIPS.plain,IPC2002-DriverLog,IPC2002-DriverLog-MIPS.plain,DLOG-2-2-3,IPC2002-DriverLog-DLOG-2-2-3,IPC2002-DriverLog-MIPS.plain-DLOG-2-2-3,1,22,40
IPC2002,DriverLog,MIPS.plain,IPC2002-DriverLog,IPC2002-DriverLog-MIPS.plain,DLOG-2-2-4,IPC2002-DriverLog-DLOG-2-2-4,IPC2002-DriverLog-MIPS.plain-DLOG-2-2-4,1,18,40
IPC2002,DriverLog,MIPS.plain,IPC2002-DriverLog,IPC2002-DriverLog-MIPS.plain,DLOG-3-2-4,IPC2002-DriverLog-DLOG-3-2-4,IPC2002-DriverLog-MIPS.plain-DLOG-3-2-4,1,19,50
IPC2002,DriverLog,MIPS.plain,IPC2002-DriverLog,IPC2002-DriverLog-MIPS.plain,DLOG-3-2-5,IPC2002-DriverLog-DLOG-3-2-5,IPC2002-DriverLog-MIPS.plain-DLOG-3-2-5,1,27,59
IPC2002,DriverLog,MIPS.plain,IPC2002-DriverLog,IPC2002-DriverLog-MIPS.plain,DLOG-3-3-5,IPC2002-DriverLog-DLOG-3-3-5,IPC2002-DriverLog-MIPS.plain-DLOG-3-3-5,1,13,59
IPC2002,DriverLog,MIPS.plain,IPC2002-DriverLog,IPC2002-DriverLog-MIPS.plain,DLOG-3-3-6,IPC2002-DriverLog-DLOG-3-3-6,IPC2002-DriverLog-MIPS.plain-DLOG-3-3-6,1,15,100
IPC2002,DriverLog,MIPS.plain,IPC2002-DriverLog,IPC2002-DriverLog-MIPS.plain,DLOG-3-3-7,IPC2002-DriverLog-DLOG-3-3-7,IPC2002-DriverLog-MIPS.plain-DLOG-3-3-7,1,27,390
IPC2002,DriverLog,MIPS.plain,IPC2002-DriverLog,IPC2002-DriverLog-MIPS.plain,DLOG-2-3-6,IPC2002-DriverLog-DLOG-2-3-6,IPC2002-DriverLog-MIPS.plain-DLOG-2-3-6,1,22,119
IPC2002,DriverLog,MIPS.plain,IPC2002-DriverLog,IPC2002-DriverLog-MIPS.plain,DLOG-2-2-20,IPC2002-DriverLog-DLOG-2-2-20,IPC2002-DriverLog-MIPS.plain-DLOG-2-2-20,1,21,309
IPC2002,DriverLog,MIPS.plain,IPC2002-DriverLog,IPC2002-DriverLog-MIPS.plain,DLOG-2-2-21,IPC2002-DriverLog-DLOG-2-2-21,IPC2002-DriverLog-MIPS.plain-DLOG-2-2-21,1,22,179
IPC2002,DriverLog,MIPS.plain,IPC2002-DriverLog,IPC2002-DriverLog-MIPS.plain,DLOG-2-2-22,IPC2002-DriverLog-DLOG-2-2-22,IPC2002-DriverLog-MIPS.plain-DLOG-2-2-22,1,42,1780
IPC2002,DriverLog,MIPS.plain,IPC2002-DriverLog,IPC2002-DriverLog-MIPS.plain,DLOG-2-2-23,IPC2002-DriverLog-DLOG-2-2-23,IPC2002-DriverLog-MIPS.plain-DLOG-2-2-23,1,36,760
IPC2002,DriverLog,MIPS.plain,IPC2002-DriverLog,IPC2002-DriverLog-MIPS.plain,DLOG-2-2-24,IPC2002-DriverLog-DLOG-2-2-24,IPC2002-DriverLog-MIPS.plain-DLOG-2-2-24,1,40,1389
IPC2002,DriverLog,MIPS.plain,IPC2002-DriverLog,IPC2002-DriverLog-MIPS.plain,DLOG-2-2-25,IPC2002-DriverLog-DLOG-2-2-25,IPC2002-DriverLog-MIPS.plain-DLOG-2-2-25,1,42,13259
IPC2002,DriverLog,SHOP2,IPC2002-DriverLog,IPC2002-DriverLog-SHOP2,DLOG-2-2-2,IPC2002-DriverLog-DLOG-2-2-2,IPC2002-DriverLog-SHOP2-DLOG-2-2-2,1,7,0
IPC2002,DriverLog,SHOP2,IPC2002-DriverLog,IPC2002-DriverLog-SHOP2,DLOG-2-2-3,IPC2002-DriverLog-DLOG-2-2-3,IPC2002-DriverLog-SHOP2-DLOG-2-2-3,1,23,10
IPC2002,DriverLog,SHOP2,IPC2002-DriverLog,IPC2002-DriverLog-SHOP2,DLOG-2-2-4,IPC2002-DriverLog-DLOG-2-2-4,IPC2002-DriverLog-SHOP2-DLOG-2-2-4,1,25,10
IPC2002,DriverLog,SHOP2,IPC2002-DriverLog,IPC2002-DriverLog-SHOP2,DLOG-3-2-4,IPC2002-DriverLog-DLOG-3-2-4,IPC2002-DriverLog-SHOP2-DLOG-3-2-4,1,27,10
IPC2002,DriverLog,SHOP2,IPC2002-DriverLog,IPC2002-DriverLog-SHOP2,DLOG-3-2-5,IPC2002-DriverLog-DLOG-3-2-5,IPC2002-DriverLog-SHOP2-DLOG-3-2-5,1,22,10
IPC2002,DriverLog,SHOP2,IPC2002-DriverLog,IPC2002-DriverLog-SHOP2,DLOG-3-3-5,IPC2002-DriverLog-DLOG-3-3-5,IPC2002-DriverLog-SHOP2-DLOG-3-3-5,1,16,10
IPC2002,DriverLog,SHOP2,IPC2002-DriverLog,IPC2002-DriverLog-SHOP2,DLOG-3-3-6,IPC2002-DriverLog-DLOG-3-3-6,IPC2002-DriverLog-SHOP2-DLOG-3-3-6,1,18,10
IPC2002,DriverLog,SHOP2,IPC2002-DriverLog,IPC2002-DriverLog-SHOP2,DLOG-3-3-7,IPC2002-DriverLog-DLOG-3-3-7,IPC2002-DriverLog-SHOP2-DLOG-3-3-7,1,33,30
IPC2002,DriverLog,SHOP2,IPC2002-DriverLog,IPC2002-DriverLog-SHOP2,DLOG-2-3-6,IPC2002-DriverLog-DLOG-2-3-6,IPC2002-DriverLog-SHOP2-DLOG-2-3-6,1,32,20
IPC2002,DriverLog,SHOP2,IPC2002-DriverLog,IPC2002-DriverLog-SHOP2,DLOG-2-2-20,IPC2002-DriverLog-DLOG-2-2-20,IPC2002-DriverLog-SHOP2-DLOG-2-2-20,1,26,10
IPC2002,DriverLog,SHOP2,IPC2002-DriverLog,IPC2002-DriverLog-SHOP2,DLOG-2-2-21,IPC2002-DriverLog-DLOG-2-2-21,IPC2002-DriverLog-SHOP2-DLOG-2-2-21,1,29,20
IPC2002,DriverLog,SHOP2,IPC2002-DriverLog,IPC2002-DriverLog-SHOP2,DLOG-2-2-22,IPC2002-DriverLog-DLOG-2-2-22,IPC2002-DriverLog-SHOP2-DLOG-2-2-22,1,56,40
IPC2002,DriverLog,SHOP2,IPC2002-DriverLog,IPC2002-DriverLog-SHOP2,DLOG-2-2-23,IPC2002-DriverLog-DLOG-2-2-23,IPC2002-DriverLog-SHOP2-DLOG-2-2-23,1,48,20
IPC2002,DriverLog,SHOP2,IPC2002-DriverLog,IPC2002-DriverLog-SHOP2,DLOG-2-2-24,IPC2002-DriverLog-DLOG-2-2-24,IPC2002-DriverLog-SHOP2-DLOG-2-2-24,1,51,30
IPC2002,DriverLog,SHOP2,IPC2002-DriverLog,IPC2002-DriverLog-SHOP2,DLOG-2-2-25,IPC2002-DriverLog-DLOG-2-2-25,IPC2002-DriverLog-SHOP2-DLOG-2-2-25,1,58,40
IPC2002,DriverLog,SHOP2,IPC2002-DriverLog,IPC2002-DriverLog-SHOP2,DLOG-2-2-26,IPC2002-DriverLog-DLOG-2-2-26,IPC2002-DriverLog-SHOP2-DLOG-2-2-26,1,116,140
