Planner,Dom,Problem,Time,Steps,comp
stan,Elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,630,65,IPC2000
system-r,Elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,4960,96,IPC2000
altalt,Elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6730,68,IPC2000
grt,Elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,4190,65,IPC2000
hsp,Elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,7020,62,IPC2000
stan,Elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,3990,67,IPC2000
system-r,Elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,4840,93,IPC2000
altalt,Elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6616,70,IPC2000
grt,Elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,4310,68,IPC2000
hsp,Elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,7590,66,IPC2000
stan,Elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,4090,72,IPC2000
system-r,Elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,4950,99,IPC2000
altalt,Elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6658,67,IPC2000
grt,Elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,4550,67,IPC2000
hsp,Elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6710,64,IPC2000
stan,Elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,620,65,IPC2000
system-r,Elevator,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,5140,98,IPC2000
ff,Elevator,mixed-f38-p19-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,7630,56,IPC2000
talplan,Elevator,mixed-f38-p19-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,154621,65,IPC2000
ff,Elevator,mixed-f38-p19-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,7300,52,IPC2000
talplan,Elevator,mixed-f38-p19-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,46445,60,IPC2000
ff,Elevator,mixed-f38-p19-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,6350,60,IPC2000
talplan,Elevator,mixed-f38-p19-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,1185,64,IPC2000
ff,Elevator,mixed-f38-p19-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,1100,61,IPC2000
talplan,Elevator,mixed-f38-p19-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,155,58,IPC2000
talplan,Elevator,mixed-f38-p19-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,155,64,IPC2000
altalt,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,8317,71,IPC2000
grt,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,4920,70,IPC2000
hsp,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6860,56,IPC2000
stan,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,4990,73,IPC2000
system-r,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,5450,100,IPC2000
altalt,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,10659,75,IPC2000
grt,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,5170,69,IPC2000
hsp,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,9100,72,IPC2000
stan,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,5270,75,IPC2000
system-r,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,5720,100,IPC2000
altalt,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,10791,72,IPC2000
grt,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,5290,67,IPC2000
hsp,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,7230,60,IPC2000
stan,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,760,65,IPC2000
system-r,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,5360,96,IPC2000
altalt,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,8152,71,IPC2000
grt,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,5300,70,IPC2000
hsp,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,7910,64,IPC2000
stan,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,790,66,IPC2000
system-r,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,5720,100,IPC2000
altalt,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,10646,72,IPC2000
grt,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,5220,68,IPC2000
hsp,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,9470,68,IPC2000
stan,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,770,65,IPC2000
system-r,Elevator,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,5730,103,IPC2000
ff,Elevator,mixed-f40-p20-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,2200,72,IPC2000
talplan,Elevator,mixed-f40-p20-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,235,70,IPC2000
ff,Elevator,mixed-f40-p20-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,1760,57,IPC2000
talplan,Elevator,mixed-f40-p20-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,185,64,IPC2000
talplan,Elevator,mixed-f40-p20-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,185,66,IPC2000
ff,Elevator,mixed-f40-p20-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,169779.999,64,IPC2000
talplan,Elevator,mixed-f40-p20-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,165,66,IPC2000
altalt,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,10442,75,IPC2000
grt,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6010,74,IPC2000
hsp,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,11590,70,IPC2000
stan,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,930,70,IPC2000
system-r,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6700,106,IPC2000
altalt,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,13052,80,IPC2000
grt,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6390,71,IPC2000
hsp,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,10170,70,IPC2000
stan,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,920,71,IPC2000
system-r,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6340,106,IPC2000
altalt,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,13441,76,IPC2000
grt,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6320,72,IPC2000
hsp,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,11090,74,IPC2000
stan,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,940,69,IPC2000
system-r,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6760,109,IPC2000
altalt,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,12908,77,IPC2000
grt,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6600,70,IPC2000
hsp,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,11320,68,IPC2000
stan,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,900,68,IPC2000
system-r,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6670,107,IPC2000
altalt,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,13251,78,IPC2000
grt,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,5990,73,IPC2000
hsp,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,10200,69,IPC2000
stan,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,950,71,IPC2000
system-r,Elevator,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6490,106,IPC2000
ff,Elevator,mixed-f42-p21-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,45680,66,IPC2000
talplan,Elevator,mixed-f42-p21-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,325,72,IPC2000
ff,Elevator,mixed-f42-p21-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,1440,63,IPC2000
talplan,Elevator,mixed-f42-p21-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,175,70,IPC2000
ff,Elevator,mixed-f42-p21-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,14970,64,IPC2000
talplan,Elevator,mixed-f42-p21-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,185,64,IPC2000
altalt,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,15313,80,IPC2000
grt,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,7050,78,IPC2000
hsp,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,15970,76,IPC2000
stan,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,7730,82,IPC2000
system-r,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,7480,112,IPC2000
altalt,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,15997,77,IPC2000
grt,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,7950,78,IPC2000
hsp,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,12630,74,IPC2000
stan,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,1120,73,IPC2000
system-r,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,7460,109,IPC2000
altalt,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,12651,79,IPC2000
grt,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,7030,78,IPC2000
hsp,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,13230,74,IPC2000
stan,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,1100,76,IPC2000
system-r,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,7570,113,IPC2000
altalt,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,16603,83,IPC2000
grt,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,7640,77,IPC2000
hsp,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,13780,72,IPC2000
stan,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,1130,77,IPC2000
system-r,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,7670,112,IPC2000
altalt,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,12385,80,IPC2000
grt,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,7870,75,IPC2000
hsp,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,14570,70,IPC2000
stan,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,1100,73,IPC2000
system-r,Elevator,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,7400,108,IPC2000
ff,Elevator,mixed-f44-p22-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,2860,75,IPC2000
talplan,Elevator,mixed-f44-p22-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,205,72,IPC2000
ff,Elevator,mixed-f44-p22-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,1970,74,IPC2000
talplan,Elevator,mixed-f44-p22-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,645,72,IPC2000
ff,Elevator,mixed-f44-p22-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,2300,73,IPC2000
talplan,Elevator,mixed-f44-p22-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,185,68,IPC2000
ff,Elevator,mixed-f44-p22-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,3080,83,IPC2000
talplan,Elevator,mixed-f44-p22-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,195,74,IPC2000
ff,Elevator,mixed-f44-p22-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,5890,70,IPC2000
talplan,Elevator,mixed-f44-p22-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,2355,76,IPC2000
altalt,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,15007,88,IPC2000
grt,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,9450,81,IPC2000
hsp,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,15580,74,IPC2000
stan,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,1340,79,IPC2000
system-r,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,8750,116,IPC2000
altalt,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,15327,86,IPC2000
grt,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,8420,78,IPC2000
hsp,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,19930,78,IPC2000
stan,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,1300,78,IPC2000
system-r,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,9190,123,IPC2000
altalt,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,15263,82,IPC2000
grt,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,8480,77,IPC2000
hsp,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,16100,70,IPC2000
stan,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,1310,75,IPC2000
system-r,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,8760,119,IPC2000
altalt,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,15040,82,IPC2000
grt,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,8820,78,IPC2000
hsp,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,15410,72,IPC2000
stan,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,1310,75,IPC2000
system-r,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,8180,109,IPC2000
altalt,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,15172,82,IPC2000
grt,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,8850,78,IPC2000
hsp,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,15730,74,IPC2000
stan,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,1280,75,IPC2000
system-r,Elevator,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,8370,115,IPC2000
ff,Elevator,mixed-f46-p23-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,22020,74,IPC2000
talplan,Elevator,mixed-f46-p23-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,205,74,IPC2000
ff,Elevator,mixed-f46-p23-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,2630,78,IPC2000
talplan,Elevator,mixed-f46-p23-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,195,86,IPC2000
ff,Elevator,mixed-f46-p23-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,4470,76,IPC2000
talplan,Elevator,mixed-f46-p23-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,185,74,IPC2000
talplan,Elevator,mixed-f46-p23-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,40565,76,IPC2000
talplan,Elevator,mixed-f46-p23-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,295,78,IPC2000
altalt,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,22969,84,IPC2000
grt,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,9600,83,IPC2000
hsp,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,20810,82,IPC2000
stan,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,1590,80,IPC2000
system-r,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,9640,118,IPC2000
altalt,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,18651,87,IPC2000
grt,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,10580,83,IPC2000
hsp,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,17880,82,IPC2000
stan,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,10620,88,IPC2000
system-r,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,9930,123,IPC2000
altalt,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,18598,87,IPC2000
grt,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,10620,83,IPC2000
hsp,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,24080,82,IPC2000
stan,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,10970,87,IPC2000
system-r,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,9510,119,IPC2000
altalt,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,24477,88,IPC2000
grt,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,10690,83,IPC2000
hsp,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,21220,80,IPC2000
stan,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,1570,80,IPC2000
system-r,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,10020,123,IPC2000
altalt,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,24305,87,IPC2000
grt,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,11150,86,IPC2000
hsp,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,22310,86,IPC2000
stan,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,1600,82,IPC2000
system-r,Elevator,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,9980,123,IPC2000
ff,Elevator,mixed-f48-p24-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,3310,81,IPC2000
talplan,Elevator,mixed-f48-p24-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,445,78,IPC2000
ff,Elevator,mixed-f48-p24-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,20240,62,IPC2000
talplan,Elevator,mixed-f48-p24-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,3825,80,IPC2000
ff,Elevator,mixed-f48-p24-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,4170,89,IPC2000
talplan,Elevator,mixed-f48-p24-u20-v5-g5-a60-n10-a20-b80-n50-f5-r3,635,80,IPC2000
ff,Elevator,mixed-f48-p24-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,19120.001,70,IPC2000
talplan,Elevator,mixed-f48-p24-u20-v5-g5-a60-n10-a20-b80-n50-f5-r4,205,74,IPC2000
altalt,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,46,7,IPC2000
grt,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,400,7,IPC2000
hsp,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,10,8,IPC2000
stan,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0,7,IPC2000
system-r,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,50,10,IPC2000
tokenplan,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,10,7,IPC2000
altalt,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,46,7,IPC2000
grt,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,400,7,IPC2000
hsp,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,10,7,IPC2000
stan,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,10,7,IPC2000
system-r,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,30,8,IPC2000
tokenplan,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,20,7,IPC2000
altalt,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,46,7,IPC2000
grt,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,410,7,IPC2000
hsp,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,10,7,IPC2000
stan,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,10,7,IPC2000
system-r,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,40,11,IPC2000
tokenplan,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,10,7,IPC2000
altalt,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,46,7,IPC2000
grt,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,400,7,IPC2000
hsp,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,10,8,IPC2000
stan,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,10,7,IPC2000
system-r,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,30,8,IPC2000
tokenplan,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,10,7,IPC2000
altalt,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,47,8,IPC2000
grt,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,400,8,IPC2000
hsp,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,20,8,IPC2000
stan,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,20,8,IPC2000
system-r,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,40,10,IPC2000
tokenplan,Elevator,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,10,7,IPC2000
ff,Elevator,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,10,6,IPC2000
ipp,Elevator,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,10,6,IPC2000
propplan,Elevator,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,100,6,IPC2000
propplan,Elevator,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,200,6,IPC2000
talplan,Elevator,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r0,65,6,IPC2000
ff,Elevator,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,10,7,IPC2000
ipp,Elevator,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,10,6,IPC2000
propplan,Elevator,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,200,6,IPC2000
propplan,Elevator,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,100,6,IPC2000
talplan,Elevator,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r1,75,7,IPC2000
ff,Elevator,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,0,7,IPC2000
ipp,Elevator,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,10,6,IPC2000
propplan,Elevator,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,200,6,IPC2000
propplan,Elevator,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,200,6,IPC2000
talplan,Elevator,mixed-f4-p2-u20-v5-g5-a60-n10-a20-b80-n50-f5-r2,65,7,IPC2000
