"","pkey","com","dom","gn","solvedg","minSteps","graph","complete","gl","fap","parallel","GClass"
"711","IPC2000-logistics-logistics-9-0","IPC2000","logistics","logistics-9-0",1,36,1,1,11,10,1,"SGCP"
"712","IPC2000-logistics-logistics-9-0","IPC2000","logistics","logistics-9-0",1,36,0,0,0,0,1,"SNG"
"713","IPC2000-logistics-logistics-9-1","IPC2000","logistics","logistics-9-1",1,30,0,0,0,0,1,"SNG"
"714","IPC2000-logistics-logistics-9-1","IPC2000","logistics","logistics-9-1",1,30,1,1,10,9,1,"SGCP"
"715","IPC2000-schedule-schedule-10-0","IPC2000","schedule","schedule-10-0",1,13,1,0,6,3,1,"SIG"
"716","IPC2000-schedule-schedule-10-1","IPC2000","schedule","schedule-10-1",1,11,1,0,6,3,1,"SIG"
"717","IPC2000-schedule-schedule-10-2","IPC2000","schedule","schedule-10-2",1,13,1,0,6,3,1,"SIG"
"718","IPC2000-schedule-schedule-10-3","IPC2000","schedule","schedule-10-3",0,Inf,1,0,6,3,1,"NSG"
"719","IPC2000-schedule-schedule-10-4","IPC2000","schedule","schedule-10-4",0,Inf,1,1,4,3,1,"NSG"
"720","IPC2000-schedule-schedule-10-5","IPC2000","schedule","schedule-10-5",0,Inf,1,1,3,3,1,"NSG"
"721","IPC2000-schedule-schedule-10-6","IPC2000","schedule","schedule-10-6",0,Inf,1,1,4,3,1,"NSG"
"722","IPC2000-schedule-schedule-10-7","IPC2000","schedule","schedule-10-7",0,Inf,1,0,6,3,1,"NSG"
"723","IPC2000-schedule-schedule-10-8","IPC2000","schedule","schedule-10-8",0,Inf,1,0,6,3,1,"NSG"
"724","IPC2000-schedule-schedule-10-9","IPC2000","schedule","schedule-10-9",0,Inf,1,0,6,3,1,"NSG"
"725","IPC2000-schedule-schedule-11-0","IPC2000","schedule","schedule-11-0",1,20,1,0,6,3,1,"SIG"
"726","IPC2000-schedule-schedule-11-1","IPC2000","schedule","schedule-11-1",1,13,1,1,3,3,1,"SGCP"
"727","IPC2000-schedule-schedule-11-2","IPC2000","schedule","schedule-11-2",1,18,1,0,6,3,1,"SIG"
"728","IPC2000-schedule-schedule-11-3","IPC2000","schedule","schedule-11-3",0,Inf,1,1,5,3,1,"NSG"
"729","IPC2000-schedule-schedule-11-4","IPC2000","schedule","schedule-11-4",0,Inf,1,0,6,3,1,"NSG"
"730","IPC2000-schedule-schedule-11-5","IPC2000","schedule","schedule-11-5",0,Inf,1,0,6,3,1,"NSG"
"731","IPC2000-schedule-schedule-11-6","IPC2000","schedule","schedule-11-6",0,Inf,1,0,6,3,1,"NSG"
"732","IPC2000-schedule-schedule-11-7","IPC2000","schedule","schedule-11-7",0,Inf,1,0,6,3,1,"NSG"
"733","IPC2000-schedule-schedule-11-8","IPC2000","schedule","schedule-11-8",0,Inf,1,0,6,3,1,"NSG"
"734","IPC2000-schedule-schedule-11-9","IPC2000","schedule","schedule-11-9",0,Inf,1,0,6,3,1,"NSG"
"735","IPC2000-schedule-schedule-12-0","IPC2000","schedule","schedule-12-0",1,18,1,0,6,3,1,"SIG"
"736","IPC2000-schedule-schedule-12-1","IPC2000","schedule","schedule-12-1",1,21,1,1,3,3,1,"SGCP"
"737","IPC2000-schedule-schedule-12-2","IPC2000","schedule","schedule-12-2",1,17,1,0,6,3,1,"SIG"
"738","IPC2000-schedule-schedule-12-3","IPC2000","schedule","schedule-12-3",0,Inf,1,0,6,3,1,"NSG"
"739","IPC2000-schedule-schedule-12-4","IPC2000","schedule","schedule-12-4",0,Inf,1,0,6,3,1,"NSG"
"740","IPC2000-schedule-schedule-12-5","IPC2000","schedule","schedule-12-5",0,Inf,1,0,6,3,1,"NSG"
"741","IPC2000-schedule-schedule-12-6","IPC2000","schedule","schedule-12-6",0,Inf,1,0,6,3,1,"NSG"
"742","IPC2000-schedule-schedule-12-7","IPC2000","schedule","schedule-12-7",0,Inf,1,0,6,3,1,"NSG"
"743","IPC2000-schedule-schedule-12-8","IPC2000","schedule","schedule-12-8",0,Inf,1,0,6,3,1,"NSG"
"744","IPC2000-schedule-schedule-12-9","IPC2000","schedule","schedule-12-9",0,Inf,1,0,6,3,1,"NSG"
"745","IPC2000-schedule-schedule-13-0","IPC2000","schedule","schedule-13-0",1,15,1,0,5,3,1,"SIG"
"746","IPC2000-schedule-schedule-13-1","IPC2000","schedule","schedule-13-1",1,20,1,0,5,3,1,"SIG"
"747","IPC2000-schedule-schedule-13-2","IPC2000","schedule","schedule-13-2",1,21,1,0,6,3,1,"SIG"
"748","IPC2000-schedule-schedule-13-3","IPC2000","schedule","schedule-13-3",0,Inf,1,0,5,3,1,"NSG"
"749","IPC2000-schedule-schedule-13-4","IPC2000","schedule","schedule-13-4",0,Inf,1,0,6,3,1,"NSG"
"750","IPC2000-schedule-schedule-13-5","IPC2000","schedule","schedule-13-5",0,Inf,1,0,6,3,1,"NSG"
"751","IPC2000-schedule-schedule-13-6","IPC2000","schedule","schedule-13-6",0,Inf,1,0,5,3,1,"NSG"
"752","IPC2000-schedule-schedule-13-7","IPC2000","schedule","schedule-13-7",0,Inf,1,0,5,3,1,"NSG"
"753","IPC2000-schedule-schedule-13-8","IPC2000","schedule","schedule-13-8",0,Inf,1,0,5,3,1,"NSG"
"754","IPC2000-schedule-schedule-13-9","IPC2000","schedule","schedule-13-9",0,Inf,1,0,5,3,1,"NSG"
"755","IPC2000-schedule-schedule-14-0","IPC2000","schedule","schedule-14-0",1,25,1,0,5,3,1,"SIG"
"756","IPC2000-schedule-schedule-14-1","IPC2000","schedule","schedule-14-1",1,23,1,0,5,3,1,"SIG"
"757","IPC2000-schedule-schedule-14-2","IPC2000","schedule","schedule-14-2",1,20,1,0,5,3,1,"SIG"
"758","IPC2000-schedule-schedule-14-3","IPC2000","schedule","schedule-14-3",0,Inf,1,0,5,3,1,"NSG"
"759","IPC2000-schedule-schedule-14-4","IPC2000","schedule","schedule-14-4",0,Inf,1,0,5,3,1,"NSG"
"760","IPC2000-schedule-schedule-14-5","IPC2000","schedule","schedule-14-5",0,Inf,1,0,5,3,1,"NSG"
"761","IPC2000-schedule-schedule-14-6","IPC2000","schedule","schedule-14-6",0,Inf,1,0,5,3,1,"NSG"
"762","IPC2000-schedule-schedule-14-7","IPC2000","schedule","schedule-14-7",0,Inf,1,0,5,3,1,"NSG"
"763","IPC2000-schedule-schedule-14-8","IPC2000","schedule","schedule-14-8",0,Inf,1,0,5,3,1,"NSG"
"764","IPC2000-schedule-schedule-14-9","IPC2000","schedule","schedule-14-9",0,Inf,1,0,5,3,1,"NSG"
"765","IPC2000-schedule-schedule-15-0","IPC2000","schedule","schedule-15-0",1,22,1,0,5,3,1,"SIG"
"766","IPC2000-schedule-schedule-15-1","IPC2000","schedule","schedule-15-1",1,22,1,0,5,3,1,"SIG"
"767","IPC2000-schedule-schedule-15-2","IPC2000","schedule","schedule-15-2",1,18,1,0,5,3,1,"SIG"
"768","IPC2000-schedule-schedule-15-3","IPC2000","schedule","schedule-15-3",0,Inf,1,0,5,3,1,"NSG"
"769","IPC2000-schedule-schedule-15-4","IPC2000","schedule","schedule-15-4",0,Inf,1,0,5,3,1,"NSG"
"770","IPC2000-schedule-schedule-15-5","IPC2000","schedule","schedule-15-5",0,Inf,1,0,5,3,1,"NSG"
"771","IPC2000-schedule-schedule-15-6","IPC2000","schedule","schedule-15-6",0,Inf,1,0,5,3,1,"NSG"
"772","IPC2000-schedule-schedule-15-7","IPC2000","schedule","schedule-15-7",0,Inf,1,0,5,3,1,"NSG"
"773","IPC2000-schedule-schedule-15-8","IPC2000","schedule","schedule-15-8",0,Inf,1,0,5,3,1,"NSG"
"774","IPC2000-schedule-schedule-15-9","IPC2000","schedule","schedule-15-9",0,Inf,1,0,5,3,1,"NSG"
"775","IPC2000-schedule-schedule-16-0","IPC2000","schedule","schedule-16-0",1,28,1,0,5,3,1,"SIG"
"776","IPC2000-schedule-schedule-16-1","IPC2000","schedule","schedule-16-1",1,26,1,0,5,3,1,"SIG"
"777","IPC2000-schedule-schedule-16-2","IPC2000","schedule","schedule-16-2",1,23,1,0,5,3,1,"SIG"
"778","IPC2000-schedule-schedule-16-3","IPC2000","schedule","schedule-16-3",0,Inf,1,0,5,3,1,"NSG"
"779","IPC2000-schedule-schedule-16-4","IPC2000","schedule","schedule-16-4",0,Inf,1,0,5,3,1,"NSG"
"780","IPC2000-schedule-schedule-16-5","IPC2000","schedule","schedule-16-5",0,Inf,1,0,5,3,1,"NSG"
"781","IPC2000-schedule-schedule-16-6","IPC2000","schedule","schedule-16-6",0,Inf,1,0,5,3,1,"NSG"
"782","IPC2000-schedule-schedule-16-7","IPC2000","schedule","schedule-16-7",0,Inf,1,0,5,3,1,"NSG"
"783","IPC2000-schedule-schedule-16-8","IPC2000","schedule","schedule-16-8",0,Inf,1,0,5,3,1,"NSG"
"784","IPC2000-schedule-schedule-16-9","IPC2000","schedule","schedule-16-9",0,Inf,1,0,5,3,1,"NSG"
"785","IPC2000-schedule-schedule-17-0","IPC2000","schedule","schedule-17-0",1,25,1,0,5,3,1,"SIG"
"786","IPC2000-schedule-schedule-17-1","IPC2000","schedule","schedule-17-1",1,24,1,0,5,3,1,"SIG"
"787","IPC2000-schedule-schedule-17-2","IPC2000","schedule","schedule-17-2",1,33,1,0,5,3,1,"SIG"
"788","IPC2000-schedule-schedule-17-3","IPC2000","schedule","schedule-17-3",0,Inf,1,0,5,3,1,"NSG"
"789","IPC2000-schedule-schedule-17-4","IPC2000","schedule","schedule-17-4",0,Inf,1,0,5,3,1,"NSG"
"790","IPC2000-schedule-schedule-17-5","IPC2000","schedule","schedule-17-5",0,Inf,1,0,5,3,1,"NSG"
"791","IPC2000-schedule-schedule-17-6","IPC2000","schedule","schedule-17-6",0,Inf,1,0,5,3,1,"NSG"
"792","IPC2000-schedule-schedule-17-7","IPC2000","schedule","schedule-17-7",0,Inf,1,0,5,3,1,"NSG"
"793","IPC2000-schedule-schedule-17-8","IPC2000","schedule","schedule-17-8",0,Inf,1,0,5,3,1,"NSG"
"794","IPC2000-schedule-schedule-17-9","IPC2000","schedule","schedule-17-9",0,Inf,1,0,5,3,1,"NSG"
"795","IPC2000-schedule-schedule-18-0","IPC2000","schedule","schedule-18-0",1,26,1,0,5,3,1,"SIG"
"796","IPC2000-schedule-schedule-18-1","IPC2000","schedule","schedule-18-1",1,33,1,0,5,3,1,"SIG"
"797","IPC2000-schedule-schedule-18-2","IPC2000","schedule","schedule-18-2",1,23,1,0,5,3,1,"SIG"
"798","IPC2000-schedule-schedule-18-3","IPC2000","schedule","schedule-18-3",0,Inf,1,0,5,3,1,"NSG"
"799","IPC2000-schedule-schedule-18-4","IPC2000","schedule","schedule-18-4",0,Inf,1,0,5,3,1,"NSG"
"800","IPC2000-schedule-schedule-18-5","IPC2000","schedule","schedule-18-5",0,Inf,1,0,5,3,1,"NSG"
"801","IPC2000-schedule-schedule-18-6","IPC2000","schedule","schedule-18-6",0,Inf,1,0,5,3,1,"NSG"
"802","IPC2000-schedule-schedule-18-7","IPC2000","schedule","schedule-18-7",0,Inf,1,0,5,3,1,"NSG"
"803","IPC2000-schedule-schedule-18-8","IPC2000","schedule","schedule-18-8",0,Inf,1,0,5,3,1,"NSG"
"804","IPC2000-schedule-schedule-18-9","IPC2000","schedule","schedule-18-9",0,Inf,1,0,5,3,1,"NSG"
"805","IPC2000-schedule-schedule-19-0","IPC2000","schedule","schedule-19-0",1,31,1,0,5,3,1,"SIG"
"806","IPC2000-schedule-schedule-19-1","IPC2000","schedule","schedule-19-1",1,33,1,0,5,3,1,"SIG"
"807","IPC2000-schedule-schedule-19-2","IPC2000","schedule","schedule-19-2",1,28,1,0,5,3,1,"SIG"
"808","IPC2000-schedule-schedule-19-3","IPC2000","schedule","schedule-19-3",0,Inf,1,0,5,3,1,"NSG"
"809","IPC2000-schedule-schedule-19-4","IPC2000","schedule","schedule-19-4",0,Inf,1,0,5,3,1,"NSG"
"810","IPC2000-schedule-schedule-19-5","IPC2000","schedule","schedule-19-5",0,Inf,1,0,5,3,1,"NSG"
"811","IPC2000-schedule-schedule-19-6","IPC2000","schedule","schedule-19-6",0,Inf,1,0,5,3,1,"NSG"
"812","IPC2000-schedule-schedule-19-7","IPC2000","schedule","schedule-19-7",0,Inf,1,0,5,3,1,"NSG"
"813","IPC2000-schedule-schedule-19-8","IPC2000","schedule","schedule-19-8",0,Inf,1,0,5,3,1,"NSG"
"814","IPC2000-schedule-schedule-19-9","IPC2000","schedule","schedule-19-9",0,Inf,1,0,5,3,1,"NSG"
"815","IPC2000-schedule-schedule-2-0","IPC2000","schedule","schedule-2-0",1,2,1,1,2,2,0,"SGCNP"
"816","IPC2000-schedule-schedule-2-1","IPC2000","schedule","schedule-2-1",1,2,1,1,1,1,1,"SGCP"
"817","IPC2000-schedule-schedule-2-2","IPC2000","schedule","schedule-2-2",1,2,1,1,1,1,1,"SGCP"
"818","IPC2000-schedule-schedule-2-3","IPC2000","schedule","schedule-2-3",0,Inf,1,1,3,3,1,"NSG"
"819","IPC2000-schedule-schedule-2-4","IPC2000","schedule","schedule-2-4",0,Inf,1,1,3,3,1,"NSG"
"820","IPC2000-schedule-schedule-2-5","IPC2000","schedule","schedule-2-5",0,Inf,1,1,1,1,1,"NSG"
"821","IPC2000-schedule-schedule-2-6","IPC2000","schedule","schedule-2-6",0,Inf,1,1,1,1,1,"NSG"
"822","IPC2000-schedule-schedule-2-7","IPC2000","schedule","schedule-2-7",0,Inf,1,1,1,1,1,"NSG"
"823","IPC2000-schedule-schedule-2-8","IPC2000","schedule","schedule-2-8",0,Inf,1,1,1,1,1,"NSG"
"824","IPC2000-schedule-schedule-2-9","IPC2000","schedule","schedule-2-9",0,Inf,1,1,2,2,1,"NSG"
"825","IPC2000-schedule-schedule-20-0","IPC2000","schedule","schedule-20-0",1,30,1,0,5,3,1,"SIG"
"826","IPC2000-schedule-schedule-20-1","IPC2000","schedule","schedule-20-1",1,38,1,0,5,3,1,"SIG"
"827","IPC2000-schedule-schedule-20-2","IPC2000","schedule","schedule-20-2",1,36,1,0,5,3,1,"SIG"
"828","IPC2000-schedule-schedule-20-3","IPC2000","schedule","schedule-20-3",0,Inf,1,0,5,3,1,"NSG"
"829","IPC2000-schedule-schedule-20-4","IPC2000","schedule","schedule-20-4",0,Inf,1,0,5,3,1,"NSG"
"830","IPC2000-schedule-schedule-20-5","IPC2000","schedule","schedule-20-5",0,Inf,1,0,5,3,1,"NSG"
"831","IPC2000-schedule-schedule-20-6","IPC2000","schedule","schedule-20-6",0,Inf,1,0,5,3,1,"NSG"
"832","IPC2000-schedule-schedule-20-7","IPC2000","schedule","schedule-20-7",0,Inf,1,0,5,3,1,"NSG"
"833","IPC2000-schedule-schedule-20-8","IPC2000","schedule","schedule-20-8",0,Inf,1,0,5,3,1,"NSG"
"834","IPC2000-schedule-schedule-20-9","IPC2000","schedule","schedule-20-9",0,Inf,1,0,5,3,1,"NSG"
"835","IPC2000-schedule-schedule-21-0","IPC2000","schedule","schedule-21-0",1,33,1,0,5,3,1,"SIG"
"836","IPC2000-schedule-schedule-21-1","IPC2000","schedule","schedule-21-1",1,29,1,0,5,3,1,"SIG"
"837","IPC2000-schedule-schedule-21-2","IPC2000","schedule","schedule-21-2",1,35,1,0,5,3,1,"SIG"
"838","IPC2000-schedule-schedule-21-3","IPC2000","schedule","schedule-21-3",0,Inf,1,0,5,3,1,"NSG"
"839","IPC2000-schedule-schedule-21-4","IPC2000","schedule","schedule-21-4",0,Inf,1,0,5,3,1,"NSG"
"840","IPC2000-schedule-schedule-21-5","IPC2000","schedule","schedule-21-5",0,Inf,1,0,5,3,1,"NSG"
"841","IPC2000-schedule-schedule-21-6","IPC2000","schedule","schedule-21-6",0,Inf,1,0,5,3,1,"NSG"
"842","IPC2000-schedule-schedule-21-7","IPC2000","schedule","schedule-21-7",0,Inf,1,0,5,3,1,"NSG"
"843","IPC2000-schedule-schedule-21-8","IPC2000","schedule","schedule-21-8",0,Inf,1,0,5,3,1,"NSG"
"844","IPC2000-schedule-schedule-21-9","IPC2000","schedule","schedule-21-9",0,Inf,1,0,5,3,1,"NSG"
"845","IPC2000-schedule-schedule-22-0","IPC2000","schedule","schedule-22-0",1,31,1,0,5,3,1,"SIG"
"846","IPC2000-schedule-schedule-22-1","IPC2000","schedule","schedule-22-1",1,35,1,0,5,3,1,"SIG"
"847","IPC2000-schedule-schedule-22-2","IPC2000","schedule","schedule-22-2",1,38,1,0,5,3,1,"SIG"
"848","IPC2000-schedule-schedule-22-3","IPC2000","schedule","schedule-22-3",0,Inf,1,0,5,3,1,"NSG"
"849","IPC2000-schedule-schedule-22-4","IPC2000","schedule","schedule-22-4",0,Inf,1,0,5,3,1,"NSG"
"850","IPC2000-schedule-schedule-22-5","IPC2000","schedule","schedule-22-5",0,Inf,1,0,5,3,1,"NSG"
"851","IPC2000-schedule-schedule-22-6","IPC2000","schedule","schedule-22-6",0,Inf,1,0,5,3,1,"NSG"
"852","IPC2000-schedule-schedule-22-7","IPC2000","schedule","schedule-22-7",0,Inf,1,0,5,3,1,"NSG"
"853","IPC2000-schedule-schedule-22-8","IPC2000","schedule","schedule-22-8",0,Inf,1,0,5,3,1,"NSG"
"854","IPC2000-schedule-schedule-22-9","IPC2000","schedule","schedule-22-9",0,Inf,1,0,5,3,1,"NSG"
"855","IPC2000-schedule-schedule-23-0","IPC2000","schedule","schedule-23-0",1,34,1,0,5,3,1,"SIG"
"856","IPC2000-schedule-schedule-23-1","IPC2000","schedule","schedule-23-1",1,45,1,0,5,3,1,"SIG"
"857","IPC2000-schedule-schedule-23-2","IPC2000","schedule","schedule-23-2",1,44,1,0,5,3,1,"SIG"
"858","IPC2000-schedule-schedule-23-3","IPC2000","schedule","schedule-23-3",0,Inf,1,0,5,3,1,"NSG"
"859","IPC2000-schedule-schedule-23-4","IPC2000","schedule","schedule-23-4",0,Inf,1,0,5,3,1,"NSG"
"860","IPC2000-schedule-schedule-23-5","IPC2000","schedule","schedule-23-5",0,Inf,1,0,5,3,1,"NSG"
"861","IPC2000-schedule-schedule-23-6","IPC2000","schedule","schedule-23-6",0,Inf,1,0,5,3,1,"NSG"
"862","IPC2000-schedule-schedule-23-7","IPC2000","schedule","schedule-23-7",0,Inf,1,0,5,3,1,"NSG"
"863","IPC2000-schedule-schedule-23-8","IPC2000","schedule","schedule-23-8",0,Inf,1,0,5,3,1,"NSG"
"864","IPC2000-schedule-schedule-23-9","IPC2000","schedule","schedule-23-9",0,Inf,1,0,5,3,1,"NSG"
"865","IPC2000-schedule-schedule-24-0","IPC2000","schedule","schedule-24-0",1,36,1,0,5,3,1,"SIG"
"866","IPC2000-schedule-schedule-24-1","IPC2000","schedule","schedule-24-1",1,42,1,0,5,3,1,"SIG"
"867","IPC2000-schedule-schedule-24-2","IPC2000","schedule","schedule-24-2",1,35,1,0,5,3,1,"SIG"
"868","IPC2000-schedule-schedule-24-3","IPC2000","schedule","schedule-24-3",0,Inf,1,0,5,3,1,"NSG"
"869","IPC2000-schedule-schedule-24-4","IPC2000","schedule","schedule-24-4",0,Inf,1,0,5,3,1,"NSG"
"870","IPC2000-schedule-schedule-24-5","IPC2000","schedule","schedule-24-5",0,Inf,1,0,5,3,1,"NSG"
"871","IPC2000-schedule-schedule-24-6","IPC2000","schedule","schedule-24-6",0,Inf,1,0,5,3,1,"NSG"
"872","IPC2000-schedule-schedule-24-7","IPC2000","schedule","schedule-24-7",0,Inf,1,0,5,3,1,"NSG"
"873","IPC2000-schedule-schedule-24-8","IPC2000","schedule","schedule-24-8",0,Inf,1,0,5,3,1,"NSG"
"874","IPC2000-schedule-schedule-24-9","IPC2000","schedule","schedule-24-9",0,Inf,1,0,5,3,1,"NSG"
"875","IPC2000-schedule-schedule-25-0","IPC2000","schedule","schedule-25-0",1,33,1,0,5,3,1,"SIG"
"876","IPC2000-schedule-schedule-25-1","IPC2000","schedule","schedule-25-1",1,41,1,0,5,3,1,"SIG"
"877","IPC2000-schedule-schedule-25-2","IPC2000","schedule","schedule-25-2",1,32,1,0,5,3,1,"SIG"
"878","IPC2000-schedule-schedule-25-3","IPC2000","schedule","schedule-25-3",0,Inf,1,0,5,3,1,"NSG"
"879","IPC2000-schedule-schedule-25-4","IPC2000","schedule","schedule-25-4",0,Inf,1,0,5,3,1,"NSG"
"880","IPC2000-schedule-schedule-25-5","IPC2000","schedule","schedule-25-5",0,Inf,1,0,5,3,1,"NSG"
"881","IPC2000-schedule-schedule-25-6","IPC2000","schedule","schedule-25-6",0,Inf,1,0,5,3,1,"NSG"
"882","IPC2000-schedule-schedule-25-7","IPC2000","schedule","schedule-25-7",0,Inf,1,0,5,3,1,"NSG"
"883","IPC2000-schedule-schedule-25-8","IPC2000","schedule","schedule-25-8",0,Inf,1,0,5,3,1,"NSG"
"884","IPC2000-schedule-schedule-25-9","IPC2000","schedule","schedule-25-9",0,Inf,1,0,5,3,1,"NSG"
"885","IPC2000-schedule-schedule-26-0","IPC2000","schedule","schedule-26-0",1,37,1,0,5,3,1,"SIG"
"886","IPC2000-schedule-schedule-26-1","IPC2000","schedule","schedule-26-1",1,44,1,0,5,3,1,"SIG"
"887","IPC2000-schedule-schedule-26-2","IPC2000","schedule","schedule-26-2",1,45,1,0,5,3,1,"SIG"
"888","IPC2000-schedule-schedule-26-3","IPC2000","schedule","schedule-26-3",0,Inf,1,0,5,3,1,"NSG"
"889","IPC2000-schedule-schedule-26-4","IPC2000","schedule","schedule-26-4",0,Inf,1,0,5,3,1,"NSG"
"890","IPC2000-schedule-schedule-26-5","IPC2000","schedule","schedule-26-5",0,Inf,1,0,5,3,1,"NSG"
"891","IPC2000-schedule-schedule-26-6","IPC2000","schedule","schedule-26-6",0,Inf,1,0,5,3,1,"NSG"
"892","IPC2000-schedule-schedule-26-7","IPC2000","schedule","schedule-26-7",0,Inf,1,0,5,3,1,"NSG"
"893","IPC2000-schedule-schedule-26-8","IPC2000","schedule","schedule-26-8",0,Inf,1,0,5,3,1,"NSG"
"894","IPC2000-schedule-schedule-26-9","IPC2000","schedule","schedule-26-9",0,Inf,1,0,5,3,1,"NSG"
"895","IPC2000-schedule-schedule-27-0","IPC2000","schedule","schedule-27-0",1,44,1,0,5,3,1,"SIG"
"896","IPC2000-schedule-schedule-27-1","IPC2000","schedule","schedule-27-1",1,51,1,0,5,3,1,"SIG"
"897","IPC2000-schedule-schedule-27-2","IPC2000","schedule","schedule-27-2",1,45,1,0,5,3,1,"SIG"
"898","IPC2000-schedule-schedule-27-3","IPC2000","schedule","schedule-27-3",0,Inf,1,0,5,3,1,"NSG"
"899","IPC2000-schedule-schedule-27-4","IPC2000","schedule","schedule-27-4",0,Inf,1,0,5,3,1,"NSG"
"900","IPC2000-schedule-schedule-27-5","IPC2000","schedule","schedule-27-5",0,Inf,1,0,5,3,1,"NSG"
"901","IPC2000-schedule-schedule-27-6","IPC2000","schedule","schedule-27-6",0,Inf,1,0,5,3,1,"NSG"
"902","IPC2000-schedule-schedule-27-7","IPC2000","schedule","schedule-27-7",0,Inf,1,0,5,3,1,"NSG"
"903","IPC2000-schedule-schedule-27-8","IPC2000","schedule","schedule-27-8",0,Inf,1,0,5,3,1,"NSG"
"904","IPC2000-schedule-schedule-27-9","IPC2000","schedule","schedule-27-9",0,Inf,1,0,5,3,1,"NSG"
"905","IPC2000-schedule-schedule-28-0","IPC2000","schedule","schedule-28-0",1,40,1,0,5,3,1,"SIG"
"906","IPC2000-schedule-schedule-28-1","IPC2000","schedule","schedule-28-1",1,40,1,0,5,3,1,"SIG"
"907","IPC2000-schedule-schedule-28-2","IPC2000","schedule","schedule-28-2",1,46,1,0,5,3,1,"SIG"
"908","IPC2000-schedule-schedule-28-3","IPC2000","schedule","schedule-28-3",0,Inf,1,0,5,3,1,"NSG"
"909","IPC2000-schedule-schedule-28-4","IPC2000","schedule","schedule-28-4",0,Inf,1,0,5,3,1,"NSG"
"910","IPC2000-schedule-schedule-28-5","IPC2000","schedule","schedule-28-5",0,Inf,1,0,5,3,1,"NSG"
"911","IPC2000-schedule-schedule-28-6","IPC2000","schedule","schedule-28-6",0,Inf,1,0,5,3,1,"NSG"
"912","IPC2000-schedule-schedule-28-7","IPC2000","schedule","schedule-28-7",0,Inf,1,0,5,3,1,"NSG"
"913","IPC2000-schedule-schedule-28-8","IPC2000","schedule","schedule-28-8",0,Inf,1,0,5,3,1,"NSG"
"914","IPC2000-schedule-schedule-28-9","IPC2000","schedule","schedule-28-9",0,Inf,1,0,5,3,1,"NSG"
"915","IPC2000-schedule-schedule-29-0","IPC2000","schedule","schedule-29-0",1,51,1,0,5,3,1,"SIG"
"916","IPC2000-schedule-schedule-29-1","IPC2000","schedule","schedule-29-1",1,52,1,0,5,3,1,"SIG"
"917","IPC2000-schedule-schedule-29-2","IPC2000","schedule","schedule-29-2",1,45,1,0,5,3,1,"SIG"
"918","IPC2000-schedule-schedule-29-3","IPC2000","schedule","schedule-29-3",0,Inf,1,0,5,3,1,"NSG"
"919","IPC2000-schedule-schedule-29-4","IPC2000","schedule","schedule-29-4",0,Inf,1,0,5,3,1,"NSG"
"920","IPC2000-schedule-schedule-29-5","IPC2000","schedule","schedule-29-5",0,Inf,1,0,5,3,1,"NSG"
"921","IPC2000-schedule-schedule-29-6","IPC2000","schedule","schedule-29-6",0,Inf,1,0,5,3,1,"NSG"
"922","IPC2000-schedule-schedule-29-7","IPC2000","schedule","schedule-29-7",0,Inf,1,0,5,3,1,"NSG"
"923","IPC2000-schedule-schedule-29-8","IPC2000","schedule","schedule-29-8",0,Inf,1,0,5,3,1,"NSG"
"924","IPC2000-schedule-schedule-29-9","IPC2000","schedule","schedule-29-9",0,Inf,1,0,5,3,1,"NSG"
"925","IPC2000-schedule-schedule-3-0","IPC2000","schedule","schedule-3-0",1,4,1,1,3,3,1,"SGCP"
"926","IPC2000-schedule-schedule-3-1","IPC2000","schedule","schedule-3-1",1,2,1,1,1,1,1,"SGCP"
"927","IPC2000-schedule-schedule-3-2","IPC2000","schedule","schedule-3-2",1,4,1,1,3,3,1,"SGCP"
"928","IPC2000-schedule-schedule-3-3","IPC2000","schedule","schedule-3-3",0,Inf,1,1,3,1,1,"NSG"
"929","IPC2000-schedule-schedule-3-4","IPC2000","schedule","schedule-3-4",0,Inf,1,1,1,1,1,"NSG"
"930","IPC2000-schedule-schedule-3-5","IPC2000","schedule","schedule-3-5",0,Inf,1,1,3,3,1,"NSG"
"931","IPC2000-schedule-schedule-3-6","IPC2000","schedule","schedule-3-6",0,Inf,1,1,3,3,1,"NSG"
"932","IPC2000-schedule-schedule-3-7","IPC2000","schedule","schedule-3-7",0,Inf,1,1,3,3,1,"NSG"
"933","IPC2000-schedule-schedule-3-8","IPC2000","schedule","schedule-3-8",0,Inf,1,1,3,3,1,"NSG"
"934","IPC2000-schedule-schedule-3-9","IPC2000","schedule","schedule-3-9",0,Inf,1,1,3,3,1,"NSG"
"935","IPC2000-schedule-schedule-30-0","IPC2000","schedule","schedule-30-0",1,55,1,0,5,3,1,"SIG"
"936","IPC2000-schedule-schedule-30-1","IPC2000","schedule","schedule-30-1",1,48,1,0,5,3,1,"SIG"
"937","IPC2000-schedule-schedule-30-2","IPC2000","schedule","schedule-30-2",1,42,1,0,5,3,1,"SIG"
"938","IPC2000-schedule-schedule-30-3","IPC2000","schedule","schedule-30-3",0,Inf,1,0,5,3,1,"NSG"
"939","IPC2000-schedule-schedule-30-4","IPC2000","schedule","schedule-30-4",0,Inf,1,0,5,3,1,"NSG"
"940","IPC2000-schedule-schedule-30-5","IPC2000","schedule","schedule-30-5",0,Inf,1,0,5,3,1,"NSG"
