"","pkey","com","dom","gn","solvedg","minSteps","graph","complete","gl","fap","parallel","GClass"
"211","IPC2000-blocks-BLOCKS-9-2","IPC2000","blocks","BLOCKS-9-2",1,26,1,1,26,18,0,"SGCNP"
"212","IPC2000-elevator-mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,17,1,0,13,6,1,"SIG"
"213","IPC2000-elevator-mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,17,1,0,14,6,1,"SIG"
"214","IPC2000-elevator-mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,17,1,0,13,6,1,"SIG"
"216","IPC2000-elevator-mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,15,1,1,10,6,1,"SGCP"
"218","IPC2000-elevator-mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,17,1,0,13,6,1,"SIG"
"220","IPC2000-elevator-mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,18,1,0,18,6,0,"SIG"
"221","IPC2000-elevator-mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,18,1,1,24,6,0,"SGCNP"
"222","IPC2000-elevator-mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,19,1,0,12,6,1,"SIG"
"224","IPC2000-elevator-mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,19,1,1,22,6,0,"SGCNP"
"225","IPC2000-elevator-mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,19,1,1,21,6,0,"SGCNP"
"226","IPC2000-elevator-mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,20,1,0,12,6,1,"SIG"
"228","IPC2000-elevator-mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,16,1,0,12,6,1,"SIG"
"230","IPC2000-elevator-mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,21,1,0,13,6,1,"SIG"
"231","IPC2000-elevator-mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,21,1,0,20,6,1,"SIG"
"232","IPC2000-elevator-mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,22,1,0,12,6,1,"SIG"
"234","IPC2000-elevator-mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,24,1,0,12,6,1,"SIG"
"236","IPC2000-elevator-mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,22,1,0,14,6,1,"SIG"
"237","IPC2000-elevator-mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,22,1,0,12,6,1,"SIG"
"238","IPC2000-elevator-mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,19,1,0,15,6,1,"SIG"
"239","IPC2000-elevator-mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,19,1,0,27,6,0,"SIG"
"240","IPC2000-elevator-mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,25,1,0,12,6,1,"SIG"
"241","IPC2000-elevator-mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,25,1,0,17,6,1,"SIG"
"242","IPC2000-elevator-mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,26,1,0,28,6,0,"SIG"
"243","IPC2000-elevator-mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,26,1,0,27,6,0,"SIG"
"244","IPC2000-elevator-mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,28,1,0,27,6,1,"SIG"
"246","IPC2000-elevator-mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,26,1,0,27,6,0,"SIG"
"247","IPC2000-elevator-mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,26,1,0,28,6,0,"SIG"
"248","IPC2000-elevator-mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,28,1,0,27,6,1,"SIG"
"250","IPC2000-elevator-mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,27,1,0,28,6,0,"SIG"
"251","IPC2000-elevator-mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,27,1,0,27,6,0,"SIG"
"252","IPC2000-elevator-mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,32,1,0,20,6,1,"SIG"
"254","IPC2000-elevator-mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,29,1,0,20,6,1,"SIG"
"256","IPC2000-elevator-mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,30,1,0,20,6,1,"SIG"
"258","IPC2000-elevator-mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,28,1,0,20,6,1,"SIG"
"260","IPC2000-elevator-mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,28,1,0,20,6,1,"SIG"
"262","IPC2000-elevator-mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,4,1,1,4,4,0,"SGCNP"
"264","IPC2000-elevator-mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,3,1,1,3,3,0,"SGCNP"
"266","IPC2000-elevator-mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,4,1,1,4,4,0,"SGCNP"
"268","IPC2000-elevator-mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,4,1,1,4,4,0,"SGCNP"
"270","IPC2000-elevator-mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,4,1,1,4,4,0,"SGCNP"
"272","IPC2000-elevator-mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,33,1,0,15,6,1,"SIG"
"274","IPC2000-elevator-mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,29,1,0,15,6,1,"SIG"
"276","IPC2000-elevator-mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,33,1,0,15,6,1,"SIG"
"278","IPC2000-elevator-mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,35,1,0,15,6,1,"SIG"
"280","IPC2000-elevator-mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,30,1,0,15,6,1,"SIG"
"282","IPC2000-elevator-mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,37,1,0,14,6,1,"SIG"
"284","IPC2000-elevator-mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,35,1,0,13,6,1,"SIG"
"286","IPC2000-elevator-mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,38,1,0,14,6,1,"SIG"
"288","IPC2000-elevator-mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,36,1,0,13,6,1,"SIG"
"290","IPC2000-elevator-mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,35,1,0,13,6,1,"SIG"
"292","IPC2000-elevator-mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,38,1,0,13,6,1,"SIG"
"294","IPC2000-elevator-mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,40,1,0,13,6,1,"SIG"
"296","IPC2000-elevator-mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,39,1,0,13,6,1,"SIG"
"298","IPC2000-elevator-mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,40,1,0,13,6,1,"SIG"
"300","IPC2000-elevator-mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,41,1,0,13,6,1,"SIG"
"302","IPC2000-elevator-mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,44,1,0,13,6,1,"SIG"
"304","IPC2000-elevator-mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,42,1,0,13,6,1,"SIG"
"306","IPC2000-elevator-mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,42,1,0,13,6,1,"SIG"
"308","IPC2000-elevator-mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,42,1,0,13,6,1,"SIG"
"310","IPC2000-elevator-mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,41,1,0,13,6,1,"SIG"
"312","IPC2000-elevator-mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,45,1,0,13,6,1,"SIG"
"314","IPC2000-elevator-mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,48,1,0,13,6,1,"SIG"
"316","IPC2000-elevator-mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,49,1,0,13,6,1,"SIG"
"318","IPC2000-elevator-mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,40,1,0,13,6,1,"SIG"
"320","IPC2000-elevator-mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,47,1,0,13,6,1,"SIG"
"322","IPC2000-elevator-mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,42,1,0,13,6,1,"SIG"
"324","IPC2000-elevator-mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,52,1,0,13,6,1,"SIG"
"326","IPC2000-elevator-mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,51,1,0,13,6,1,"SIG"
"328","IPC2000-elevator-mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,48,1,0,13,6,1,"SIG"
"330","IPC2000-elevator-mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,46,1,0,13,6,1,"SIG"
"332","IPC2000-elevator-mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,54,1,0,13,6,1,"SIG"
"334","IPC2000-elevator-mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,52,1,0,13,6,1,"SIG"
"336","IPC2000-elevator-mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,56,1,0,13,6,1,"SIG"
"338","IPC2000-elevator-mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,49,1,0,13,6,1,"SIG"
"340","IPC2000-elevator-mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,54,1,0,13,6,1,"SIG"
"342","IPC2000-elevator-mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,59,1,0,12,6,1,"SIG"
"344","IPC2000-elevator-mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,55,1,0,12,6,1,"SIG"
"346","IPC2000-elevator-mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,58,1,0,12,6,1,"SIG"
"348","IPC2000-elevator-mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,56,1,0,12,6,1,"SIG"
"350","IPC2000-elevator-mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,54,1,0,12,6,1,"SIG"
"352","IPC2000-elevator-mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,63,1,0,11,6,1,"SIG"
"354","IPC2000-elevator-mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,56,1,0,12,6,1,"SIG"
"356","IPC2000-elevator-mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,60,1,0,12,6,1,"SIG"
"358","IPC2000-elevator-mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,58,1,0,12,6,1,"SIG"
"360","IPC2000-elevator-mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,58,1,0,12,6,1,"SIG"
"362","IPC2000-elevator-mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,64,1,0,11,6,1,"SIG"
"364","IPC2000-elevator-mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,64,1,0,11,6,1,"SIG"
"366","IPC2000-elevator-mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,62,1,0,11,6,1,"SIG"
"368","IPC2000-elevator-mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,66,1,0,11,6,1,"SIG"
"370","IPC2000-elevator-mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,64,1,0,11,6,1,"SIG"
"372","IPC2000-elevator-mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,7,1,1,6,6,1,"SGCP"
"374","IPC2000-elevator-mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,7,1,1,6,5,1,"SGCP"
"376","IPC2000-elevator-mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,7,1,1,6,5,1,"SGCP"
"378","IPC2000-elevator-mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,7,1,1,6,5,1,"SGCP"
"380","IPC2000-elevator-mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,7,1,1,6,6,1,"SGCP"
"382","IPC2000-elevator-mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,56,1,0,10,6,1,"SIG"
"384","IPC2000-elevator-mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,69,1,0,10,6,1,"SIG"
"386","IPC2000-elevator-mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,60,1,0,10,6,1,"SIG"
"388","IPC2000-elevator-mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,64,1,0,10,6,1,"SIG"
"390","IPC2000-elevator-mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,65,1,0,10,6,1,"SIG"
"392","IPC2000-elevator-mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,70,1,0,10,6,1,"SIG"
"394","IPC2000-elevator-mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,70,1,0,10,6,1,"SIG"
"396","IPC2000-elevator-mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,69,1,0,10,6,1,"SIG"
"398","IPC2000-elevator-mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,68,1,0,10,6,1,"SIG"
"400","IPC2000-elevator-mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,69,1,0,10,6,1,"SIG"
"402","IPC2000-elevator-mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,76,1,0,10,6,1,"SIG"
"404","IPC2000-elevator-mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,73,1,0,10,6,1,"SIG"
"406","IPC2000-elevator-mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2","IPC2000","elevator","mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2",1,74,1,0,10,6,1,"SIG"
"408","IPC2000-elevator-mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3","IPC2000","elevator","mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3",1,72,1,0,10,6,1,"SIG"
"410","IPC2000-elevator-mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4","IPC2000","elevator","mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4",1,70,1,0,10,6,1,"SIG"
"412","IPC2000-elevator-mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0","IPC2000","elevator","mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0",1,74,1,0,9,6,1,"SIG"
"414","IPC2000-elevator-mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1","IPC2000","elevator","mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1",1,78,1,0,9,6,1,"SIG"
