"","com","planner","dom","gn","Class","Cfactor","Cresp","Ctran","R2","Dist","MahaDist","MahaOut","CookDist","CookOut","Disc"
"7151","IPC2000","mips","schedule","schedule-7-1",1,"D","Time","D^-5vTime^-0.2",0.0671981132054029,-295093.490429229,2.04168329821012,0,0.0403364802188836,0,0
"7153","IPC2000","hsp","schedule","schedule-7-1",1,"D","Time","D^-5vTime^-0.2",0.100750651854265,-69781.8013939406,1.78850316532397,0,0.026413083421374,0,0
"7154","IPC2000","hsp","schedule","schedule-7-2",1,"D","Time","D^-5vTime^-0.2",0.100750651854265,-385851.799837629,1.97264105656257,0,0.0322792349152274,0,0
"7155","IPC2000","ipp","schedule","schedule-7-2",0,"D","Time","D^-5vTime^-0.2",0.225505933220943,0,0.407488004910033,0,0.00195273832839089,0,0
"7156","IPC2000","mips","schedule","schedule-7-2",1,"D","Time","D^-5vTime^-0.2",0.0671981132054029,-279160.315631071,2.11637284510204,0,0.0374106442110695,0,0
"7159","IPC2000","ff","schedule","schedule-7-2",0,"D","Time","D^-5vTime^-0.2",0.0848873925841421,0,0.421587713590807,0,0.000829923048817901,0,0
"7203","IPC2000","ff","schedule","schedule-8-0",0,"D","Time","D^-5vTime^-0.2",0.0848873925841421,0,0.653446264527972,0,0.00317333029208533,0,0
"7204","IPC2000","ipp","schedule","schedule-8-0",0,"D","Time","D^-5vTime^-0.2",0.225505933220943,0,0.522663121585598,0,0.00136366133310363,0,2
"7206","IPC2000","hsp","schedule","schedule-8-0",1,"D","Time","D^-5vTime^-0.2",0.100750651854265,-25101.8013867101,1.64512336330003,0,0.0222430204694396,0,0
"7209","IPC2000","ff","schedule","schedule-8-1",0,"D","Time","D^-5vTime^-0.2",0.0848873925841421,0,0.651446467868132,0,0.00315918465978524,0,0
"7211","IPC2000","ipp","schedule","schedule-8-1",2,"D","Time","D^-5vTime^-0.2",0.225505933220943,5402.93238362664,1.3215379478792,0,0.0207794836548824,0,2
"7214","IPC2000","ipp","schedule","schedule-8-2",0,"D","Time","D^-5vTime^-0.2",0.225505933220943,0,0.435749576645708,0,0.000183648783143809,0,0
"7216","IPC2000","ff","schedule","schedule-8-2",0,"D","Time","D^-5vTime^-0.2",0.0848873925841421,0,0.851893495215445,0,0.00599534304017364,0,0
"7270","IPC2000","ipp","schedule","schedule-9-1",0,"D","Time","D^-5vTime^-0.2",0.225505933220943,0,1.06966173029389,0,0.0137079858018804,0,2
"7271","IPC2000","hsp","schedule","schedule-9-1",1,"D","Time","D^-5vTime^-0.2",0.100750651854265,-1466931.80138839,2.07878971351845,0,0.0359220973143949,1,0
"7272","IPC2000","ff","schedule","schedule-9-1",0,"D","Time","D^-5vTime^-0.2",0.0848873925841421,0,0.85189705998706,0,0.00599538811229967,0,0
"7274","IPC2000","ipp","schedule","schedule-9-2",2,"D","Time","D^-5vTime^-0.2",0.225505933220943,15524.8367809263,1.62300429045469,0,0.0313416383933964,0,2
"7277","IPC2000","ff","schedule","schedule-9-2",0,"D","Time","D^-5vTime^-0.2",0.0848873925841421,0,0.850204723852572,0,0.00597402089588682,0,0
