com,dom,gn,fap,pl,gl
IPC2000,logistics,logistics-37-0,0,0,0
IPC2000,logistics,logistics-37-0,9,0,12
IPC2000,logistics,logistics-37-1,9,0,11
IPC2000,logistics,logistics-37-1,0,0,0
IPC2000,logistics,logistics-38-0,9,0,11
IPC2000,logistics,logistics-38-0,0,0,0
IPC2000,logistics,logistics-38-1,9,0,11
IPC2000,logistics,logistics-38-1,0,0,0
IPC2000,logistics,logistics-39-0,9,0,11
IPC2000,logistics,logistics-39-0,0,0,0
IPC2000,logistics,logistics-39-1,9,0,11
IPC2000,logistics,logistics-39-1,0,0,0
IPC2000,logistics,logistics-4-0,9,20,9
IPC2000,logistics,logistics-4-0,0,0,0
IPC2000,logistics,logistics-40-0,0,0,0
IPC2000,logistics,logistics-40-0,9,0,11
IPC2000,logistics,logistics-40-1,9,0,11
IPC2000,logistics,logistics-40-1,0,0,0
IPC2000,logistics,logistics-4-1,0,0,0
IPC2000,logistics,logistics-4-1,9,19,9
IPC2000,logistics,logistics-41-0,9,0,11
IPC2000,logistics,logistics-41-0,0,0,0
IPC2000,logistics,logistics-41-1,0,0,0
IPC2000,logistics,logistics-41-1,9,0,11
IPC2000,logistics,logistics-4-2,9,15,9
IPC2000,logistics,logistics-4-2,0,0,0
IPC2000,logistics,logistics-42-0,9,0,11
IPC2000,logistics,logistics-42-1,9,0,10
IPC2000,logistics,logistics-43-0,9,0,10
IPC2000,logistics,logistics-43-1,9,0,10
IPC2000,logistics,logistics-44-0,9,0,10
IPC2000,logistics,logistics-44-1,9,0,10
IPC2000,logistics,logistics-45-0,9,0,10
IPC2000,logistics,logistics-45-1,9,0,10
IPC2000,logistics,logistics-46-0,9,0,10
IPC2000,logistics,logistics-46-1,9,0,10
IPC2000,logistics,logistics-47-0,9,0,10
IPC2000,logistics,logistics-47-1,9,0,10
IPC2000,logistics,logistics-48-0,9,0,10
IPC2000,logistics,logistics-48-1,9,0,10
IPC2000,logistics,logistics-49-0,9,0,9
IPC2000,logistics,logistics-49-1,9,0,9
IPC2000,logistics,logistics-5-0,9,27,9
IPC2000,logistics,logistics-5-0,0,0,0
IPC2000,logistics,logistics-50-0,9,0,9
IPC2000,logistics,logistics-50-1,9,0,9
IPC2000,logistics,logistics-5-1,9,17,9
IPC2000,logistics,logistics-5-1,0,0,0
IPC2000,logistics,logistics-51-0,9,0,9
IPC2000,logistics,logistics-51-1,9,0,9
IPC2000,logistics,logistics-5-2,3,8,3
IPC2000,logistics,logistics-5-2,0,0,0
IPC2000,logistics,logistics-52-0,9,0,9
IPC2000,logistics,logistics-52-1,9,0,9
IPC2000,logistics,logistics-53-0,9,0,9
IPC2000,logistics,logistics-53-1,9,0,9
IPC2000,logistics,logistics-54-0,9,0,9
IPC2000,logistics,logistics-54-1,9,0,9
IPC2000,logistics,logistics-55-0,9,0,9
IPC2000,logistics,logistics-55-1,9,0,9
IPC2000,logistics,logistics-56-0,9,0,9
IPC2000,logistics,logistics-56-1,9,0,9
IPC2000,logistics,logistics-57-0,9,0,9
IPC2000,logistics,logistics-57-1,9,0,9
IPC2000,logistics,logistics-58-0,9,0,9
IPC2000,logistics,logistics-58-1,9,0,9
IPC2000,logistics,logistics-59-0,9,0,9
IPC2000,logistics,logistics-59-1,9,0,9
IPC2000,logistics,logistics-6-0,0,0,0
IPC2000,logistics,logistics-6-0,9,25,9
IPC2000,logistics,logistics-60-0,9,0,9
IPC2000,logistics,logistics-60-1,9,0,9
IPC2000,logistics,logistics-6-1,9,14,9
IPC2000,logistics,logistics-6-1,0,0,0
IPC2000,logistics,logistics-61-0,0,0,0
IPC2000,logistics,logistics-61-1,0,0,0
IPC2000,logistics,logistics-6-2,9,26,9
IPC2000,logistics,logistics-6-2,0,0,0
IPC2000,logistics,logistics-62-0,0,0,0
IPC2000,logistics,logistics-62-1,0,0,0
IPC2000,logistics,logistics-6-3,0,0,0
IPC2000,logistics,logistics-63-0,0,0,0
IPC2000,logistics,logistics-63-1,0,0,0
IPC2000,logistics,logistics-64-0,0,0,0
IPC2000,logistics,logistics-64-1,0,0,0
IPC2000,logistics,logistics-65-0,0,0,0
IPC2000,logistics,logistics-65-1,0,0,0
IPC2000,logistics,logistics-66-0,0,0,0
IPC2000,logistics,logistics-66-1,0,0,0
IPC2000,logistics,logistics-67-0,0,0,0
IPC2000,logistics,logistics-67-1,0,0,0
IPC2000,logistics,logistics-68-0,0,0,0
IPC2000,logistics,logistics-68-1,0,0,0
IPC2000,logistics,logistics-6-9,10,25,11
IPC2000,logistics,logistics-6-9,10,25,11
IPC2000,logistics,logistics-69-0,0,0,0
IPC2000,logistics,logistics-69-1,0,0,0
IPC2000,logistics,logistics-7-0,0,0,0
IPC2000,logistics,logistics-7-0,10,38,12
IPC2000,logistics,logistics-70-0,0,0,0
IPC2000,logistics,logistics-70-1,0,0,0
IPC2000,logistics,logistics-7-1,10,45,13
IPC2000,logistics,logistics-7-1,0,0,0
IPC2000,logistics,logistics-71-0,0,0,0
IPC2000,logistics,logistics-71-1,0,0,0
IPC2000,logistics,logistics-72-0,0,0,0
IPC2000,logistics,logistics-72-1,0,0,0
IPC2000,logistics,logistics-73-0,0,0,0
IPC2000,logistics,logistics-73-1,0,0,0
IPC2000,logistics,logistics-74-0,0,0,0
IPC2000,logistics,logistics-74-1,0,0,0
IPC2000,logistics,logistics-75-0,0,0,0
IPC2000,logistics,logistics-75-1,0,0,0
IPC2000,logistics,logistics-76-0,0,0,0
IPC2000,logistics,logistics-76-1,0,0,0
IPC2000,logistics,logistics-77-0,0,0,0
IPC2000,logistics,logistics-77-1,0,0,0
IPC2000,logistics,logistics-78-0,0,0,0
IPC2000,logistics,logistics-78-1,0,0,0
IPC2000,logistics,logistics-79-0,0,0,0
IPC2000,logistics,logistics-79-1,0,0,0
IPC2000,logistics,logistics-8-0,9,31,11
IPC2000,logistics,logistics-8-0,0,0,0
IPC2000,logistics,logistics-80-0,0,0,0
IPC2000,logistics,logistics-80-1,0,0,0
IPC2000,logistics,logistics-8-1,0,0,0
IPC2000,logistics,logistics-8-1,10,46,12
IPC2000,logistics,logistics-81-0,0,0,0
IPC2000,logistics,logistics-81-1,0,0,0
IPC2000,logistics,logistics-82-0,0,0,0
IPC2000,logistics,logistics-82-1,0,0,0
IPC2000,logistics,logistics-83-0,0,0,0
IPC2000,logistics,logistics-83-1,0,0,0
IPC2000,logistics,logistics-84-0,0,0,0
IPC2000,logistics,logistics-84-1,0,0,0
IPC2000,logistics,logistics-85-0,0,0,0
IPC2000,logistics,logistics-85-1,0,0,0
IPC2000,logistics,logistics-86-0,0,0,0
IPC2000,logistics,logistics-86-1,0,0,0
IPC2000,logistics,logistics-87-0,0,0,0
IPC2000,logistics,logistics-87-1,0,0,0
IPC2000,logistics,logistics-88-0,0,0,0
IPC2000,logistics,logistics-88-1,0,0,0
IPC2000,logistics,logistics-89-0,0,0,0
IPC2000,logistics,logistics-89-1,0,0,0
IPC2000,logistics,logistics-9-0,0,0,0
IPC2000,logistics,logistics-9-0,10,36,11
IPC2000,logistics,logistics-90-0,0,0,0
IPC2000,logistics,logistics-90-1,0,0,0
IPC2000,logistics,logistics-9-1,9,31,10
IPC2000,logistics,logistics-9-1,0,0,0
IPC2000,logistics,logistics-91-0,0,0,0
IPC2000,logistics,logistics-91-1,0,0,0
IPC2000,logistics,logistics-92-0,0,0,0
IPC2000,logistics,logistics-92-1,0,0,0
IPC2000,logistics,logistics-93-0,0,0,0
IPC2000,logistics,logistics-93-1,0,0,0
IPC2000,logistics,logistics-94-0,0,0,0
IPC2000,logistics,logistics-94-1,0,0,0
IPC2000,logistics,logistics-95-0,0,0,0
IPC2000,logistics,logistics-95-1,0,0,0
IPC2000,logistics,logistics-96-0,0,0,0
IPC2000,logistics,logistics-96-1,0,0,0
IPC2000,logistics,logistics-97-0,0,0,0
IPC2000,logistics,logistics-97-1,0,0,0
IPC2000,logistics,logistics-98-0,0,0,0
IPC2000,logistics,logistics-98-1,0,0,0
IPC2000,logistics,logistics-99-0,0,0,0
IPC2000,logistics,logistics-99-1,0,0,0
IPC2000,logistics,log-x-1,9,27,9
IPC2000,logistics,log-x-1,9,27,9
IPC2000,logistics,log-x-1,0,0,0
IPC2000,logistics,log-x-2,0,0,0
IPC2000,logistics,log-x-2,7,32,7
IPC2000,logistics,log-x-2,7,32,7
IPC2000,logistics,log-x-3,0,0,0
IPC2000,logistics,log-x-3,10,0,13
IPC2000,logistics,log-x-3,10,0,13
IPC2000,logistics,log-x-4,0,0,0
IPC2000,logistics,log-x-4,10,0,13
IPC2000,logistics,log-x-4,10,0,13
IPC2000,schedule,schedule-10-0,3,0,6
IPC2000,schedule,schedule-10-1,3,0,6
IPC2000,schedule,schedule-10-2,3,0,6
IPC2000,schedule,schedule-10-3,3,0,6
IPC2000,schedule,schedule-10-4,3,16,4
IPC2000,schedule,schedule-10-5,3,19,3
IPC2000,schedule,schedule-10-6,3,20,4
IPC2000,schedule,schedule-10-7,3,0,6
IPC2000,schedule,schedule-10-8,3,0,6
IPC2000,schedule,schedule-10-9,3,0,6
IPC2000,schedule,schedule-11-0,3,0,6
IPC2000,schedule,schedule-11-1,3,19,3
IPC2000,schedule,schedule-11-2,3,0,6
IPC2000,schedule,schedule-11-3,3,18,5
IPC2000,schedule,schedule-11-4,3,0,6
IPC2000,schedule,schedule-11-5,3,0,6
IPC2000,schedule,schedule-11-6,3,0,6
IPC2000,schedule,schedule-11-7,3,0,6
IPC2000,schedule,schedule-11-8,3,0,6
IPC2000,schedule,schedule-11-9,3,0,6
IPC2000,schedule,schedule-12-0,3,0,6
IPC2000,schedule,schedule-12-1,3,21,3
IPC2000,schedule,schedule-12-2,3,0,6
IPC2000,schedule,schedule-12-3,3,0,6
IPC2000,schedule,schedule-12-4,3,0,6
IPC2000,schedule,schedule-12-5,3,0,6
IPC2000,schedule,schedule-12-6,3,0,6
IPC2000,schedule,schedule-12-7,3,0,6
IPC2000,schedule,schedule-12-8,3,0,6
IPC2000,schedule,schedule-12-9,3,0,6
IPC2000,schedule,schedule-13-0,3,0,5
IPC2000,schedule,schedule-13-1,3,0,5
IPC2000,schedule,schedule-13-2,3,0,6
IPC2000,schedule,schedule-13-3,3,0,5
IPC2000,schedule,schedule-13-4,3,0,6
IPC2000,schedule,schedule-13-5,3,0,6
IPC2000,schedule,schedule-13-6,3,0,5
IPC2000,schedule,schedule-13-7,3,0,5
IPC2000,schedule,schedule-13-8,3,0,5
IPC2000,schedule,schedule-13-9,3,0,5
IPC2000,schedule,schedule-14-0,3,0,5
IPC2000,schedule,schedule-14-1,3,0,5
IPC2000,schedule,schedule-14-2,3,0,5
IPC2000,schedule,schedule-14-3,3,0,5
IPC2000,schedule,schedule-14-4,3,0,5
IPC2000,schedule,schedule-14-5,3,0,5
IPC2000,schedule,schedule-14-6,3,0,5
IPC2000,schedule,schedule-14-7,3,0,5
IPC2000,schedule,schedule-14-8,3,0,5
IPC2000,schedule,schedule-14-9,3,0,5
IPC2000,schedule,schedule-15-0,3,0,5
IPC2000,schedule,schedule-15-1,3,0,5
IPC2000,schedule,schedule-15-2,3,0,5
IPC2000,schedule,schedule-15-3,3,0,5
IPC2000,schedule,schedule-15-4,3,0,5
IPC2000,schedule,schedule-15-5,3,0,5
IPC2000,schedule,schedule-15-6,3,0,5
IPC2000,schedule,schedule-15-7,3,0,5
IPC2000,schedule,schedule-15-8,3,0,5
IPC2000,schedule,schedule-15-9,3,0,5
IPC2000,schedule,schedule-16-0,3,0,5
IPC2000,schedule,schedule-16-1,3,0,5
IPC2000,schedule,schedule-16-2,3,0,5
IPC2000,schedule,schedule-16-3,3,0,5
IPC2000,schedule,schedule-16-4,3,0,5
IPC2000,schedule,schedule-16-5,3,0,5
IPC2000,schedule,schedule-16-6,3,0,5
IPC2000,schedule,schedule-16-7,3,0,5
IPC2000,schedule,schedule-16-8,3,0,5
IPC2000,schedule,schedule-16-9,3,0,5
IPC2000,schedule,schedule-17-0,3,0,5
IPC2000,schedule,schedule-17-1,3,0,5
IPC2000,schedule,schedule-17-2,3,0,5
IPC2000,schedule,schedule-17-3,3,0,5
IPC2000,schedule,schedule-17-4,3,0,5
IPC2000,schedule,schedule-17-5,3,0,5
IPC2000,schedule,schedule-17-6,3,0,5
IPC2000,schedule,schedule-17-7,3,0,5
IPC2000,schedule,schedule-17-8,3,0,5
IPC2000,schedule,schedule-17-9,3,0,5
IPC2000,schedule,schedule-18-0,3,0,5
IPC2000,schedule,schedule-18-1,3,0,5
IPC2000,schedule,schedule-18-2,3,0,5
IPC2000,schedule,schedule-18-3,3,0,5
IPC2000,schedule,schedule-18-4,3,0,5
IPC2000,schedule,schedule-18-5,3,0,5
IPC2000,schedule,schedule-18-6,3,0,5
IPC2000,schedule,schedule-18-7,3,0,5
IPC2000,schedule,schedule-18-8,3,0,5
IPC2000,schedule,schedule-18-9,3,0,5
IPC2000,schedule,schedule-19-0,3,0,5
IPC2000,schedule,schedule-19-1,3,0,5
IPC2000,schedule,schedule-19-2,3,0,5
IPC2000,schedule,schedule-19-3,3,0,5
IPC2000,schedule,schedule-19-4,3,0,5
IPC2000,schedule,schedule-19-5,3,0,5
IPC2000,schedule,schedule-19-6,3,0,5
IPC2000,schedule,schedule-19-7,3,0,5
IPC2000,schedule,schedule-19-8,3,0,5
IPC2000,schedule,schedule-19-9,3,0,5
IPC2000,schedule,schedule-2-0,2,3,2
IPC2000,schedule,schedule-20-0,3,0,5
IPC2000,schedule,schedule-20-1,3,0,5
IPC2000,schedule,schedule-20-2,3,0,5
IPC2000,schedule,schedule-20-3,3,0,5
IPC2000,schedule,schedule-20-4,3,0,5
IPC2000,schedule,schedule-20-5,3,0,5
IPC2000,schedule,schedule-20-6,3,0,5
IPC2000,schedule,schedule-20-7,3,0,5
IPC2000,schedule,schedule-20-8,3,0,5
IPC2000,schedule,schedule-20-9,3,0,5
IPC2000,schedule,schedule-2-1,1,2,1
IPC2000,schedule,schedule-21-0,3,0,5
IPC2000,schedule,schedule-21-1,3,0,5
IPC2000,schedule,schedule-21-2,3,0,5
IPC2000,schedule,schedule-21-3,3,0,5
IPC2000,schedule,schedule-21-4,3,0,5
IPC2000,schedule,schedule-21-5,3,0,5
IPC2000,schedule,schedule-21-6,3,0,5
IPC2000,schedule,schedule-21-7,3,0,5
IPC2000,schedule,schedule-21-8,3,0,5
IPC2000,schedule,schedule-21-9,3,0,5
IPC2000,schedule,schedule-2-2,1,2,1
IPC2000,schedule,schedule-22-0,3,0,5
IPC2000,schedule,schedule-22-1,3,0,5
IPC2000,schedule,schedule-22-2,3,0,5
IPC2000,schedule,schedule-22-3,3,0,5
IPC2000,schedule,schedule-22-4,3,0,5
IPC2000,schedule,schedule-22-5,3,0,5
IPC2000,schedule,schedule-22-6,3,0,5
IPC2000,schedule,schedule-22-7,3,0,5
IPC2000,schedule,schedule-22-8,3,0,5
IPC2000,schedule,schedule-22-9,3,0,5
IPC2000,schedule,schedule-2-3,3,3,3
IPC2000,schedule,schedule-23-0,3,0,5
IPC2000,schedule,schedule-23-1,3,0,5
IPC2000,schedule,schedule-23-2,3,0,5
IPC2000,schedule,schedule-23-3,3,0,5
IPC2000,schedule,schedule-23-4,3,0,5
IPC2000,schedule,schedule-23-5,3,0,5
IPC2000,schedule,schedule-23-6,3,0,5
IPC2000,schedule,schedule-23-7,3,0,5
IPC2000,schedule,schedule-23-8,3,0,5
IPC2000,schedule,schedule-23-9,3,0,5
IPC2000,schedule,schedule-2-4,3,4,3
IPC2000,schedule,schedule-24-0,3,0,5
IPC2000,schedule,schedule-24-1,3,0,5
IPC2000,schedule,schedule-24-2,3,0,5
IPC2000,schedule,schedule-24-3,3,0,5
IPC2000,schedule,schedule-24-4,3,0,5
IPC2000,schedule,schedule-24-5,3,0,5
IPC2000,schedule,schedule-24-6,3,0,5
IPC2000,schedule,schedule-24-7,3,0,5
IPC2000,schedule,schedule-24-8,3,0,5
IPC2000,schedule,schedule-24-9,3,0,5
IPC2000,schedule,schedule-2-5,1,2,1
IPC2000,schedule,schedule-25-0,3,0,5
IPC2000,schedule,schedule-25-1,3,0,5
IPC2000,schedule,schedule-25-2,3,0,5
IPC2000,schedule,schedule-25-3,3,0,5
IPC2000,schedule,schedule-25-4,3,0,5
IPC2000,schedule,schedule-25-5,3,0,5
IPC2000,schedule,schedule-25-6,3,0,5
IPC2000,schedule,schedule-25-7,3,0,5
IPC2000,schedule,schedule-25-8,3,0,5
IPC2000,schedule,schedule-25-9,3,0,5
IPC2000,schedule,schedule-2-6,1,2,1
IPC2000,schedule,schedule-26-0,3,0,5
IPC2000,schedule,schedule-26-1,3,0,5
IPC2000,schedule,schedule-26-2,3,0,5
IPC2000,schedule,schedule-26-3,3,0,5
IPC2000,schedule,schedule-26-4,3,0,5
IPC2000,schedule,schedule-26-5,3,0,5
IPC2000,schedule,schedule-26-6,3,0,5
IPC2000,schedule,schedule-26-7,3,0,5
IPC2000,schedule,schedule-26-8,3,0,5
IPC2000,schedule,schedule-26-9,3,0,5
IPC2000,schedule,schedule-2-7,1,2,1
IPC2000,schedule,schedule-27-0,3,0,5
IPC2000,schedule,schedule-27-1,3,0,5
IPC2000,schedule,schedule-27-2,3,0,5
IPC2000,schedule,schedule-27-3,3,0,5
IPC2000,schedule,schedule-27-4,3,0,5
IPC2000,schedule,schedule-27-5,3,0,5
IPC2000,schedule,schedule-27-6,3,0,5
IPC2000,schedule,schedule-27-7,3,0,5
IPC2000,schedule,schedule-27-8,3,0,5
IPC2000,schedule,schedule-27-9,3,0,5
IPC2000,schedule,schedule-2-8,1,2,1
IPC2000,schedule,schedule-28-0,3,0,5
IPC2000,schedule,schedule-28-1,3,0,5
IPC2000,schedule,schedule-28-2,3,0,5
IPC2000,schedule,schedule-28-3,3,0,5
IPC2000,schedule,schedule-28-4,3,0,5
IPC2000,schedule,schedule-28-5,3,0,5
IPC2000,schedule,schedule-28-6,3,0,5
IPC2000,schedule,schedule-28-7,3,0,5
IPC2000,schedule,schedule-28-8,3,0,5
IPC2000,schedule,schedule-28-9,3,0,5
IPC2000,schedule,schedule-2-9,2,3,2
IPC2000,schedule,schedule-29-0,3,0,5
IPC2000,schedule,schedule-29-1,3,0,5
IPC2000,schedule,schedule-29-2,3,0,5
IPC2000,schedule,schedule-29-3,3,0,5
IPC2000,schedule,schedule-29-4,3,0,5
IPC2000,schedule,schedule-29-5,3,0,5
IPC2000,schedule,schedule-29-6,3,0,5
IPC2000,schedule,schedule-29-7,3,0,5
IPC2000,schedule,schedule-29-8,3,0,5
IPC2000,schedule,schedule-29-9,3,0,5
IPC2000,schedule,schedule-3-0,3,5,3
IPC2000,schedule,schedule-30-0,3,0,5
IPC2000,schedule,schedule-30-1,3,0,5
IPC2000,schedule,schedule-30-2,3,0,5
IPC2000,schedule,schedule-30-3,3,0,5
IPC2000,schedule,schedule-30-4,3,0,5
IPC2000,schedule,schedule-30-5,3,0,5
IPC2000,schedule,schedule-30-6,3,0,5
IPC2000,schedule,schedule-30-7,3,0,5
IPC2000,schedule,schedule-30-8,3,0,5
IPC2000,schedule,schedule-30-9,3,0,5
IPC2000,schedule,schedule-3-1,1,2,1
IPC2000,schedule,schedule-31-0,3,0,5
IPC2000,schedule,schedule-31-1,3,0,5
IPC2000,schedule,schedule-31-2,3,0,5
IPC2000,schedule,schedule-31-3,3,0,5
IPC2000,schedule,schedule-31-4,3,0,5
IPC2000,schedule,schedule-31-5,3,0,5
IPC2000,schedule,schedule-31-6,3,0,5
IPC2000,schedule,schedule-31-7,3,0,5
IPC2000,schedule,schedule-31-8,3,0,5
IPC2000,schedule,schedule-31-9,3,0,5
IPC2000,schedule,schedule-3-2,3,4,3
IPC2000,schedule,schedule-32-0,3,0,5
IPC2000,schedule,schedule-32-1,3,0,5
IPC2000,schedule,schedule-32-2,3,0,5
IPC2000,schedule,schedule-32-3,3,0,5
IPC2000,schedule,schedule-32-4,3,0,5
IPC2000,schedule,schedule-32-5,3,0,5
IPC2000,schedule,schedule-32-6,3,0,5
IPC2000,schedule,schedule-32-7,3,0,5
IPC2000,schedule,schedule-32-8,3,0,5
IPC2000,schedule,schedule-32-9,3,0,5
IPC2000,schedule,schedule-3-3,1,4,3
IPC2000,schedule,schedule-33-0,3,0,5
IPC2000,schedule,schedule-33-1,3,0,5
IPC2000,schedule,schedule-33-2,3,0,5
IPC2000,schedule,schedule-33-3,3,0,5
IPC2000,schedule,schedule-33-4,3,0,5
IPC2000,schedule,schedule-33-5,3,0,5
IPC2000,schedule,schedule-33-6,3,0,5
IPC2000,schedule,schedule-33-7,3,0,5
IPC2000,schedule,schedule-33-8,3,0,5
IPC2000,schedule,schedule-33-9,3,0,5
IPC2000,schedule,schedule-3-4,1,3,1
IPC2000,schedule,schedule-34-0,3,0,5
IPC2000,schedule,schedule-34-1,3,0,5
IPC2000,schedule,schedule-34-2,3,0,5
IPC2000,schedule,schedule-34-3,3,0,5
IPC2000,schedule,schedule-34-4,3,0,5
IPC2000,schedule,schedule-34-5,3,0,5
IPC2000,schedule,schedule-34-6,3,0,5
IPC2000,schedule,schedule-34-7,3,0,5
IPC2000,schedule,schedule-34-8,3,0,5
IPC2000,schedule,schedule-34-9,3,0,5
IPC2000,schedule,schedule-3-5,3,6,3
IPC2000,schedule,schedule-35-0,3,0,5
IPC2000,schedule,schedule-35-1,3,0,5
IPC2000,schedule,schedule-35-2,3,0,5
IPC2000,schedule,schedule-35-3,3,0,5
IPC2000,schedule,schedule-35-4,3,0,5
IPC2000,schedule,schedule-35-5,3,0,5
IPC2000,schedule,schedule-35-6,3,0,5
IPC2000,schedule,schedule-35-7,3,0,5
IPC2000,schedule,schedule-35-8,3,0,5
IPC2000,schedule,schedule-35-9,3,0,5
IPC2000,schedule,schedule-3-6,3,4,3
IPC2000,schedule,schedule-36-0,3,0,5
IPC2000,schedule,schedule-36-1,3,0,5
IPC2000,schedule,schedule-36-2,3,0,5
IPC2000,schedule,schedule-36-3,3,0,5
IPC2000,schedule,schedule-36-4,3,0,5
IPC2000,schedule,schedule-36-5,3,0,5
IPC2000,schedule,schedule-36-6,3,0,5
IPC2000,schedule,schedule-36-7,3,0,5
IPC2000,schedule,schedule-36-8,3,0,5
IPC2000,schedule,schedule-36-9,3,0,5
IPC2000,schedule,schedule-3-7,3,4,3
IPC2000,schedule,schedule-37-0,3,0,5
IPC2000,schedule,schedule-37-1,3,0,5
IPC2000,schedule,schedule-37-2,3,0,5
IPC2000,schedule,schedule-37-3,3,0,5
IPC2000,schedule,schedule-37-4,3,0,5
IPC2000,schedule,schedule-37-5,3,0,5
IPC2000,schedule,schedule-37-6,3,0,5
IPC2000,schedule,schedule-37-7,3,0,5
IPC2000,schedule,schedule-37-8,3,0,5
IPC2000,schedule,schedule-37-9,3,0,5
IPC2000,schedule,schedule-3-8,3,4,3
IPC2000,schedule,schedule-38-0,3,0,5
IPC2000,schedule,schedule-38-1,3,0,5
IPC2000,schedule,schedule-38-2,3,0,5
IPC2000,schedule,schedule-38-3,3,0,5
IPC2000,schedule,schedule-38-4,3,0,5
IPC2000,schedule,schedule-38-5,3,0,5
IPC2000,schedule,schedule-38-6,3,0,5
IPC2000,schedule,schedule-38-7,3,0,5
IPC2000,schedule,schedule-38-8,3,0,5
IPC2000,schedule,schedule-38-9,3,0,5
IPC2000,schedule,schedule-3-9,3,4,3
IPC2000,schedule,schedule-39-0,3,0,5
IPC2000,schedule,schedule-39-1,3,0,5
IPC2000,schedule,schedule-39-2,3,0,5
IPC2000,schedule,schedule-39-3,3,0,5
IPC2000,schedule,schedule-39-4,3,0,5
IPC2000,schedule,schedule-39-5,3,0,5
IPC2000,schedule,schedule-39-6,3,0,5
IPC2000,schedule,schedule-39-7,3,0,5
IPC2000,schedule,schedule-39-8,3,0,5
IPC2000,schedule,schedule-39-9,3,0,5
IPC2000,schedule,schedule-4-0,3,5,3
IPC2000,schedule,schedule-40-0,3,0,5
IPC2000,schedule,schedule-40-1,3,0,5
IPC2000,schedule,schedule-40-2,3,0,5
IPC2000,schedule,schedule-40-3,3,0,5
IPC2000,schedule,schedule-40-4,3,0,5
IPC2000,schedule,schedule-40-5,3,0,5
IPC2000,schedule,schedule-40-6,3,0,5
IPC2000,schedule,schedule-40-7,3,0,5
IPC2000,schedule,schedule-40-8,3,0,5
IPC2000,schedule,schedule-40-9,3,0,5
IPC2000,schedule,schedule-4-1,3,6,3
IPC2000,schedule,schedule-41-0,3,0,5
IPC2000,schedule,schedule-41-1,3,0,5
IPC2000,schedule,schedule-41-2,3,0,5
IPC2000,schedule,schedule-41-3,3,0,5
IPC2000,schedule,schedule-41-4,3,0,5
IPC2000,schedule,schedule-41-5,3,0,5
IPC2000,schedule,schedule-41-6,3,0,5
IPC2000,schedule,schedule-41-7,3,0,5
IPC2000,schedule,schedule-41-8,3,0,5
IPC2000,schedule,schedule-41-9,3,0,5
IPC2000,schedule,schedule-4-2,3,6,3
IPC2000,schedule,schedule-42-0,3,0,5
IPC2000,schedule,schedule-42-1,3,0,5
IPC2000,schedule,schedule-42-2,3,0,5
IPC2000,schedule,schedule-42-3,3,0,5
IPC2000,schedule,schedule-42-4,3,0,5
IPC2000,schedule,schedule-42-5,3,0,5
IPC2000,schedule,schedule-42-6,3,0,5
IPC2000,schedule,schedule-42-7,3,0,5
IPC2000,schedule,schedule-42-8,3,0,5
IPC2000,schedule,schedule-42-9,3,0,5
IPC2000,schedule,schedule-4-3,3,5,3
IPC2000,schedule,schedule-43-0,3,0,5
IPC2000,schedule,schedule-43-1,3,0,5
IPC2000,schedule,schedule-43-2,3,0,5
IPC2000,schedule,schedule-43-3,3,0,5
IPC2000,schedule,schedule-43-4,3,0,5
IPC2000,schedule,schedule-43-5,3,0,5
IPC2000,schedule,schedule-43-6,3,0,5
IPC2000,schedule,schedule-43-7,3,0,5
IPC2000,schedule,schedule-43-8,3,0,5
IPC2000,schedule,schedule-43-9,3,0,5
IPC2000,schedule,schedule-4-4,3,6,3
IPC2000,schedule,schedule-44-0,3,0,5
IPC2000,schedule,schedule-44-1,3,0,5
IPC2000,schedule,schedule-44-2,3,0,5
IPC2000,schedule,schedule-44-3,3,0,5
IPC2000,schedule,schedule-44-4,3,0,5
IPC2000,schedule,schedule-44-5,3,0,5
IPC2000,schedule,schedule-44-6,3,0,5
IPC2000,schedule,schedule-44-7,3,0,5
IPC2000,schedule,schedule-44-8,3,0,5
IPC2000,schedule,schedule-44-9,3,0,5
IPC2000,schedule,schedule-4-5,3,7,3
IPC2000,schedule,schedule-45-0,3,0,5
IPC2000,schedule,schedule-45-1,3,0,5
IPC2000,schedule,schedule-45-2,3,0,5
IPC2000,schedule,schedule-45-3,3,0,5
IPC2000,schedule,schedule-45-4,3,0,5
IPC2000,schedule,schedule-45-5,3,0,5
IPC2000,schedule,schedule-45-6,3,0,5
IPC2000,schedule,schedule-45-7,3,0,5
IPC2000,schedule,schedule-45-8,3,0,5
IPC2000,schedule,schedule-45-9,3,0,5
IPC2000,schedule,schedule-4-6,3,6,3
IPC2000,schedule,schedule-46-0,3,0,5
IPC2000,schedule,schedule-46-1,3,0,5
IPC2000,schedule,schedule-46-2,3,0,5
IPC2000,schedule,schedule-46-3,3,0,5
IPC2000,schedule,schedule-46-4,3,0,5
IPC2000,schedule,schedule-46-5,3,0,5
IPC2000,schedule,schedule-46-6,3,0,5
IPC2000,schedule,schedule-46-7,3,0,5
IPC2000,schedule,schedule-46-8,3,0,5
IPC2000,schedule,schedule-46-9,3,0,5
IPC2000,schedule,schedule-4-7,3,6,3
IPC2000,schedule,schedule-47-0,3,0,5
IPC2000,schedule,schedule-47-1,3,0,5
IPC2000,schedule,schedule-47-2,3,0,5
IPC2000,schedule,schedule-47-3,3,0,5
