Planner,P2,Problem,Time,# Steps
flin,System-R,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.31,33
flin,System-R,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.36,34
flin,System-R,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.4,38
flin,System-R,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.45,40
flin,System-R,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.48,41
flin,System-R,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.5,43
flin,System-R,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.52,38
flin,System-R,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.47,42
flin,System-R,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.69,49
flin,System-R,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.66,49
flin,System-R,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.64,47
flin,System-R,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.65,47
flin,System-R,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.62,47
flin,System-R,mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.02,4
flin,System-R,mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.02,3
flin,System-R,mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.01,4
flin,System-R,mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.02,4
flin,System-R,mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.02,4
flin,System-R,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.77,50
flin,System-R,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.88,53
flin,System-R,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.75,48
flin,System-R,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.75,47
flin,System-R,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.85,50
flin,System-R,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,1.08,59
flin,System-R,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,1.04,54
flin,System-R,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,1.14,60
flin,System-R,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,1.03,56
flin,System-R,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,1.02,53
flin,System-R,mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,1.38,63
flin,System-R,mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,1.39,64
flin,System-R,mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,1.32,60
flin,System-R,mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,1.23,59
flin,System-R,mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,1.43,64
flin,System-R,mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,1.71,70
flin,System-R,mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,1.76,68
flin,System-R,mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,1.6,64
flin,System-R,mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,1.63,67
flin,System-R,mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,1.63,65
flin,System-R,mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,2.02,72
flin,System-R,mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,2.06,73
flin,System-R,mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,2.07,69
flin,System-R,mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,1.97,69
flin,System-R,mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,2.02,69
flin,System-R,mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,2.39,76
flin,System-R,mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,2.57,75
flin,System-R,mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,2.41,76
flin,System-R,mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,2.54,76
flin,System-R,mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,2.4,77
flin,System-R,mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,2.87,80
flin,System-R,mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,2.99,84
flin,System-R,mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,3.11,84
flin,System-R,mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,2.91,78
flin,System-R,mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,3.03,81
flin,System-R,mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,3.67,90
flin,System-R,mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,3.32,84
flin,System-R,mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,3.51,85
flin,System-R,mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,3.62,88
flin,System-R,mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,3.55,88
flin,System-R,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,4.48,96
flin,System-R,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,4.17,92
flin,System-R,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,4.32,95
flin,System-R,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,4.08,91
flin,System-R,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,4.04,91
flin,System-R,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,5.26,100
flin,System-R,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,4.96,96
flin,System-R,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,4.84,93
flin,System-R,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,4.95,99
flin,System-R,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,5.14,98
flin,System-R,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.05,10
flin,System-R,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.03,8
flin,System-R,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.04,11
flin,System-R,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.03,8
flin,System-R,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.04,10
flin,System-R,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,5.45,100
flin,System-R,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,5.72,100
flin,System-R,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,5.36,96
flin,System-R,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,5.72,100
flin,System-R,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,5.73,103
flin,System-R,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6.7,106
flin,System-R,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6.34,106
flin,System-R,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6.76,109
flin,System-R,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6.67,107
flin,System-R,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6.49,106
flin,System-R,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,7.48,112
flin,System-R,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,7.46,109
flin,System-R,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,7.57,113
flin,System-R,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,7.67,112
flin,System-R,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,7.4,108
flin,System-R,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,8.75,116
flin,System-R,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,9.19,123
flin,System-R,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,8.76,119
flin,System-R,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,8.18,109
flin,System-R,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,8.37,115
flin,System-R,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,9.64,118
flin,System-R,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,9.93,123
flin,System-R,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,9.51,119
flin,System-R,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,10.02,123
flin,System-R,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,9.98,123
flin,System-R,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,10.93,125
flin,System-R,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,12.03,133
flin,System-R,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,11.12,127
flin,System-R,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,11.61,128
flin,System-R,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,10.91,125
flin,System-R,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,13.41,138
flin,System-R,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,12.58,130
flin,System-R,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,12.78,127
flin,System-R,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,12.68,130
flin,System-R,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,12.46,130
flin,System-R,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,14.14,135
flin,System-R,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,14.47,133
flin,System-R,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,14.48,139
flin,System-R,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,14.88,141
flin,System-R,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,14.18,137
flin,System-R,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,16.61,143
flin,System-R,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,15.98,142
flin,System-R,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,16.12,138
flin,System-R,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,16.14,144
flin,System-R,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,15.64,137
flin,System-R,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,17.69,144
flin,System-R,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,18.36,153
flin,System-R,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,17.75,145
flin,System-R,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,18.33,150
flin,System-R,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,18.24,147
flin,System-R,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.1,20
flin,System-R,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.07,16
flin,System-R,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.06,13
flin,System-R,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.05,13
flin,System-R,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.06,15
flin,System-R,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,19.89,151
flin,System-R,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,20.27,155
flin,System-R,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,19.75,151
flin,System-R,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,19.57,150
flin,System-R,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,19.64,150
flin,System-R,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.12,21
flin,System-R,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.12,20
flin,System-R,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.12,20
flin,System-R,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.12,16
flin,System-R,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.13,21
hsp,HSP2,mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.04,18
hsp,HSP2,mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.04,17
hsp,HSP2,mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.04,15
hsp,HSP2,mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.05,20
hsp,HSP2,mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.04,18
hsp,HSP2,mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.08,20
hsp,HSP2,mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.08,20
hsp,HSP2,mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.08,24
hsp,HSP2,mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.07,16
hsp,HSP2,mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.08,22
hsp,HSP2,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.12,22
hsp,HSP2,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.15,28
hsp,HSP2,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.12,22
hsp,HSP2,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.12,19
hsp,HSP2,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.13,26
hsp,HSP2,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.2,26
hsp,HSP2,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.21,28
hsp,HSP2,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.23,28
hsp,HSP2,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.24,28
hsp,HSP2,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.24,28
hsp,HSP2,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.36,32
hsp,HSP2,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.33,29
hsp,HSP2,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.38,31
hsp,HSP2,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.34,28
hsp,HSP2,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.31,28
hsp,HSP2,mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0,4
hsp,HSP2,mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.01,3
hsp,HSP2,mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.01,4
hsp,HSP2,mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.01,4
hsp,HSP2,mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.02,4
hsp,HSP2,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.49,34
hsp,HSP2,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.45,29
hsp,HSP2,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.52,34
hsp,HSP2,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.51,36
hsp,HSP2,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.46,30
hsp,HSP2,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.86,37
hsp,HSP2,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.69,36
hsp,HSP2,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.8,38
hsp,HSP2,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.69,36
hsp,HSP2,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.76,36
hsp,HSP2,mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.95,38
hsp,HSP2,mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.98,40
hsp,HSP2,mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,1.12,39
hsp,HSP2,mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,1.07,40
hsp,HSP2,mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,1.06,44
hsp,HSP2,mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,1.37,44
hsp,HSP2,mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,1.36,44
hsp,HSP2,mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,1.33,42
hsp,HSP2,mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,1.29,42
hsp,HSP2,mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,1.35,44
hsp,HSP2,mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,1.82,48
hsp,HSP2,mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,1.83,48
hsp,HSP2,mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,1.89,50
hsp,HSP2,mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,1.59,40
hsp,HSP2,mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,1.9,50
hsp,HSP2,mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,2.04,42
hsp,HSP2,mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,3.06,56
hsp,HSP2,mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,2.61,54
hsp,HSP2,mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,2.27,48
hsp,HSP2,mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,2.52,46
hsp,HSP2,mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,3.1,54
hsp,HSP2,mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,2.94,52
hsp,HSP2,mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,3.3,58
hsp,HSP2,mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,3.07,49
hsp,HSP2,mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,3.22,58
hsp,HSP2,mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,5.03,62
hsp,HSP2,mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,4.04,60
hsp,HSP2,mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,4.29,60
hsp,HSP2,mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,4.33,56
hsp,HSP2,mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,4.12,54
hsp,HSP2,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,5.23,64
hsp,HSP2,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,4.65,56
hsp,HSP2,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,4.96,60
hsp,HSP2,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,5.07,58
hsp,HSP2,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,5.79,62
hsp,HSP2,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6.25,64
hsp,HSP2,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6.6,64
hsp,HSP2,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,7.02,62
hsp,HSP2,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,7.59,66
hsp,HSP2,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6.71,64
hsp,HSP2,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.01,8
hsp,HSP2,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.01,7
hsp,HSP2,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.01,7
hsp,HSP2,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.01,8
hsp,HSP2,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.02,8
hsp,HSP2,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6.86,56
hsp,HSP2,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,9.1,72
hsp,HSP2,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,7.23,60
hsp,HSP2,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,7.91,64
hsp,HSP2,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,9.47,68
hsp,HSP2,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,11.59,70
hsp,HSP2,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,10.17,70
hsp,HSP2,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,11.09,74
hsp,HSP2,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,11.32,68
hsp,HSP2,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,10.2,69
hsp,HSP2,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,15.97,76
hsp,HSP2,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,12.63,74
hsp,HSP2,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,13.23,74
hsp,HSP2,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,13.78,72
hsp,HSP2,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,14.57,70
hsp,HSP2,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,15.58,74
hsp,HSP2,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,19.93,78
hsp,HSP2,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,16.1,70
hsp,HSP2,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,15.41,72
hsp,HSP2,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,15.73,74
hsp,HSP2,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,20.81,82
hsp,HSP2,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,17.88,82
hsp,HSP2,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,24.08,82
hsp,HSP2,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,21.22,80
hsp,HSP2,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,22.31,86
hsp,HSP2,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,23.78,76
hsp,HSP2,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,25.79,90
hsp,HSP2,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,22.95,74
hsp,HSP2,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,27.18,87
hsp,HSP2,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,24.98,80
hsp,HSP2,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,31.82,86
hsp,HSP2,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,30.74,86
hsp,HSP2,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,33.7,96
hsp,HSP2,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,30.76,88
hsp,HSP2,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,26.86,74
hsp,HSP2,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,46.73,98
