Planner,P2,Problem,Time,# Steps
stanplan,STAN,mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.32,54
stanplan,STAN,mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.33,52
stanplan,STAN,mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.31,56
stanplan,STAN,mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.32,54
stanplan,STAN,mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.32,55
stanplan,STAN,mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.41,59
stanplan,STAN,mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.42,55
stanplan,STAN,mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,2.61,61
stanplan,STAN,mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.4,60
stanplan,STAN,mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.41,55
stanplan,STAN,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,3.33,66
stanplan,STAN,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.53,59
stanplan,STAN,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,3.28,64
stanplan,STAN,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.52,60
stanplan,STAN,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.48,58
stanplan,STAN,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,4.1,71
stanplan,STAN,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.63,65
stanplan,STAN,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,3.99,67
stanplan,STAN,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,4.09,72
stanplan,STAN,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.62,65
stanplan,STAN,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0,7
stanplan,STAN,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.01,7
stanplan,STAN,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.01,7
stanplan,STAN,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.01,7
stanplan,STAN,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.02,8
stanplan,STAN,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,4.99,73
stanplan,STAN,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,5.27,75
stanplan,STAN,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.76,65
stanplan,STAN,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.79,66
stanplan,STAN,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.77,65
stanplan,STAN,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.93,70
stanplan,STAN,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.92,71
stanplan,STAN,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.94,69
stanplan,STAN,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.9,68
stanplan,STAN,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.95,71
stanplan,STAN,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,7.73,82
stanplan,STAN,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,1.12,73
stanplan,STAN,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,1.1,76
stanplan,STAN,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,1.13,77
stanplan,STAN,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,1.1,73
stanplan,STAN,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,1.34,79
stanplan,STAN,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,1.3,78
stanplan,STAN,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,1.31,75
stanplan,STAN,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,1.31,75
stanplan,STAN,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,1.28,75
stanplan,STAN,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,1.59,80
stanplan,STAN,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,10.62,88
stanplan,STAN,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,10.97,87
stanplan,STAN,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,1.57,80
stanplan,STAN,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,1.6,82
stanplan,STAN,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,1.83,82
stanplan,STAN,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,1.87,87
stanplan,STAN,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,1.9,80
stanplan,STAN,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,1.85,85
stanplan,STAN,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,1.86,84
stanplan,STAN,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,2.2,86
stanplan,STAN,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,15.51,94
stanplan,STAN,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,2.2,91
stanplan,STAN,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,16.09,103
stanplan,STAN,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,2.18,84
stanplan,STAN,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,18.57,101
stanplan,STAN,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,2.51,91
stanplan,STAN,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,2.6,90
stanplan,STAN,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,2.6,90
stanplan,STAN,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,2.59,90
stanplan,STAN,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,2.98,96
stanplan,STAN,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,21.83,103
stanplan,STAN,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,3.08,96
stanplan,STAN,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,3.03,91
stanplan,STAN,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,22.82,105
stanplan,STAN,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,3.47,96
stanplan,STAN,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,3.46,96
stanplan,STAN,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,3.56,96
stanplan,STAN,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,3.52,99
stanplan,STAN,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,3.59,100
stanplan,STAN,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.02,11
stanplan,STAN,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0,12
stanplan,STAN,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0,10
stanplan,STAN,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.01,10
stanplan,STAN,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.01,10
stanplan,STAN,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,4.01,97
stanplan,STAN,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,4.13,103
stanplan,STAN,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,32.4,110
stanplan,STAN,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,32.45,114
stanplan,STAN,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,4.14,101
stanplan,STAN,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.01,14
stanplan,STAN,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.01,13
stanplan,STAN,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.01,15
stanplan,STAN,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.01,15
stanplan,STAN,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.02,18
yochan,AltAlt,mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.126,19
yochan,AltAlt,mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.123,18
yochan,AltAlt,mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.126,18
yochan,AltAlt,mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.121,18
yochan,AltAlt,mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.123,18
yochan,AltAlt,mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.194,22
yochan,AltAlt,mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.171,22
yochan,AltAlt,mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.162,21
yochan,AltAlt,mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.163,20
yochan,AltAlt,mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.158,23
yochan,AltAlt,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.222,23
yochan,AltAlt,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.223,24
yochan,AltAlt,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.244,26
yochan,AltAlt,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.238,25
yochan,AltAlt,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.245,27
yochan,AltAlt,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.316,29
yochan,AltAlt,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.365,31
yochan,AltAlt,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.31,28
yochan,AltAlt,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.356,30
yochan,AltAlt,mixed-f16-p8-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.315,30
yochan,AltAlt,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.447,34
yochan,AltAlt,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.501,31
yochan,AltAlt,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.53,33
yochan,AltAlt,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.453,34
yochan,AltAlt,mixed-f18-p9-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.5,32
yochan,AltAlt,mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.041,4
yochan,AltAlt,mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.038,3
yochan,AltAlt,mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.041,4
yochan,AltAlt,mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.041,4
yochan,AltAlt,mixed-f2-p1-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.041,4
yochan,AltAlt,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.696,36
yochan,AltAlt,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.7,37
yochan,AltAlt,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.71,36
yochan,AltAlt,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.6,37
yochan,AltAlt,mixed-f20-p10-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.705,36
yochan,AltAlt,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,1.002,41
yochan,AltAlt,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.981,40
yochan,AltAlt,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.827,41
yochan,AltAlt,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.86,40
yochan,AltAlt,mixed-f22-p11-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.805,39
yochan,AltAlt,mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,1.182,43
yochan,AltAlt,mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,1.134,45
yochan,AltAlt,mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,1.389,44
yochan,AltAlt,mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,1.423,41
yochan,AltAlt,mixed-f24-p12-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,1.195,44
yochan,AltAlt,mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,1.53,48
yochan,AltAlt,mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,1.491,47
yochan,AltAlt,mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,1.646,50
yochan,AltAlt,mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,1.571,47
yochan,AltAlt,mixed-f26-p13-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,1.893,46
yochan,AltAlt,mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,2.489,51
yochan,AltAlt,mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,2.009,51
yochan,AltAlt,mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,2.682,54
yochan,AltAlt,mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,2.429,50
yochan,AltAlt,mixed-f28-p14-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,2.44,49
yochan,AltAlt,mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,3.249,55
yochan,AltAlt,mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,2.534,54
yochan,AltAlt,mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,2.559,56
yochan,AltAlt,mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,2.589,55
yochan,AltAlt,mixed-f30-p15-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,3.249,54
yochan,AltAlt,mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,3.373,58
yochan,AltAlt,mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,4.193,59
yochan,AltAlt,mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,3.408,59
yochan,AltAlt,mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,4.321,61
yochan,AltAlt,mixed-f32-p16-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,4.169,60
yochan,AltAlt,mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,4.168,61
yochan,AltAlt,mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,5.511,61
yochan,AltAlt,mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,5.404,63
yochan,AltAlt,mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,4.734,66
yochan,AltAlt,mixed-f34-p17-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,5.362,63
yochan,AltAlt,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,5.338,65
yochan,AltAlt,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6.823,66
yochan,AltAlt,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,5.38,64
yochan,AltAlt,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,5.303,65
yochan,AltAlt,mixed-f36-p18-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6.869,62
yochan,AltAlt,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,6.747,68
yochan,AltAlt,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,6.604,70
yochan,AltAlt,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,6.73,68
yochan,AltAlt,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,6.616,70
yochan,AltAlt,mixed-f38-p19-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,6.658,67
yochan,AltAlt,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.046,7
yochan,AltAlt,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.046,7
yochan,AltAlt,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.046,7
yochan,AltAlt,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.046,7
yochan,AltAlt,mixed-f4-p2-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.047,8
yochan,AltAlt,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,8.317,71
yochan,AltAlt,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,10.659,75
yochan,AltAlt,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,10.791,72
yochan,AltAlt,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,8.152,71
yochan,AltAlt,mixed-f40-p20-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,10.646,72
yochan,AltAlt,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,10.442,75
yochan,AltAlt,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,13.052,80
yochan,AltAlt,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,13.441,76
yochan,AltAlt,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,12.908,77
yochan,AltAlt,mixed-f42-p21-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,13.251,78
yochan,AltAlt,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,15.313,80
yochan,AltAlt,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,15.997,77
yochan,AltAlt,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,12.651,79
yochan,AltAlt,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,16.603,83
yochan,AltAlt,mixed-f44-p22-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,12.385,80
yochan,AltAlt,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,15.007,88
yochan,AltAlt,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,15.327,86
yochan,AltAlt,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,15.263,82
yochan,AltAlt,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,15.04,82
yochan,AltAlt,mixed-f46-p23-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,15.172,82
yochan,AltAlt,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,22.969,84
yochan,AltAlt,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,18.651,87
yochan,AltAlt,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,18.598,87
yochan,AltAlt,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,24.477,88
yochan,AltAlt,mixed-f48-p24-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,24.305,87
yochan,AltAlt,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,39.212,93
yochan,AltAlt,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,43.558,92
yochan,AltAlt,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,47.877,91
yochan,AltAlt,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,43.69,93
yochan,AltAlt,mixed-f50-p25-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,47.101,92
yochan,AltAlt,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,64.322,91
yochan,AltAlt,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,61.664,95
yochan,AltAlt,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,57.346,97
yochan,AltAlt,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,71.043,98
yochan,AltAlt,mixed-f52-p26-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,57.678,97
yochan,AltAlt,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,95.183,98
yochan,AltAlt,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,86.224,100
yochan,AltAlt,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,95.482,98
yochan,AltAlt,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,92.293,102
yochan,AltAlt,mixed-f54-p27-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,88,98
yochan,AltAlt,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,116.273,102
yochan,AltAlt,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,109.703,103
yochan,AltAlt,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,148.163,103
yochan,AltAlt,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,171.297,105
yochan,AltAlt,mixed-f56-p28-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,178.598,102
yochan,AltAlt,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,199.625,103
yochan,AltAlt,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,214.199,106
yochan,AltAlt,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,215.153,103
yochan,AltAlt,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,229.228,107
yochan,AltAlt,mixed-f58-p29-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,230.81,105
yochan,AltAlt,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.076,10
yochan,AltAlt,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.083,12
yochan,AltAlt,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.075,10
yochan,AltAlt,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.078,11
yochan,AltAlt,mixed-f6-p3-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.015,10
yochan,AltAlt,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,205.851,109
yochan,AltAlt,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,211.256,111
yochan,AltAlt,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,462.551,112
yochan,AltAlt,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,447.679,112
yochan,AltAlt,mixed-f60-p30-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,208.221,111
yochan,AltAlt,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.099,15
yochan,AltAlt,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.1,16
yochan,AltAlt,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.085,15
yochan,AltAlt,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.097,15
yochan,AltAlt,mixed-f8-p4-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.098,15
flin,System-R,mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.18,26
flin,System-R,mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.17,22
flin,System-R,mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.15,23
flin,System-R,mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.18,24
flin,System-R,mixed-f10-p5-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.19,28
flin,System-R,mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.26,33
flin,System-R,mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.28,34
flin,System-R,mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r2,0.22,28
flin,System-R,mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r3,0.23,29
flin,System-R,mixed-f12-p6-u0-v0-g0-a0-n0-a0-b0-n0-f0-r4,0.27,32
flin,System-R,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r0,0.37,36
flin,System-R,mixed-f14-p7-u0-v0-g0-a0-n0-a0-b0-n0-f0-r1,0.37,37
