"","com","planner","dom","gn","Class","Cfactor","Cresp","Ctran","R2","Dist"
"349","IPC1998","hsp","mprime","strips-mprime-x-16",2,"D","Time","D^10vTime^-0.2",0.112969893421301,15702.8798464943
"352","IPC1998","blackbox","mprime","strips-mprime-x-16",2,"D","Time","D^10vTime^-0.2",0.0916724559710548,379.98352396974
"365","IPC1998","hsp","mprime","strips-mprime-x-2",0,"D","Time","D^10vTime^-0.2",0.112969893421301,0
"366","IPC1998","stan","mprime","strips-mprime-x-2",1,"D","Time","D^10vTime^-0.2",0.916635546123213,-2833.98812766373
"367","IPC1998","ipp","mprime","strips-mprime-x-2",2,"D","Time","D^10vTime^-0.2",0.997408568593072,1321.87325455671
"368","IPC1998","blackbox","mprime","strips-mprime-x-2",2,"D","Time","D^10vTime^-0.2",0.0916724559710548,2142.91648824708
"393","IPC1998","hsp","mprime","strips-mprime-x-26",0,"D","Time","D^10vTime^-0.2",0.112969893421301,0
"395","IPC1998","ipp","mprime","strips-mprime-x-26",1,"D","Time","D^10vTime^-0.2",0.997408568593072,3229.62826681759
"396","IPC1998","blackbox","mprime","strips-mprime-x-26",0,"D","Time","D^10vTime^-0.2",0.0916724559710548,0
"399","IPC1998","blackbox","mprime","strips-mprime-x-27",0,"D","Time","D^10vTime^-0.2",0.0916724559710548,0
"400","IPC1998","hsp","mprime","strips-mprime-x-27",0,"D","Time","D^10vTime^-0.2",0.112969893421301,0
"401","IPC1998","ipp","mprime","strips-mprime-x-28",0,"D","Time","D^10vTime^-0.2",0.997408568593072,0
"402","IPC1998","stan","mprime","strips-mprime-x-28",0,"D","Time","D^10vTime^-0.2",0.916635546123213,0
"403","IPC1998","hsp","mprime","strips-mprime-x-28",0,"D","Time","D^10vTime^-0.2",0.112969893421301,0
"404","IPC1998","blackbox","mprime","strips-mprime-x-28",0,"D","Time","D^10vTime^-0.2",0.0916724559710548,0
"405","IPC1998","hsp","mprime","strips-mprime-x-29",0,"D","Time","D^10vTime^-0.2",0.112969893421301,0
"406","IPC1998","stan","mprime","strips-mprime-x-29",0,"D","Time","D^10vTime^-0.2",0.916635546123213,0
"407","IPC1998","blackbox","mprime","strips-mprime-x-29",0,"D","Time","D^10vTime^-0.2",0.0916724559710548,0
"417","IPC1998","hsp","mprime","strips-mprime-x-4",0,"D","Time","D^10vTime^-0.2",0.112969893421301,0
"419","IPC1998","ipp","mprime","strips-mprime-x-4",0,"D","Time","D^10vTime^-0.2",0.997408568593072,0
"420","IPC1998","blackbox","mprime","strips-mprime-x-4",1,"D","Time","D^10vTime^-0.2",0.0916724559710548,654.45744817269
"433","IPC1998","hsp","mprime","strips-mprime-x-8",0,"D","Time","D^10vTime^-0.2",0.112969893421301,0
"435","IPC1998","blackbox","mprime","strips-mprime-x-8",0,"D","Time","D^10vTime^-0.2",0.0916724559710548,0
